id,juz_number,surah_number,surah_ayat,juz_ayat,ayat_number,quran_transliteration
691,6,5,18,47,687,Wa qaalatil Yahoodu wan Nasaaraa nahnu abnaaa`ul laahi wa ahibbaaa`uh; qul falima yu`azzibukum bizunoobikum bal antum basharum mimmman khalaq; yaghfiru limai yashaaa`u wa yu`azzibu mai yashaaa`; wa lillaahi mulkus samaawaati wal ardi wa maa bainahumaa wa ilaihil maseer
692,6,5,19,48,688,Yaaa Ahlal Kitaabi qad jaaa`akum Rasoolunaa yubaiyinu lakum `alaa fatratim minal Rusuli an taqooloo maa jaaa`anaa mim basheerinw wa laa nazeerin faqad jaaa`akum basheerunw wa nazeer; wallaahu `alaa kulli shai`in Qadeer (section 3)
693,6,5,20,49,689,Wa iz qaala Moosaa liqawmihee yaa qawmiz kuroo ni`matal laahi `alaikum iz ja`ala feekum ambiyaaa`a wa ja`alakum mulookanw wa aataakum maa lam yu`ti ahadam minal `aalameen
694,6,5,21,50,690,Yaa qawmid khulul Ardal MMuqaddasatal latee katabal laahu lakum wa laa tartaddoo `alaaa adbaarikum fatanqaliboo khaasireen
695,6,5,22,51,691,Qaaloo yaa Moosaaa innaa feehaa qawman jabbaareena wa innaa lan nadkhulahaa hattaa yakhrujoo minhaa fa-iny yakhrujoo minhaa fa innaa daakhiloon
696,6,5,23,52,692,"Qaala rajulaani minal lazeena yakhaafoona an`amal laahu `alaihimad khuloo `alaihimul baab, fa izaa dakhaltumoohu fa innakum ghaaliboon; wa `alal laahi fatawakkalooo in kuntum mu`mineen"
697,6,5,24,53,693,Qaaloo yaa Moosaaa innaa lan nadkhulahaa abadam maa daamoo feehaa fazhab anta wa Rabbuka faqaatilaaa innaa haahunaa qaa`idoon
698,6,5,25,54,694,Qaala Rabbi innee laaa amliku illaa nafsee wa akhee fafruq bainanaa wa bainal qawmil faasiqeen
699,6,5,26,55,695,Qaala fa innahaa muhar ramatun `alaihim arba`eena sanah; yateehoona fil ard; falaa taasa `alal qawmil faasiqeen (section 4)
700,6,5,27,56,696,Watlu `alaihim naba abnai Aadama bilhaqq; iz qarrabaa qurbaanan fatuqubbila min ahadihimaa wa lam yutaqabbal minal aakhari qaala la aqtulannnaka qaala innamaa yataqabbalul laahu minal muttaqeen
701,6,5,28,57,697,La`im basatta ilaiya yadaka litaqtulanee maaa ana bibaasitiny yadiya ilaika li aqtulaka inneee akhaaful laaha Rabbal `aalameen
702,6,5,29,58,698,Inee ureedu an tabooo`a bi ismee wa ismika fatakoona min Ashaabin Naar; wa zaalika jazaaa`uz zaalimeen
703,6,5,30,59,699,Fatawwa`at lahoo nafsu hoo qatla akheehi faqatalahoo fa asbaha minal khaasireen
704,6,5,31,60,700,Faba`asal laahu ghuraabai yabhasu fil ardi liyuriyahoo kaifa yuwaaree sawata akheeh; qaala yaa wailataaa a`ajaztu an akoona misla haazal ghuraabi fa uwaariya saw ata akhee fa asbaha minan naadimeen
705,6,5,32,61,701,min ajli zaalika katabnaa `alaa Banee Israaa`eela annahoo man qatala nnafsam bighairi nafsin aw fasaadin fil ardi faka annammaa qatalan naasa jamee`anw wa man ahyaahaa faka annamaaa ahyan naasa jamee`aa; wa laqad jaaa`at hum Rusulunaa bilbaiyinaati summa inna kaseeram minhum ba`da zaalika fil ardi lamusrifoon
706,6,5,33,62,702,Innamaa jazaaa`ul lazeena yuhaariboonal laaha wa Rasoolahoo wa yas`awna fil ardi fasaadan ai yuqattalooo aw yusallabooo aw tuqatta`a aideehim wa arjuluhum min khilaafin aw yunfaw minalard; zaalika lahum khizyun fid dunyaa wa lahum fil Aakhirati `azaabun `azeem
707,6,5,34,63,703,Illal lazeena taaboo min qabli an taqdiroo `alaihim fa`lamooo annnal laaha Ghafoorur Raheem (section 5)
708,6,5,35,64,704,yaaa aiyuhal lazeena aamanut taqul laaha wabtaghooo ilaihil waseelata wa jaahidoo fee sabeelihee la`allakum tuflihoon
709,6,5,36,65,705,Innal lazeena kafaroo law anna lahum maa fil ardi jamee`anw wa mislahoo ma`ahoo liyaftadoo bihee min `azaabi Yawmil Qiyaamati maa tuqubbila minhum wa lahum azaabun aleem
710,6,5,37,66,706,Yureedoona ai yakhrujoo minan Naari wa maa hum bikhaari jeena minhaa wa lahum `azaabum muqeem
711,6,5,38,67,707,Wassaariqu wassaariqatu faqta`oo aidiyahumma jazaaa`am bimaa kasabaa nakaalam minal laah; wallaahu `Azeezun hakeem
712,6,5,39,68,708,Faman taaba mim ba`di zulmihee wa aslaha fa innal laaha yatoobu `alaih; innal laaha Ghafoorur Raheem
713,6,5,40,69,709,Alam ta`lam annal laaha lahoo mulkus samaawaati wal ardi yu`az zibu many-yashaa`u wa yaghfiru limany-yashaaa`; wallaahu `alaa kulli shai`in Qadeer
714,6,5,41,70,710,Yaaa ayyuhar Rasoolu laa yahzukal lazeena yusaa ri`oona fil kufri minal lazeena qaaloo aamannaa bi afwaahihim wa lam tu`min quloobuhum; wa minal lazeena haadoo sammaa`oona lilkazibi sammaa`oona liqawmin aakhareena lam ya`tooka yuharrifoonal kalima mim ba`di mawaadi`ihee yaqooloona in ooteetum haazaa fakhuzoohu wa il lam tu`tawhu fahzaroo; wa many-yuridil laahu fitnatahoo falan tamlika lahoo minal laahi shai`aa; ulaaa `ikal lazeena lam yuridil laahu any-yutahhira quloobahum; lahum fid dunyaa khizyunw wa lahum fil Aakhirati`azaabun `azeem
715,6,5,42,71,711,Sammaa`oona lilkazibi akkaaloona lissuht; fa in jaaa`ooka fahkum bainahum aw a`rid anhum wa in tu`rid `anhum falany-yadurrooka shai`anw wa in hakamta fahkum bainahum bilqist; innal laaha yuhibbul muqsiteen
716,6,5,43,72,712,Wa kaifa yuhakkimoonaka wa `indahumut Tawraatu feehaa hukmul laahi summa yatawallawna mim ba`di zaalik; wa maaa ulaaa`ika bilmu`mineen (section 6)
717,6,5,44,73,713,Innaaa anzalnat Tawraata feehaa hudanw wa noor; yahkumu bihan Nabiyyoonal lazeena aslamoo lillazeena haadoo war rabbaaniyyoona wal ahbaaru bimas tuhfizoo min Kitaabil laahi wa kaanoo `alaihi shuhadaaa`; falaa takhshawun naasa wakhshawni wa laa tashtaroo bi aayaatee samanan qaleelaa; wa mal lam yahkum bimaaa anzalal laahu fa ulaaa`ika humul kaafiroon
718,6,5,45,74,714,Wa katabnaa `alaihim feehaaa annan nafsa binnafsi wal`aina bil`aini wal anfa bilanfi wal uzuna bil uzuni wassinna bissinni waljurooha qisaas; faman tasaddaqa bihee fahuwa kaffaaratul lah; wa mal lam yahkum bimaaa anzalal laahu fa ulaaa`ika humuz zalimoon
719,6,5,46,75,715,Wa qaffainaa `alaaa aasaaarihim bi `Eesab ni Maryama musaddiqal limaa baina yadaihi minat Tawraati wa aatainaahul Injeela feehi hudanw wa noorunw wa musaddiqal limaa baina yadaihi minat Tawraati wa hudanw wa maw`izatal lilmuttaqeen
720,6,5,47,76,716,Walyahkum Ahlul Injeeli bimaaa anzalal laahu feeh; wa mal lam yahkum bimaaa anzalal laahu fa ulaaa`ika humul faasiqoon
721,6,5,48,77,717,Wa anzalnaa ilaikal Kitaaba bilhaqqi musaddiqallimaa baina yadaihi minal Kitaabi wa muhaiminan `alaihi fahkum bainahum bimaa anzalal laahu wa laa tattabi` ahwaaa`ahum `ammaa jaaa`aka minal haqq; likullin ja`alnaa minkum shir`atanw wa minhaajaa; wa law shaaa`al laahu laja`alakum ummatanw waahidatanw wa laakil liyabluwakum fee maa aataakum fastabiqul khairaat; ilal laahi marji`ukum jamee`an fayunab bi`ukum bimaa kuntum feehi takhtalifoon
722,6,5,49,78,718,Wa anih kum bainahum bimaaa anzalal laahu wa laa tattabi` ahwaaa`ahum wahzarhum ai yaftinooka `am ba`di maaa anzalal laahu ilaika fa in tawallaw fa`lam annamaa yureedul laahu ai yuseebahum biba`di zunoobihim; wa inna kaseeram minan naasi lafaasiqoon
723,6,5,50,79,719,Afahukmal jaahiliyyati yabghoon; wa man ahsanu minal laahi hukmal liqawminy yooqinoon (section 7)
724,6,5,51,80,720,Yaaa aiyuhal lazeena aamanoo laa tattakhizul Yahooda wan nasaaraaa awliyaaa`; ba`duhum awliyaaa`u ba`d; wa mai yatawallahum minkum fa innahoo minhum; innal laaha laa yahdil qawmaz zaalimeen
725,6,5,52,81,721,Fataral lazeena fee quloobihim maraduny yusaari`oona feehim yaqooloona nakhshaaa an tuseebanaa daaa`irah; fa`asallaahu ai yaatiya bilfathi aw amrim min `indihee fa yusbihoo `alaa maaa asarroo feee anfusihim naadimeen
726,6,5,53,82,722,Wa yaqoolul lazeena aamanooo ahaaa`ulaaa`il lazeena aqsamoo billaahi jahda aimaanihim innahum lama`akum; habitat a`maaluhum fa asbahoo khaasireen
727,6,5,54,83,723,Yaa aiyuhal lazeena aamanoo mai yartadda minkum `an deenihee fasawfa ya`tillaahu biqawminy yuhibbuhum wa yuhibboonahoo azillatin `alal mu`mineena a`izzatin `alal kaafireena yujaahidoona fee sabeelil laahi wa laa yakhaafoona lawmata laaa`im; zaalika fadlul laahi yu`teehi mai yashaaa`; wallaahu Waasi`un `Aleem
728,6,5,55,84,724,Innamaa waliyyukumul laahu wa Rasooluhoo wal lazeena aamanul lazeena yuqeemoonas Salaata wa yu`toonaz Zakaata wa hum raaki`oon
729,6,5,56,85,725,Wa mai yatawallal laaha wa Rasoolahoo wallazeena aamanoo fa inna hizbal laahi humul ghaaliboon (section 8)
730,6,5,57,86,726,Yaaa aiyuhal lazeena aamanoo laa tattakhizul lazeenat takhazoo deenakum huzuwanw wa la`ibam minal lazeena ootul Kitaaba min qablikum walkuffaara awliyaaa`; wattaqul laaha in kuntum muu`mineen
731,6,5,58,87,727,Wa izaa naadaitum ilas Salaatit takhazoohaa huzu wan`w wa la`ibaa; zaalika biannnahum qawmul laa ya`qiloon
732,6,5,59,88,728,Qul yaaa Ahlal Kitaabi hal tanqimoona minnaaa illaaa an aamannaa billaahi wa maaa unzila ilainaa wa maa unzila min qablu wa annna aksarakum faasiqoon
733,6,5,60,89,729,Qul hal unabbi`ukum bisharrim min zaalika masoobatan `indal laah; malla`ana hul laahu wa ghadiba `alaihi wa ja`ala minhumul qiradata wal khanaazeera wa `abadat Taaghoot; ulaaa`ika sharrum makaananw wa adallu `an Sawaaa`is Sabeel
734,6,5,61,90,730,Wa izaa jaaa`ookum qaalooo aamannaa wa qad dakhaloo bilkufri wa hum qad kharajoo bih; wallaahu a`lamu bimaa kaanoo yaktumoon
735,6,5,62,91,731,Wa taraa kaseeram minhum yusaari`oona fil ismi wal`udwaani wa aklihimus suht; labi`sa maa kaanoo ya`maloon
736,6,5,63,92,732,Law laa yanhaahumur rabbaaniyyoona wal ahbaaru `an qawlihimul ismaa wa aklihimus suht; labi`sa maa kaanoo yasna`oon
737,6,5,64,93,733,Wa qaalatil Yahoodu Yadullaahi maghloolah; ghulla aideehim wa lu`inoo bimaa qaaloo; bal yadaahu mabsoo tataani yunfiqu kaifa yashaaa`; wa la yazeedanna kaseeramm minhum maaa unzila ilaika mir Rabbika tughyaananw wa kufraa; wa alqainaa bainahumul `adaawata wal baghdaaa a` ilaa Yawmil Qiyaamah; kullamaaa awqadoo naaral lilharbi at fa-ahal laah; wa yas`awna fil ardi fasaadaa; wal laahu laa yuhibbul mufsideen
738,6,5,65,94,734,Wa law anna Ahlal Kitaabi aamanoo wattaqaw lakaffarnaa `anhum saiyiaatihim wa la adkhalnaahu Jannaatin Na`eem
739,6,5,66,95,735,Wa law annahum aqaamut Tawraata wal Injeela wa maaa unzila ilaihim mir Rabbihim la akaloo min fawqihim wa min tahti arjulihim; minhum ummatum muqta sidatunw wa kaseerum minhum saaa`a maa ya`maloon (section 9)
740,6,5,67,96,736,Yaaa aiyuhar Rasoolu balligh maaa unzila ilaika mir Rabbika wa il lam taf`al famaaa ballaghta Risaalatah; wallaahu ya`simuka minan naas; innal laaha laa yahdil qawmal kaafireen
741,6,5,68,97,737,Qul yaaa Ahlal Kitaabi lastum `alaa shai`in hattaa tuqeemut Tawraata wal Injeela wa maaa unzila ilaikum mir Rabbikum; wa layazeedanna kaseeram minhum maa unzila ilaika mir Rabbika tugh yaananw wa kufran falaa taasa `alal qawmil kaafireen
742,6,5,69,98,738,Innal lazeena aamanoo wallazeena haadoo was saabi`oona wan Nasaaraa man aamana billaahi wal yawmil Aakhiri wa `amila saalihan falaa khawfun `alaihim wa laa hum yahzanoon
743,6,5,70,99,739,Laqad akhaznaa meesaaqa Banee Israaa`eela wa arsalnaaa ilaihim Rusulan kullamaa jaaa`ahum Rasoolum bimaa laa tahwaaa anfusuhum fareeqan kazzaboo wa fareeqany yaqtuloon
744,6,5,71,100,740,Wa hasibooo allaa takoona fitnatun fa`amoo wa sammoo summa taabal laahu `alaihim summa `amoo wa sammoo kaseerum minhum; wallaahu baseerum bimaa ya`maloon
745,6,5,72,101,741,Laqad kafaral lazeena qaalooo innal laaha Huwal maseehub nu Maryama wa qaalal Maseehu yaa Baneee Israaa`eela u`budul laaha Rabbee wa Rabbakum innnahoo many-yushrik billaahi faqad harramal laahu `alaihil jannata wa maa waahun Naaru wa maa lizzaalimeena min ansaar
746,6,5,73,102,742,laqad kafaral lazeena qaalooo innal laaha saalisu salaasah; wa maa min ilaahin illaaa Ilaahunw Waahid; wa illam yantahoo `ammaa yaqooloona layamas sannal lazeena kafaroo minhum `azaabun aleem
747,6,5,74,103,743,Afalaa yatooboona ilal laahi wa yastaghfiroonah; wallaahu Ghafoorur Raheem
748,6,5,75,104,744,Mal Maseehub nu Maryama illaa Rasoolun qad khalat min qablihir Rusulu wa ummuhoo siddeeqatun kaanaa yaa kulaanit ta`aam; unzur kaifa nubaiyinu lahumul Aayaati suman zur annaa yu`fakoon
749,6,5,76,105,745,Qul ata`budoona min doonil laahi maa laa yamliku lakum darranw wa laa naf`aa; wallaahu Huwas Samee`ul `Aleem
750,6,5,77,106,746,Qul yaaa Ahlal Kitaabi laa taghloo fee deenikum ghairal haqqi wa laa tattabi`ooo ahwaaa`a qawmin qad dalloo min qablu wa adalloo kaseeranw wa dalloo `an Sawaaa`is Sabeel (section 10)
751,6,5,78,107,747,Lu`inal lazeena kafaroo mim Baneee israaa`eela `alaa lisaani Daawooda wa `Eesab ni Maryam; zaalika bimaa `asaw wa kaanoo ya`tadoon
752,6,5,79,108,748,Kaanoo laa yatanaahawna `am munkarin fa`alooh; labi`sa maa kaanoo yafa`loon
753,6,5,80,109,749,Taraa kaseeram minhum yatawallawnal lazeena kafaroo; labi`sa maa qaddamat lahum anfusuhum an sakhital laahu `alaihim wa fil `azaabi hum khaalidoon
754,6,5,81,110,750,Wa law kaanoo yu`minoona billaahi wan nabiyyi wa maaa unzila ilaihi mattakhazoohum awliyaaa`a wa laakinna kaseeram minhum faasiqoon (End Juz 6)
755,6,5,82,111,751,Latajidanna ashad dan naasi `adaawatal lillazeena aamanul Yahooda wallazeena ashrakoo wa latajidanna aqrabahum mawaddatal lil lazeena aamanul lazeena qaalooo innaa Nasaaraa; zaalika bi anna mminhum qiseeseena wa ruhbaananw wa annahum laa yastakbiroon
756,7,5,83,0,752,Wa izaa sami`oo maaa unzila ilar Rasooli taraaa a`yunahum tafeedu minad dam`i mimmmaa `arafoo minalhaqq; yaqooloona Rabbanaaa aamannaa faktubnaa ma`ash shaahideen
757,7,5,84,1,753,Wa maa lanaa laa nu`minu billaahi wa maa jaaa`anaa minal haqqi wa natma`u ai yudkhilanaa Rabbunaa ma`al qawmis saaliheen
758,7,5,85,2,754,Fa asaabahumul laahu bimaa qaaloo Jannnaatin tajree min tahtihal anhaaru khaalideena feehaa; wa zaalika jazaaa`ul muhsineen
759,7,5,86,3,755,Wallazeena kafaroo wa kazzaboo bi Aayaatinaaa ulaaa`ika Ashaabul Jaheem (section 11)
760,7,5,87,4,756,Yaaa aiyuhal lazeena aamanoo laa tuharrimoo taiyibaati maaa ahallal laahu lakum wa laa ta`tadooo; innal laaha laa yuhibbul mu`tadeen
761,7,5,88,5,757,Wa kuloo mimmaa razaqakumul laahu halaalan taiyibaa; wattaqul laahallazeee antum bihee mu`minoon
762,7,5,89,6,758,Laa yu`aakhizukumul laahu billaghwi feee aimaanikum wa laakiny ya`aakhizukum bimaa `aqqattumul aimaana fakaf faaratuhooo it`aamu `asharati masaakeena min awsati maa tut`imoona ahleekum aw kiswatuhum aw tahreeru raqabatin famallam yajid fa Siyaamu salaasati aiyaam; zaalika kaffaaratu aimaanikum izaa halaftum; wahfazooo aimaanakum; kazaalika yubaiyinul laahu lakum Aayaatihee la`allakum tashkuroon
763,7,5,90,7,759,Yaaa aiyuhal lazeena aamanooo innamal khamru walmaisiru wal ansaabu wal azlaamu rijsum min `amalish shaitaani fajtaniboohu la`al lakum tuflihoon
764,7,5,91,8,760,Innamaa yureedush Shaitaanu ai yooqi`a bainakumul `adaawata wal baghdaaa`a fil khamri wal maisiri wa yasuddakum `an zikril laahi wa `anis Salaati fahal antum muntahoon
765,7,5,92,9,761,Wa atee`ul laaha wa atee`ur Rasoola wahzaroo; fa in tawal laitum fa`lamooo annamaa `alaa Rasoolinal balaaghul mubeen
766,7,5,93,10,762,Laisa `alal lazeena aamanoo wa `amilus saalihaati junaahun feemaa ta`imooo izaa mat taqaw wa aamanoo wa `amilus saalihaati summat taqaw wa aamanoo summat taqaw wa ahsanoo; wallaahu yuhibbul muhsineen
767,7,5,94,11,763,Yaaa aiyuhal lazeena aamanoo la yabluwannnakumul laahu bishai`im minas saidi tanaaluhooo aideekum wa rimaahukum liya`lamal laahu mai yakhaafuhoo bilghaib; famani` tadaa ba`da zaalika falahoo `azaabun aleem (section 12)
768,7,5,95,12,764,Yaaa aiyuhal lazeena aamanoo laa taqtulus saida wa antum hurum; wa man qatalahoo minkum mut`am midan fajazaaa`um mislu maa qatala minanna`ami yahkumu bihee zawaa `adlim minkum hadyam baalighal Ka`bati aw kaffaaratun ta`aamu masaakeena aw `adlu zaalika Siyaamal liyazooqa wabaala amrih; `afal laahu `ammaa salaf; wa man `aada fayanta qimul laahu minh; wallaahu `azeezun zuntiqaam
769,7,5,96,13,765,Uhilla lakum saidul bahri wa ta`aamuhoo mataa`al lakum wa lissaiyaarati wa hurrima `alaikum saidul barri maa dumtum hurumaa; wattaqul laahal lazeee ilaihi tuhsharoon
770,7,5,97,14,766,Ja`alal laahul Ka`batal Baital Haraama qiyaamal linnaasi wash Shahral Haraama walhadya walqalaaa`id; zaalika lita`lamooo annal laaha ya`lamu maa fis samaawaati wa maa fil ardi wa annal laaha bikulli shai`in `Aleem
771,7,5,98,15,767,I`lamooo annal laaha shadeedul `iqaabi wa annal laaha Ghafoorur Raheem
772,7,5,99,16,768,Maa `alar Rasooli illal balaagh; wallaahu ya`lamu maa tubdoona wa maa taktumoon
773,7,5,100,17,769,Qul laa yastawil khabeesu wattaiyibu wa law a`jabaka kasratul khabees; fattaqul laaha yaaa ulil albaabi la`allakum tuflihoon (section 13)
774,7,5,101,18,770,yaaa aiyuhal lazeena aamanoo laa tas`aloo `an ashyaaa`a in tubda lakum tasu`kum wa in tas`aloo `anhaa heena yunazzalul Qur`aanu tubda lakum; `afallaahu `anhaa; wallaahu Ghafoorun Haleem
775,7,5,102,19,771,Qad sa alahaa qawmum min qablikum summa asbahoo bihaa kaafireen
776,7,5,103,20,772,Maa ja`alal laahu mim baheeratinw wa laa saaa`ibatinw wa laa waseelatinw wa laa haaminw wa laakinnal lazeena kafaroo yaftaroona `alallaahil kazib; wa aksaruhum laa ya`qiloon
777,7,5,104,21,773,Wa izaa qeela lahum ta`aalaw ilaa maaa anzalallaahu wa ilar Rasooli qaaloo hasbunaa maa wajadnaa `alaihi aabaaa`anaa; awa law kaana aabaaa`uhum laa ya`lamoona shai`anw wa laa yahtadoon
778,7,5,105,22,774,Yaaa aiyuhal lazeena aamanoo `alaikum anfusakum laa yadurrukum man dalla izah tadaitum; ilal laahi marji`ukum jamee`an fayunabbi`ukum bimaa kuntum ta`maloon
779,7,5,106,23,775,Yaaa aiyuhal lazeena aamanoo shahaadatu bainikum izaa hadara ahadakumul mawtu heenal wasiyyatis naani zawaa `adlim minkum aw aakharaani min ghairikum in antum darabtum fil ardi fa asaabatkum museebatul mawt; tahbi soonahumaa mim ba`dis Salaati fa yuqsimaani billaahi inirtabtum laa nashtaree bihee samananw wa law kaana zaa qurbaa wa laa naktumu shahaadatal laahi innaaa izal laminal aasimeen
780,7,5,107,24,776,Fa in `usira `alaaa annahumas tahaqqaaa isman fa aakharaani yaqoomaani maqaamahumaa minal lazeenas tahaqqa `alaihimul awlayaani fa yuqsimaani billaahi lashahaadatunaaa ahaqqu min shahaadatihimaaa wa ma`tadainaaa innaaa izal laminaz zaalimeen
781,7,5,108,25,777,Zaalika adnaaa ai ya`too bishshahaadati `alaa wajhihaaa aw yakhaafooo an turadda aimaanum ba`da aimaanihim; wattaqul laaha wasma`oo; wallaahu laa yahdil qawmal faasiqeen (section 14)
782,7,5,109,26,778,yawma yajma`ul laahur Rusula fa yaqoolu maazaaa ujibtum qaaloo laa `ilma lanaa innaka Anta `Allaamul Ghuyoob
783,7,5,110,27,779,Iz qaalal laahu yaa `Eesab-na-Maryamaz kur ni`matee `alaika wa `alaa waalidatik; iz aiyattuka bi Roohil Qudusi tukallimun naasa fil mahdi wa kahlanw wa iz `allamtukal kitaaba wal Hikmata wa Tawraata wal Injeela wa iz Takhluqu minat teeni kahai `atit tairi bi iznee fatanfukhu feeha fatakoonu tairam bi iznee wa tubri`ul akmaha wal abrasa bi iznee wa iz tukhrijul mawtaa bi iznee wa iz kafaftu Baneee Israaa`eela `anka iz ji`tahum bil baiyinaati fa qaalal lazeena kafaroo minhum in haazaaa illaa sihrum mubeen
784,7,5,111,28,780,Wa iz awhaitu ilal hawaariyyeena an aaminoo bee wa bi Rasoolee qaalooo aamannaa washhad bi annanaa muslimoon
785,7,5,112,29,781,Iz qaalal hawaariyyoona yaa `Eesab na Maryama hal yastatee`u Rabbuka ai yunaz zila alainna maaa`idatam minas samaaa`i qaalat taqul laaha in kuntum mu`mineen
786,7,5,113,30,782,Qaaloo nureedu an naakula minhaa wa tatama `inna quloo bunaa wa na`lama an qad sadaqtana wa nakoona `alaihaa minash shaahideen
787,7,5,114,31,783,Qaala `Eesab nu Maryamal laahumma Rabbanaaa anzil `alainaa maaa`idatam minas samaaa`i takoonu lanaa `eedal li awwalinaa wa aakhirinaa wa Aayatam minka warzuqnaa wa Anta khairur raaziqeen
788,7,5,115,32,784,Qaalal laahu innee munaz ziluhaa `alaikum faman yakfur ba`du minkum fa inneee u`azzibuhoo `azaabal laaa u`azzibuhooo ahadam minal `aalameen (section 15)
789,7,5,116,33,785,Wa iz qaalal laahu yaa `Eesab na Maryama `a-anta qulta linnaasit takhizoonee wa ummiya ilaahaini min doonil laahi qaala Subhaanaka  maa yakkoonu leee an aqoola maa laisa lee bihaqq; in kuntu qultuhoo faqad `alimtah; ta`lamu maa fee nafsee wa laaa a`alamu maa fee nafsik; innaka Anta `Allaamul Ghuyoob
790,7,5,117,34,786,Maa qultu lahum illaa maaa amartanee bihee ani`budul laaha Rabbeee wa Rabbakum; wa kuntu `alaihim shaheedam maa dumtu feehim falammaa tawaffaitanee kunta Antar Raqeeba `alaihim; wa Anta `alaa kulli shai`in Shaheed
791,7,5,118,35,787,In tu`azzibhum fa innahum ibaaduka wa in taghfir lahum fa innaka Antal `Azzezul Hakeem
792,7,5,119,36,788,Qaalal laahu haaza yawmu yanfa`us saadiqeena sidquhum; lahum janaatunn tajree min tahtihal anhaaru khaalideena feehaaa abadaa; radiyal laahu `anhum wa radoo `anh; zaalikal fawzul `azeem
793,7,5,120,37,789,Lillaahi mulkus samaawaati wal ardi wa maa feehinn; wa Huwa `alaa kulli shai`inn Qadeer (section 16)
794,7,6,0,38,0,Bismillaahir Rahmaanir Raheem
795,7,6,1,39,790,Alhamdu lillaahil lazee khalaqas samaawaati wal arda wa ja`alaz zulumaati wannoor; summal lazeena kafaroo bi Rabbihim ya`diloon
796,7,6,2,40,791,Huwal lazee khalaqakum min teenin summa qadaaa ajalanw wa ajalum musamman `indahoo summa antum tamtaroon
797,7,6,3,41,792,Wa Huwal laahu fissamaawaati wa fil ardi ya`lamu sirrakum wa jahrakum wa ya`lamu maa taksiboon
798,7,6,4,42,793,Wa maa ta`teehim min Aayatim min Aayaati Rabbihim illaa kaanoo `anhaa mu`rideen
799,7,6,5,43,794,Faqad kazzaboo bilhaqqi lammaa jaaa`ahum fasawfa ya`teehim ambaaa`u maa kaanoo bihee yastahzi`oon
800,7,6,6,44,795,Alam yaraw kam ahlaknaa min qablihim min qarnim makkannaahum fil ardi maa lam numakkil lakum wa arsalnas samaaa`a `alaihim midraaranw wa ja`alnal anhaara tajree min tahtihim fa ahlak naahum bizunoobihim wa ansha`naa mim ba`dihim qarnan aakhareen
801,7,6,7,45,796,Wa law nazzalnaa `alaika Kitaaban fee qirtaasin falamasoohu bi aideehim laqaalal lazeena kafarooo in haazaaa illaa sihrum mubeen
802,7,6,8,46,797,Wa qaaloo law laaa unzila alaihi malakunw wa law anzalna malakal laqudiyal amru summa laa yunzaroon
803,7,6,9,47,798,Wa law ja`alnaahu malakal laja`alnaahu rajulanw wa lalabasnaa `alaihim maa yalbisoon
804,7,6,10,48,799,Wa laqadis tuhzi`a bi-Rusulim min qablika fahaaqa billazeena sakhiroo minhum maa kaanoo bihee yastahzi`oon (section 1)
805,7,6,11,49,800,Qul seeroo fil ardi summan zuroo kaifa kaana `aaqibatul mukazzibeen
806,7,6,12,50,801,Qul limam maa fis samaawaati wal ardi qul lillaah; kataba `alaa nafsihir rahmah; la yajma `annakum ilaa Yawmil Qiyaamati laa raiba feeh; allazeena khasirooo anfusahum fahum laa yu`minoon
807,7,6,13,51,802,Wa lahoo maa sakana fillaili wannahaar; wa Huwas Samee`ul Aleem
808,7,6,14,52,803,Qul aghairal laahi attakhizu waliyyan faatiris samaawaati wal ardi wa Huwa yut`imu wa laa yut`am; qul inneee umirtu an akoona awwala man aslama wa laa takoonanna minal mushrikeen
809,7,6,15,53,804,Qul inneee akhaafu in `asaitu Rabbee `azaaba Yawmin `Azeem
810,7,6,16,54,805,Mai yusraf `anhu Yawma`izin faqad rahimah; wa zaalikal fawzul mubeen
811,7,6,17,55,806,Wa iny-yamsaskal laahu bidurrin falaaa kaashifa lahoo illaa Huwa wa iny-yamsaska bikhairin fa Huwa `alaa kulli shai`in Qadeer
812,7,6,18,56,807,Wa Huwal qaahiru fawqa `ibaadih; wa Huwal Hakeemul Khabeer
813,7,6,19,57,808,Qul ayyu shai`in akbaru shahaadatan qulil laahu shaheedum bainee wa bainakum; wa oohiya ilaiya haazal Qur`aanu li unzirakum bihee wa mam balagh; a`innakum latashhadoona anna ma`al laahi aalihatan ukhraa; qul laaa ashhad; qul innamaa Huwa Ilaahunw Waahidunw wa innanee baree`um mimmaa tushrikoon
814,7,6,20,58,809,Allazeena aatainaa humul Kitaaba ya`rifoonahoo kamaa ya`rifoona abnaaa`ahum; allazeena khasirooo anfusahum fahum laa yu`minoon (section 2)
815,7,6,21,59,810,Wa man azlamu mim manif tara `alal laahi kaziban aw kazzaba bi Aayaatih; innahoo laa yuflihuz zaalimoon
816,7,6,22,60,811,Wa yawma nahshuruhum jamee`an summa naqoolu lillazeena ashrakooo ayna shurakaaa` ukumul lazeena kuntum taz`umoon
817,7,6,23,61,812,Summa lam takun fitnatuhum illaaa an qaaloo wallaahi Rabbinaa maa kunnaa mushrikeen
818,7,6,24,62,813,"Unzur kaifa kazaboo `alaaa anfusihim, wa dalla `anhum maa kaanoo yaftaroon"
