index,sura,aya,text
857,6,69,और साहेबाने तक़्वा (परहेज़गार) पर इनके हिसाब की कोई ज़िम्मेदारी नहीं है लेकिन ये एक याद दहानी है कि शायद ये लोग भी तक़्वा इख़्तियार कर लें 
858,6,70,"और उन लोगों को छोड़ दो जिन्होंने अपने दीन को खेल तमाशा बना रखा है और उन्हें ज़िन्दगानी दुनिया ने धोखे में मुब्तिला (डाल दिया) कर दिया है और उनको याद दहानी कराते रहो कि मबादा (फिर) कोई शख़्स अपने किये कि बिना पर ऐसे अज़ाब में मुब्तिला हो जाये कि अल्लाह के अलावा कोई सिफ़ारिश करने वाला और मदद करने वाला न हो और सारे मुआवज़े इकठ्ठा भी कर दे तो इसे कु़बूल न किया जाये, यही वह लोग हैं जिन्हें उनके करतूत की बिना पर बलाओं में मुब्तिला किया गया है कि अब उनके लिए गर्म पानी का मशरूब (पीने की चीज़) है और उनके कुफ्ऱ की बिना पर दर्दनाक (कड़ा) अज़ाब है "
859,6,71,पैग़म्बर आप कह दीजिए कि हम ख़ु़दा को छोड़कर उनको पुकारें जो न फ़ायदा पहुंचा सकते हैं और न नुक़सान और इस तरह अल्लाह के हिदायत देने के बाद उलटे पांव पलट जायें जिस तरह कि किसी शख़्स को शैतान ने रूए ज़मीन पर बहका दिया हो और वह हैरान व सरगरदां (इधर-उधर) मारा-मारा फिर रहा हो और उसके कुछ असहाब उसे हिदायत की तरफ़ पुकार रहे होंगे कि इधर आ जाओ। आप कह दीजिए कि हिदायत सिर्फ़ अल्लाह की हिदायत है और हमें हुक्म दिया गया है कि हम रब्बुल आलमीन की बारगाह में सरापा (सर से पैर तक) तस्लीम रहें 
860,6,72,और देखो नमाज़ क़ायम करो और अल्लाह से डरो कि वही वह है जिसकी बारगाह में हाज़िर किये जाओगे 
861,6,73,वही वह है जिसने आसमान व ज़मीन को हक़ के साथ पैदा किया है और वह जब भी कहता है कि हो जा तो वह चीज़ हो जाती है उसका क़ौल बर हक़ है और जिस दिन सूर फूंका जायेगा उस दिन सारा इख़्तियार उसी के हाथ में होगा वह ग़ायब और हाज़िर सबका जानने वाला साहेबे हिकमत और हर शय से बाख़बर (ख़बरदार) है 
862,6,74,और उस वक़्त को याद करो जब इब्राहीम ने अपने मुरबी (पालने वाले) बाप आज़र से कहा कि क्या तू इन बुतों को ख़ु़दा बनाए हुए है। मैं तो तुझे और तेरी क़ौम को खुली हुई गुमराही (ग़लत राह) में देख रहा हूँ 
863,6,75,और इसी तरह हम इब्राहीम को आसमान व ज़मीन के इख़्तियारात दिखलाते हैं और इसलिए कि वह यक़ीन करने वालों में शामिल हो जाये 
864,6,76,पस जब इन पर रात की तारीकी (अंधेरा) छाई और इन्हांेने सितारे को देखा तो कहा कि क्या ये मेरा रब है। फिर जब वह ग़्ाु़रूब (डूबना) हो गया तो इन्होंने कहा कि मैं डूब जाने वालों को दोस्त नहीं रखता
865,6,77,फिर चाँद को चमकता देखा तो कहा कि फ़िर ये रब होगा। फिर जब वह भी डूब गया तो कहा कि अगर परवरदिगार ही हिदायत न देगा तो मैं गुमराहों (भटके हुओं) में हो जाऊँगा 
866,6,78,फिर जब चमकते हुए सूरज को देखा तो कहा कि फिर ये ख़ु़दा होगा ये ज़्यादा बड़ा है लेकिन जब वह भी ग़्ाु़रूब (डूबना) हो गया तो कहा कि ऐ क़ौम मैं तुम्हारे शिर्क से बरी (अलग) और बेज़ार हूँ 
867,6,79,मेरा रूख़ तमामतर उस ख़ु़दा की तरफ़ है जिसने आसमानों और ज़मीन को पैदा किया है और मैं बातिल से कनाराकश (अलग) हूँ और मुशरिकों में से नहीं हूँ 
868,6,80,और जब इनकी क़ौम ने इनसे कट-हुज्जती की तो कहा कि क्या मुझ से ख़ु़दा के बारे में बहस कर रहे हो जिसने मुझे हिदायत दे दी है और मैं तुम्हारे शरीक कर्दा ख़ु़दाओं से बिल्कुल नहीं डरता हूँ। मगर ये कि ख़ुद मेरा ख़ु़दा कोई बात चाहे कि उसका इल्म हर शै (चीज़) से वसीतर (ज़्यादा) है क्या ये बात तुम्हारी समझ में नहीं आती है 
869,6,81,और मैं किस तरह तुम्हारे ख़ु़दाओं से डर सकता हूँ जबकि तुम इस बात से नहीं डरते हो कि तुमने इनको ख़ु़दा का शरीक बना दिया है जिसके बारे में ख़ु़दा की तरफ़ से कोई दलील नहीं नाज़िल हुई है तो अब दोनों फ़रीक़ों (तरफ़ के लोगों) में कौन ज़्यादा अमन व सुकून का हक़दार है अगर तुम जानने वाले हो तो बताओ 
870,6,82,जो लोग ईमान ले आये और उन्होंने अपने ईमान को ज़्ाुल्म से आलूदा (मिलाया) नहीं किया उन्हीं के लिए अमन व सुकून है और वही हिदायत याफ़्ता (पाये हुए) है
871,6,83,ये हमारी दलील है जिसे हमने इब्राहीम को उनकी क़ौम के मुक़ाबले में अता किया और हम जिसको चाहते हैं उसके दरजात (मरतबे) को बुलन्द कर देते हैं। बेशक तुम्हारा परवरदिगार साहेबे हिकमत भी है और बाख़बर भी है 
872,6,84,"और हमने इब्राहीम को इस्हाक़ व याकू़ब दिये ओर सबको हिदायत भी दी और इसके पहले नूह को हिदायत दी और फिर इब्राहीम की औलाद में दाऊद, सुलेमान, अय्यूब, यूसुफ़, मूसा और हारून क़रार दिये और हम इसी तरह नेक अमल करने वालों को जज़ा (बदला) देते हैं "
873,6,85,"और ज़करिया, यहिया, ईसा और इलियास को भी रखा जो सब के सब नेक किरदारों में थे "
874,6,86,"और इस्माईल, अलयस्आ (इलियास) यूनुस और लूत भी बनाये और सबको आलमीन (दोनो जहान) से अफ़ज़ल व बेहतर बनाया "
875,6,87,"और फिर उनके बाप दादा, औलाद और बरादरी में से ख़ुद उन्हें भी मुन्तख़ब (चुना) किया और सबको सीधे रास्ते की हिदायत कर दी"
876,6,88,यही ख़ु़दा की हिदायत है जिसे जिस बन्दे को चाहता है अता (दे देता) कर देता है और अगर ये लोग शिर्क इख़्तियार कर लेते तो उनके भी सारे आमाल (नेकियां) बर्बाद हो जाते 
877,6,89,"यही वह अफ़राद हैं जिन्हें हमने किताब, हुकूमत और नबूवत अता की (दी) है। अब अगर ये लोग इन बातों का भी इन्कार करते हैं तो हमने इन बातों का ज़िम्मेदार एक ऐसी क़ौम को बनाया है जो इन्कार करने वाली नहीं है "
878,6,90,"यही वह लोग हैं जिन्हें अल्लाह ने हिदायत दी है लेहाज़ा आप भी इसी हिदायत के रास्ते पर चलें और कह दीजिए कि हम तुम से इस कारे तब्लीग़ (नेक अमल का बदला) व हिदायत का कोई अज्र नहीं चाहते हैं, ये कु़रआन तो आलमीन की याद दहानी का ज़रिया है "
879,6,91,और इन लोगों ने वाक़ई ख़ु़दा की क़द्र नहीं की जबकि ये कह दिया कि अल्लाह ने किसी बशर (आदमी) पर कुछ नहीं नाज़िल किया है तो उनसे पूछिये कि ये किताब जो मूसा लेकर आये थे जो नूर और लोगों के लिए हिदायत थी और जिसे तुमने चन्द काग़ज़ात बना दिया है और कुछ गया हिस्सा ज़ाहिर किया और कुछ छिपा दिया हालांकि इसके ज़रिये तुम्हें वह सब बता दिया गया था जो तुम्हारे बाप दादा को भी नहीं मालूम था ये सब किसने नाज़िल किया है अब आप कह दीजिए कि वह वही अल्लाह है और फिर उन्हें छोड़ दीजिए ये अपनी बकवास करते फिरें 
880,6,92,और ये किताब जो हमने नाज़िल की है ये बा बरकत है और अपने पहले वाली किताबों की तसदीक करने वाली है और ये इसलिए है कि आप मक्का और इसके अतराफ़  वालों को डरायें और जो लोग आख़िरत पर ईमान रखते हैं वह इस पर ईमान रखते हैं और अपनी नमाज़ की पाबन्दी करते हैं 
881,6,93,"और इससे बड़ा ज़ालिम कौन होगा जो ख़ु़दा पर झूठा इल्ज़ाम लगाये या उसके नाज़िल किये बगै़र ये कह दे कि मुझ पर वही नाज़िल हुई है और जो ये कह दे कि मैं भी ख़ु़दा की तरह बातें नाज़िल कर सकता हूँ, और अगर आप देखते कि ज़ालिम मौत की सख़्तियों में है और मलायका अपने हाथ बढ़ाये हुए आवाज़ दे रहे हैं कि अब अपनी जान निकाल दो कि आज तुम्हें तुम्हारे झूठे बयानात और इल्ज़ामात पर रूसवाई (ज़िल्लत) का अज़ाब दिया जायेगा कि तुम आयाते  ख़ु़दा (ख़ुदा की निशानियों) से इन्कार और इस्तेकबार (तकब्बुर) कर रहे थे"
882,6,94,और बिल आख़िर तुम इसी तरह हमारे पास तन्हा (अकेले) आये जिस तरह हमने तुमको पैदा किया था और जो कुछ तुम्हें दिया था सब अपने पीछे छोड़ आये और हम तुम्हारे साथ तुम्हारे उन सिफ़ारिश करने वालों को भी नहीं देखते जिन्हें तुमने अपने लिए खु़़दा का शरीक बनाया था। तुम्हारे इनके ताल्लुक़ात क़ता (ख़त्म) हो गये और तुम्हारा ख़्याल तुमसे ग़ायब हो गया 
883,6,95,ख़ु़दा ही वह है जो गुठली और दाने का शिगाफ़्ता (फाड़ने) करने वाला है। वह मुर्दा से ज़िन्दा और ज़िन्दा से मुर्दा को निकालता है। यही तुम्हारा ख़ु़दा है तो तुम किधर बहके जा रहे हो 
884,6,96,वह नूरे सहर (सुबह) का शिगाफ़्ता (निकालने) करने वाला है और उसने रात को वजहे सुकून और शम्स (सूरज) व क़मर (चाॅद) को ज़रिये हिसाब बनाया है। ये उस साहेबे इज़्ज़त व हिकमत की मुक़र्रर कर्दा तक़दीर है 
885,6,97,वही वह है जिसने तुम्हारे लिए सितारे मुक़र्रर किये हैं कि उनके ज़रिये खु़श्की (ज़मीन) और तरी (समन्दर) की तारीकियों (अंधेरों) में रास्ता मालूम कर सको। हमने तमाम निशानियों को इस क़ौम के लिए तफ़्सील (पूरी तौर) के साथ बयान किया है जो जानने वाली है 
886,6,98,वही वह है जिसने तुम सबको एक नफ़्स (जान) से पैदा किया है फिर सबके लिए क़रारगाह (बाप की पुशत) और मंज़िले वदीयत (माँ का शिकम) मुक़र्रर की है। हमने साहेबाने  फ़हम (समझने वालांे) के लिए तमाम निशानियों को शुरू से आख़िर तक तफ़्सील के साथ बयान कर दिया है 
887,6,99,वही ख़ु़दा वह है जिसने आसमान से पानी नाज़िल किया (बरसाया) है फिर हमने हर शय के कूए (अखवे) निकाले फिर हरी भरी शाखें़ निकालीं जिससे हम गुथे (बाहम मिले) हुए दाने निकालते हैं और खजूर के शगूफ़े (ख़ोशे) से लटकते हुए गुच्छे पैदा किये और अंगूर व जै़तून और अनार के बाग़ात पैदा किये जो शक्ल में मिलते-जुलते और मज़े में बिल्कुल अलग-अलग हैं। ज़रा इसके फ़ल और इसके पकने की तरफ़ ग़ौर से देखो कि इसमें साहेबाने ईमान के लिए कितनी निशानियां पायी जाती हैं 
888,6,100,और उन लोगों ने जिन्नात को ख़ु़दा का शरीक बना दिया है हालांकि ख़ु़दा ने उन्हें पैदा किया है फिर इसके लिए बग़ैर जाने बूझे बेटे और बेटियां भी तैयार कर दी हैं। जबकि वह बेनियाज़ (उसके कोई अवलाद नही है) और उनके बयान कर्दा औसाफ़ (सिफ़तों) से कहीं ज़्यादा बुलन्द-बाला है 
889,6,101,वह ज़मीन व आसमान का ईजाद (बनाने) करने वाला है। इसके औलाद किस तरह हो सकती है उसकी तो कोई बीवी भी नहीं है और वह हर शय का ख़ालिक़ है और हर चीज़ का जानने वाला है 
890,6,102,वही अल्लाह तुम्हारा परवरदिगार है जिसके अलावा कोई ख़ु़दा नहीं। वह हर शै का ख़ालिक़ है उसी की इबादत करो। वही हर शै का निगेहबान है 
891,6,103,निगाहें उसे पा नहीं सकतीं और वह निगाहों का बराबर इदराक (और वह लोगो की नज़रों को ख़ूब देखता) रखता है कि वह लतीफ़ भी है और ख़बीर (ख़बरदार) भी है 
892,6,104,"तुम्हारे पास तुम्हारे परवरदिगार की तरफ़ से दलायल (खुली दलीलें) आ चुके हैं अब जो बसीरत से काम लेगा वह अपने लिए, और जो (अंधा) बन जायेगा वह भी अपना ही नुक़सान करेगा और मैं तुम लोगों का निगेहबान नहीं हूँ "
893,6,105,और इसी तरह हम पलट-पलट कर आयतें पेश करते हैं ताकि वह ये कहें कि आपने कु़रआन पढ़ लिया है और हम जानने वालों के लिए कु़रआन को वाज़ेह कर दें 
894,6,106,आप अपनी तरफ़ आने वाली वही (ख़बर) इलाही का इत्तेबा करें कि उसके अलावा कोई ख़ु़दा नहीं है और मुशरेकीन से किनाराकशी कर लें 
895,6,107,और अगर ख़ु़दा चाहता तो ये शिर्क ही न कर सकते और हमने आपको इनका निगेहबान नहीं बनाया है और न आप इनके ज़िम्मेदार हैं 
896,6,108,और ख़बरदार तुम लोग उन्हें बुरा भला न कहो जिनको ये लोग ख़ु़दा को छोड़कर पुकारते हैं कि इस तरह ये दुश्मनी में बग़ैर समझे बूझे ख़ु़दा को बुरा भला कहेंगे हमने इसी तरह हर क़ौम के लिए उसके अमल को आरास्ता (सँवारना) कर दिया है इसके बाद सबकी बाज़गश्त (आना-जाना) परवरदिगार ही की बारगाह में है और वही सबको उनके आमाल के बारे में बा ख़बर करेगा 
897,6,109,और इन लोगों ने अल्लाह की सख़्त क़समें खायीं कि उनकी मर्ज़ी की निशानी आयी तो ज़रूर ईमान ले आयेंगे तो आप कह दीजिए कि निशानियां तो सब ख़ु़दा ही के पास है और तुम लोग क्या जानो कि वह आ भी जायेगी तो ये लोग ईमान न लायेंगे 
898,6,110,और हम उनके क़ल्ब (दिल) व नज़र (निगाह) को इस तरह पलट देंगे जिस तरह ये पहले ईमान नहीं लाये थे और उनको गुमराही में ठोकर खाने के लिए छोड़ देंगे 
899,6,111,और अगर हम इनकी तरफ़ मलायका (फ़रिशते) नाज़िल भी कर दें और इनसे मुर्दे कलाम (बात) भी कर लें और इनके सामने तमाम चीज़ों को जमा भी कर दें तो भी ये ईमान न लायेंगे मगर ये कि ख़ु़दा ही चाह ले लेकिन इनकी अकसरियत जेहालत (नादानी) ही से काम लेती है 
900,6,112,और इसी तरह हमने हर नबी के लिए जिन्नात व इन्सान के शयातीन को इनका दुश्मन क़रार दे दिया है ये आपस में एक दूसरे की तरफ़ धोका देने के लिए मोहमल (लग़ो) बातों के इशारे करते हैं और अगर ख़ु़दा चाह लेता तो ये ऐसा न कर सकते लेहाज़ा अब आप इनको और इनकी इफ़तेरा परदाज़ियों (झूठे इल्ज़ाम) के हाल पर छोड़ दें 
901,6,113,और ये इसलिए करते हैं कि जिन लोगों का ईमान आख़िरत पर नहीं है इनके दिल इनकी तरफ़ हो जायें और वह इसे पसन्द कर लें फिर ख़ुद भी इन्हीं की तरह इफ़तेरा परदाज़ी (झूठे इल्ज़ाम) करने लगें 
902,6,114,क्या मैं ख़ु़दा के अलावा कोई हकम (फ़ैसला करने वाला) तलाश करूँ जबकि वही वह है जिसने तुम्हारी तरफ़ मुफ़स्सल किताब नाज़िल की है और जिन लोगों को हमने किताब दी है उन्हें मालूम है कि ये कु़़रआन इनके परवरदिगार की तरफ़ से हक़ के साथ नाज़िल हुआ है लेहाज़ा हर्गिज़ आप शक करने वालों में शामिल न हों 
903,6,115,और आपके रब का कलमा (बात) कु़रआन सदाक़त और अदालत के एतबार से बिल्कुल मुकम्मल (पूरा) है इसका कोई तब्दील करने वाला नहीं है और वह सुनने वाला भी है और जानने वाला भी है
904,6,116,और अगर आप रूए ज़मीन की अकसरियत का इत्तेबा (कही बात को मानना) कर लेंगे तो ये राहे ख़ु़दा से बहका देंगे। ये सिर्फ़ गुमान का इत्तेबा करते हैं और सिर्फ़ अंदाज़ों से काम लेते हैं 
905,6,117,आपके परवरदिगार को ख़ूब मालूम है कि कौन इसके रास्ते से बहकने वाला है और कौन हिदायत हासिल करने वाला है 
906,6,118,लेहाज़ा तुम लोग सिर्फ़ उस जानवर का गोश्त खाओ जिस पर ख़ु़दा का नाम लिया गया हो अगर तुम्हारा ईमान उसकी आयतों पर है 
907,6,119,और तुम्हें क्या हो गया है कि तुम वह ज़बीहा नहीं खाते हो जिस पर नामे ख़ु़दा लिया गया है जबकि उसने जिन चीज़ों को हराम किया है उन्हें तफ़्सील से बयान कर दिया है मगर ये कि तुम मजबूर हो जाओ तो और बात है और बहुत से लोग तो अपनी ख़्वाहिशात (शैतानी हवस) की बिना पर लोगों को बग़ैर जाने बूझे गुमराह (ग़लत राह) करते हैं और तुम्हारा परवरदिगार उन ज़्यादती करने वालों को ख़ूब जानता है 
908,6,120,और तुम लोग ज़ाहिरी और बातिनी (छुपी हुई) तमाम गुनाहों को छोड़ दो यक़ीनन वह लोग जो गुनाह करते हैं अनक़रीब (बहुत जल्द) उन्हें उनके आमाल का बदला दिया जायेगा 
909,6,121,और देखो जिस पर नामे ख़ु़दा न लिया गया हो उसे न खाना कि ये फ़िस्क (नाफ़रमानी) है और शयातीन तो अपने वालों की तरफ़ खुफ़ीया (छुपे हुए) इशारे करते ही रहते हैं ताकि ये लोग तुमसे झगड़ा करें और अगर तुम लोगों ने इनकी इताअत (फ़रमाबरदारी) कर ली तो तुम्हारा शुमार भी मुशरेकीन में हो जायेगा 
910,6,122,क्या जो शख़्स मुर्दा था फिर हमने उसे ज़िन्दा किया और उसके लिए एक नूर क़रार दिया जिसके सहारे वह लोगों के दरम्यान चलता है इसकी मिसाल उसकी जैसी हो सकती है जो तारीकियों (अंधेरों) में हो और जिनसे निकल भी न सकता हो। इसी तरह कुफ़्फ़ार के लिए उनके आमाल को जो वह करते थे ज़ीनत दे दी गयी 
911,6,123,और इसी तरह हमने हर क़रीये (गाॅंव) में बड़े-बड़े मुजरेमीन (जुर्म करने वालों) को मौक़ा दिया है कि वह मक्कारी करें और उनकी मक्कारी का असर ख़ुद उनके अलावा और किसी पर नहीं होता है लेकिन उन्हें इसका भी शऊर (समझते) नहीं है
912,6,124,और जब इनके पास कोई निशानी आती है तो कहते हैं कि हम उस वक़्त तक ईमान न लायेंगे जब तक हमें भी वैसी ही वही (आसमानी ख़बर) न दी जाये जैसी रसूलों को दी गई है जबकि अल्लाह बेहतर जानता है कि अपनी रिसालत को कहां रखेगा ओर अनक़रीब मुजरेमीन (जुर्म करने वालों) को उनके जुर्म की पादाश (सज़ा) में ख़ु़दा के यहां ज़िल्लत और शदीद तरीन अज़ाब का सामना करना होगा 
913,6,125,"पस ख़ु़दा जिसे हिदायत देना चाहता है उसके सीने को इस्लाम के लिए कुशादा कर देता है और जिसको गुमराही में छोड़ना चाहता है उसके सीने को ऐसा तंग और दुश्वार गुज़ार बना देता है जैसे आसमान की तरफ़ बुलन्द हो रहा हो, वह इसी तरह बेईमानों पर उनकी कसाफ़त (गन्दगी) को मुसल्लत (उन पर डाल देता है) कर देता है "
914,6,126,और यही तुम्हारे परवरदिगार का सीधा रास्ता है। हमने नसीहत हासिल करने वालों के लिए आयात (निशानी) को मुफ़स्सिल तौर से बयान कर दिया है
915,6,127,इन लोगों के लिए परवरदिगार के नज़दीक दारूस्सलाम (सलामती का घर) है और वह इनके आमाल की बिना पर इनका सरपरस्त है 
916,6,128,और जिस दिन वह सबको महशूर (इकटठा) करेगा तो कहेगा कि ऐ गिरोहे जिन्नात तुमने तो अपने को इन्सानों से ज़्यादा बना लिया था और इन्सानों में इनके दोस्त कहेंगे कि परवरदिगार हम में सबने एक दूसरे से फ़ायदा उठाया है और अब हम इस मुद्दत को पहंुच गये हैं जो तूने हमारी मोहलत (छूट) के वास्ते मुअय्यन की थी। इरशाद होगा तो अब तुम्हारा ठिकाना जहन्नम है जहां हमेशा-हमेशा रहना है मगर ये कि ख़ु़दा ही आज़ादी चाह ले। बेशक तुम्हारा परवरदिगार साहेबे हिकमत भी है और जानने वाला भी है 
917,6,129,और इसी तरह हम बाज़़ ज़ालिमों को उनके आमाल की बिना पर बाज़ पर मुसल्लत (क़ब्ज़ा) कर देते हैं 
918,6,130,ऐ गिरोह जिन व इन्स क्या तुम्हारे पास तुम में से रसूल नहीं आये जो हमारी आयतों (निशानियों) को बयान करते और तुम्हें आज के दिन की मुलाक़ात से डराते। वह कहंेगे कि हम ख़ुद अपने ख़िलाफ़ गवाह हैं और इनको ज़िन्दगानी दुनिया ने धोके में डाल रखा था और उन्होंने ख़ुद अपने ख़िलाफ़ गवाही दी कि वह काफ़िर थे 
919,6,131,) ये इसलिए कि तुम्हारा परवरदिगार किसी भी क़रिये (शहर या बस्ती) को ज़्ाुल्म व ज़्यादती से इस तरह तबाह व बर्बाद नहीं करना चाहता कि उसके रहने वाले बिल्कुल ग़ाफ़िल (बे-परवाह) और बे ख़बर हों 
920,6,132,और हर एक के लिए उसके आमाल के मुताबिक़ दरजात हैं और तुम्हारा परवरदिगार उनके आमाल से ग़ाफ़िल (बेख़बर) नहीं है 
921,6,133,और आपका परवरदिगार बेनियाज़ और साहेबे रहमत है। वह चाहे तो तुम सबको दुनिया से उठा ले और तुम्हारी जगह पर जिस क़ौम को चाहे ले आये जिस तरह तुमको दूसरी क़ौम की औलाद में रखा है 
922,6,134,यक़ीनन जो तुम से वादा किया गया है वह सामने आने वाला है और तुम ख़ु़दा को आजिज़ (परेशान) बनाने वाले नहीं हो 
923,6,135,पैग़म्बर आप कह दीजिए कि तुम भी अपनी जगह पर अमल करो और मैं भी कर रहा हूँ। अनक़रीब तुमको मालूम हो जायेगा कि अंजामकार (आख़िरत का घर) किस के हक़ में बेहतर है। बेशक ज़ालिम कामयाब होने वाले नहीं हैं 
924,6,136,और उन लोगों ने ख़ु़दा की पैदा की हुई खेती में और जानवरों में उसका हिस्सा भी लगाया है और ये एलान किया है कि ये इनके ख़्याल के मुताबिक़ ख़ु़दा के लिए है और ये हमारे शरीकों (यानि जिन को हमने ख़ुदा का शरीक बनाया- बुत) के लिए है। इसके बाद जो शोरका (यानि जिनको हमने ख़ुदा का शरीक बनाया-बुत) का हिस्सा है वह ख़ु़दा तक नहीं जा सकता है और जो ख़ु़दा का हिस्सा है वह इनके शरीकों तक पहुंच सकता है। किस क़द्र बदतरीन फ़ैसला है जो ये लोग कर रहे हैं 
925,6,137,और इसी तरह इन शरीकों ने बहुत से मुशरेकीन (शिर्क करने वालों) के लिए औलाद के क़त्ल को भी आरास्ता (सजा दिया है) कर दिया है ताकि इनको तबाह व बर्बाद कर दें और इन पर दीन को मुशतबा (शक व शुबहा) कर दें हालांकि ख़ु़दा इसके ख़िलाफ़ चाह लेता तो ये नहीं कर सकते थे लेहाज़ा आप इनको इनकी इफ़तेरा (झूठे इल्ज़ामात) परदाज़ियों पर छोड़ दें और परेशान न हों 
926,6,138,और ये लोग कहते हैं कि ये जानवर और खेती अछूती (मना) है इसे इनके ख़्यालात के मुताबिक़ वही खा सकते हैं जिनके बारे में वह चाहेंगे और कुछ चैपाये (जानवर) हैं जिनकी पीठ हराम है और कुछ चैपाये (जानवर) हैं जिनको ज़बह करते वक़्त नामे ख़ु़दा भी नहीं लिया गया और सबकी निस्बत ख़ु़दा की तरफ़ दे रखी है अनक़रीब इन तमाम बोहतानों (इल्ज़ामों) का बदला उन्हें दिया जायेगा 
927,6,139,"और कहते हैं कि इन चैपाओं (जानवरों) के पेट में जो बच्चे हैं वह सिर्फ़ हमारे मर्दों (आदमियों) के लिए हैं और औरतों पर हराम हैं। हाँ अगर मुरदार (मुर्दा) हों तो सब शरीक होंगे, अनक़रीब ख़ु़दा इन बयानात का बदला देगा कि वह साहेबे हिकमत भी है और सबका जानने वाला भी है "
928,6,140,यक़ीनन वह लोग ख़सारा (घाटा उठाने) में है जिन्होंने हिमाक़त (बेवक़ूफ़ी) में बगै़र जाने बूझे अपनी औलाद को क़त्ल कर दिया और जो रिज़्क़ ख़ु़दा ने उन्हें दिया है उसे इसी पर बोहतान (इल्ज़ाम) लगाकर अपने ऊपर हराम कर लिया। ये सब बहक गये हैं और हिदायत याफ़्ता नहीं हैं 
929,6,141,वह ख़ु़दा वह है जिसने तख़्तों पर चढ़ाये हुए भी और उसके ख़िलाफ़ भी हर तरह के बाग़ात पैदा किये हैं और खजूर और ज़राअत (खेतियाँ) पैदा की है जिसके मज़े मुख़्तलिफ़ (अलग-अलग) हैं और जै़तून और अनार भी पैदा किये हैं जिनमें बाॅज़ आपस में एक दूसरे से मिलते जुलते हैं और बाॅज़ मुख़्तलिफ़ (अलग-अलग) हैं। तुम सब इनके फ़लों को जब वह तैयार हो जायें तो खाओ और जब काटने का दिन आये तो इनका हक़ अदा कर दो और ख़बरदार इसराफ़ (बेजा ख़र्च) न करना कि ख़ु़दा इसराफ़ (बेजाख़र्च) करने वालों को दोस्त नहीं रखता है
930,6,142,और चैपाओं (जानवरों) में बाज़ बोझ उठाने वाले और बाज़ ज़मीन से लग कर चलने वाले हैं। तुम सब ख़ु़दा के दिये हुए रिज़्क़ को खाओ और शैतानी क़दमों की पैरवी न करो कि शैतान तुम्हारा खुला हुआ दुश्मन है 
931,6,143,आठ क़िस्म के जोड़े हैं। भेड़ के दो और बकरी के दो। इनसे कहिये ख़ु़दा ने दोनों के नर हराम किये हैं या मादा या वह बच्चे जो उनके मादा के पेट मंे पाये जाते हैं। ज़रा तुम लोग इस बारे में हमें भी ख़बर दो अगर अपने दावे में सच्चे हो
932,6,144,और ऊँट में से दो और गाय में से दो। इनसे कहिये कि ख़ु़दा ने नरों (मुज़क्कर) को हराम क़रार दिया है या मादा (मोवन्नस) को या इनको जो मादा (मोवन्नस) के शिकम में हैं। क्या तुम लोग उस वक़्त हाज़िर थे जब ख़ु़दा इनको हराम करने की वसीयत कर रहा था। फिर उससे बड़ा ज़ालिम (अत्याचारी) कौन है जो ख़ु़दा पर झूठा इल्ज़ाम लगाये ताकि लोगांे को बग़ैर जाने बूझे गुमराह (ग़लत रास्ता) करे। यक़ीनन अल्लाह ज़ालिम (अत्याचारी) क़ौम को हिदायत नहीं देता है 
933,6,145,आप कह दीजिए कि मैं अपनी तरफ़ आने वाली वही (आसमानी ख़बर) में किसी भी खाने वाले के लिए कोई हराम नहीं पाता मगर ये कि मुरदार (मुर्दा) हो या बहाया हुआ ख़ून या सूअर का गोश्त हो कि ये सब रिजिस (नापाक) और गन्दगी है या वह नाफ़रमानी हो जिसे गै़रे ख़ु़दा के नाम पर ज़िबाह किया गया हो। इसके बाद भी कोई मजबूर हो जाये और न सरकश हो न हद से तजाविज़ (हद से बढ़ा हुआ नही) करने वाला तो परवरदिगार बड़ा बख़्शने वाला मेहरबान है 
