ID,Type,TypeNo,ParaNo,ParaFormat,AR,UR,ARSIMPLE,satatus
1375,1,183,3.0,2,وَاحِدٌ لَّا بِعَدَدٍ، وَ دَآئِمٌ لَّا بِاَمَدٍ، وَ قَآئِمٌ لَا بِعَمَدٍ، تَتَلَقَّاهُ الْاَذْهَانُ لَا بِمُشَاعَرَةٍ، وَ تَشْهَدُ لَهُ الْمَرَآئِیْ لَا بِمُحَاضَرَةٍ، لَمْ تُحِطْ بِهِ الْاَوْهَامُ، بَلْ تَجَلّٰی لَهَا بِهَا، وَ بِهَا امْتَنَعَ مِنْهَا، وَ اِلَیْهَا حَاكَمَهَا، لَیْسَ بِذِیْ كِبَرٍ امْتَدَّتْ بِهِ النِّهَایَاتُ فَكَبَّرَتْهُ تَجْسِیْمًا، وَ لَا بِذِیْ عِظَمٍ تَنَاهَتْ بِهِ الْغَایَاتُ فَعَظَّمَتْهُ تَجْسِیْدًا، بَلْ كَبُرَ شَاْنًا وَّ عَظُمَ سُلْطَانًا.,وہ گنتی اور شمار میں آئے بغیر ایک (یگانہ) ہے۔ وہ کسی (متعینہ) مدت کے بغیر ہمیشہ سے ہے اور ہمیشہ رہے گا اور ستونوں (اعضاء) کے سہارے کے بغیر قائم و برقرار ہے۔ حواس و مشاعر کے بغیر ذہن اسے قبول کرتے ہیں اور اس تک پہنچے بغیر نظر آنے والی چیزیں اس کی ہستی کی گواہی دیتی ہیں۔ عقلیں اس کی حقیقت کا احاطہ نہیں کر سکتیں، بلکہ وہ عقلوں کے وسیلہ سے عقلوں کیلئے آشکارا ہوا ہے اور عقلوں ہی کے ذریعہ سے عقل و فہم میں آنے سے انکاری ہے اور ان کے معاملہ میں خود انہی کو حکم ٹھہرایا ہے۔ وہ اس معنی سے بڑا نہیں کہ اس کے حدود و اطراف پھیلے ہوئے ہیں کہ جو اُسے مجسّم صورت میں بڑا کر کے دکھاتے ہیں اور نہ اس اعتبار سے عظیم ہے کہ وہ جسامت میں انتہائی حدوں تک پھیلا ہوا ہے، بلکہ وہ شان و منزلت کے اعتبار سے بڑا ہے اور دبدبه و اقتدار کے لحاظ سے عظیم ہے۔,واحد لا بعدد، و دائم لا بامد، و قائم لا بعمد، تتلقاه الاذهان لا بمشاعرة، و تشهد له المرائی لا بمحاضرة، لم تحط به الاوهام، بل تجلی لها بها، و بها امتنع منها، و الیها حاكمها، لیس بذی كبر امتدت به النهایات فكبرته تجسیما، و لا بذی عظم تناهت به الغایات فعظمته تجسیدا، بل كبر شانا و عظم سلطانا.,
1376,1,183,4.0,2,وَ اَشْهَدُ اَنَّ مُحَمَّدًا عَبْدُهُ وَ رَسُوْلُہُ الصَّفِیُّ، وَ اَمِیْنُهُ الرَّضِیُّ -ﷺ اَرْسَلَهٗ بِوُجُوْبِ الْحُجَجِ، وَ ظُهُوْرِ الْفَلَجِ، وَ اِیْضَاحِ الْمَنْهَجِ، فَبَلَّغَ الرِّسَالَةَ صَادِعًۢا بِهَا، وَ حَمَلَ عَلَی الْمَحَجَّةِ دَالًّا عَلَیْهَا، وَ اَقَامَ اَعْلَامَ الْاِهْتِدَآءِ وَ مَنَارَ الضِّیَآءِ، وَ جَعَلَ اَمْرَاسَ الْاِسْلَامِ مَتِیْنَةً، وَ عُرَا الْاِیْمَانِ وَثِیْقَةً.,اور میں گواہی دیتا ہوں کہ محمد ﷺ اس کے عبد اور برگزیدہ رسول اور پسندیدہ امین ہیں۔ خدا ان پر اور ان کے اہل بیتؑ پر رحمت فراواں نازل کرے۔ اللہ نے انہیں ناقابل انکار دلیلوں، واضح کامرانیوں اور راہ (شریعت) کی رہنمائیوں کے ساتھ بھیجا۔ چنانچہ آپؐ نے (حق کو باطل سے) چھانٹ کر اس کا پیغام پہنچایا، راہ حق دکھا کر اس پر لوگوں کو لگایا، ہدایت کے نشان اور روشنی کے مینار قائم کئے، اسلام کی رسیوں اور ایمان کے بندھنوں کو مستحکم کیا۔,و اشهد ان محمدا عبده و رسولہ الصفی، و امینه الرضی -ﷺ ارسله بوجوب الحجج، و ظهور الفلج، و ایضاح المنهج، فبلغ الرسالة صادعا بها، و حمل علی المحجة دالا علیها، و اقام اعلام الاهتداء و منار الضیاء، و جعل امراس الاسلام متینة، و عرا الایمان وثیقة.,
1377,1,183,5.0,3,[مِنْهَا:],[اس خطبہ کا ایک جز یہ ہے],[منها:],
1378,1,183,6.0,2,فِیْ صِفَةِ عَجِیْبِ خَلْقِ اَصْنَافٍ مِّنَ الْحَیَوَانِ,جس میں مختلف قسم کے جانوروں کی عجیب و غریب آفرینش کا ذکر فرمایا ہے,فی صفة عجیب خلق اصناف من الحیوان,
1379,1,183,7.0,2,وَ لَوْ فَكَّرُوْا فِیْ عَظِیْمِ الْقُدْرَةِ، وَ جَسِیْمِ النِّعْمَةِ، لَرَجَعُوْۤا اِلَی الطَّرِیْقِ، وَ خَافُوْا عَذَابَ الْحَرِیْقِ، وَ لٰكِنَّ الْقُلُوْبَ عَلِیْلَةٌ، وَ الْبَصَآئِرَ مَدْخُوْلَةٌ! اَلَا یَنْظُرُوْنَ اِلٰی صَغِیْرِ مَا خَلَقَ، كَیْفَ اَحْكَمَ خَلْقَهٗ، وَ اَتْقَنَ تَرْكِیْبَهٗ، وَ فَلَقَ لَهُ السَّمْعَ وَ الْبَصَرَ، وَ سَوّٰی لَهُ الْعَظْمَ وَ الْبَشَرَ!.,اگر لوگ اس کی عظیم الشان قدرتوں اور بلند پايہ نعمتوں میں غور و فکر کریں تو سیدھی راہ کی طرف پلٹ آئیں اور دوزخ کے عذاب سے خوف کھانے لگیں، لیکن دل بیمار اور بصیرتیں کھوٹی ہیں۔ کیا وہ لوگ ان چھوٹے چھوٹے جانوروں کو کہ جنہیں اس نے پیدا کیا ہے، نہیں دیکھتے کہ کیونکر ان کی آفرینش کو استحکام بخشا ہے اور ان کے جوڑ بند کو باہم استواری کے ساتھ ملایا ہے اور ان کیلئے کان اور آنکھ (کے سوراخ) کھولے ہیں اور ہڈی اور کھال کو (پوری مناسبت سے) درست کیا ہے۔,و لو فكروا فی عظیم القدرة، و جسیم النعمة، لرجعوا الی الطریق، و خافوا عذاب الحریق، و لكن القلوب علیلة، و البصائر مدخولة! الا ینظرون الی صغیر ما خلق، كیف احكم خلقه، و اتقن تركیبه، و فلق له السمع و البصر، و سوی له العظم و البشر!.,
1380,1,183,8.0,2,اُنْظُرُوْۤا اِلَی النَّمْلَةِ فِیْ صِغَرِ جُثَّتِهَا، وَ لَطَافَةِ هَیْئَتِهَا، لَا تَكَادُ تُنَالُ بِلَحْظِ الْبَصَرِ، وَ لَا بِمُسْتَدْرَكِ الْفِكَرِ، كَیْفَ دَبَّتْ عَلٰۤی اَرْضِهَا، وَ صُبَّتْ عَلٰی رِزْقِهَا، تَنْقُلُ الْحَبَّةَ اِلٰی جُحْرِهَا، وَ تُعِدُّهَا فِیْ مُسْتَقَرِّهَا، تَجْمَعُ فِیْ حَرِّهَا لِبَرْدِهَا، وَ فِیْ وُرُوْدِهَا لِصَدَرِهَا، مَكْفُوْلَۃٌۢ بِرِزْقِهَا، مَرْزُوْقَةٌۢ بِوِفْقِهَا، لَا یُغْفِلُهَا الْمَنَّانُ، وَ لَا یَحْرِمُهَا الدَّیَّانُ، وَلَوْ فِی الصَّفَا الْیَابِسِ، وَ الْحَجَرِ الْجَامِسِ!.,ذرا اس چیونٹی ©۱® کی طرف اس کی جسامت کے اختصار اور شکل و صورت کی باریکی کے عالم میں نظر کرو۔ اتنی چھوٹی کہ گوشۂ چشم سے بمشکل دیکھی جا سکے اور نہ فکروں میں سماتی ہے۔ دیکھو تو کیونکر زمین پر رینگتی پھرتی ہے اور اپنے رزق کی طرف لپکتی ہے اور دانے کو اپنے بِل کی طرف لئے جاتی ہے اور اسے اپنے قیام گاہ میں مہیا رکھتی ہے اور گرمیوں میں جاڑے کے موسم کیلئے اور قوت و توانائی کے زمانے میں عجز و درماندگی کے دنوں کیلئے ذخیرہ اکٹھا کر لیتی ہے۔ اس کی روزی کا ذمہ لیا جا چکا ہے اور اس کے مناسب حال رزق اسے پہنچتا رہتا ہے۔ خدائے کریم اس سے تغافل نہیں برتتا اور صاحب عطا و جزا اسے محروم نہیں رکھتا، اگرچہ وہ خشک پتھر اور جمے ہوئے سنگ خارا کے اندر کیوں نہ ہو۔,انظروا الی النملة فی صغر جثتها، و لطافة هیئتها، لا تكاد تنال بلحظ البصر، و لا بمستدرك الفكر، كیف دبت علی ارضها، و صبت علی رزقها، تنقل الحبة الی جحرها، و تعدها فی مستقرها، تجمع فی حرها لبردها، و فی ورودها لصدرها، مكفولۃ برزقها، مرزوقة بوفقها، لا یغفلها المنان، و لا یحرمها الدیان، ولو فی الصفا الیابس، و الحجر الجامس!.,
1381,1,183,9.0,2,وَ لَوْ فَكَّرْتَ فِیْ مَجَارِیْۤ اَكْلِهَا، وَ فِیْ عُلْوِهَا وَ سُفْلِهَا، وَ مَا فِی الْجَوْفِ مِنْ شَرَاسِیْفِ بَطْنِهَا، وَ مَا فِی الرَّاْسِ مِنْ عَیْنِهَا وَ اُذُنِهَا، لَقَضَیْتَ مِنْ خَلْقِهَا عَجَبًا، وَ لَقِیْتَ مِنْ وَّصْفِهَا تَعَبًا! فَتَعَالَی الَّذِیْۤ اَقَامَهَا عَلٰی قَوَآئِمِهَا، وَ بَنَاهَا عَلٰی دَعَآئِمِهَا! لَمْ یَشْرَكْهُ فِیْ فِطْرَتِهَا فَاطِرٌ، وَ لَمْ یُعِنْهُ فِیْ خَلْقِهَا قَادِرٌ.,اگر تم اس کی غذا کی نالیوں اور اس کے بلند و پست حصوں اور اس کے خول میں پیٹ کی طرف جھکے ہوئے پسلیوں کے کناروں اور اس کے سر میں (چھوٹی چھوٹی) آنکھوں اور کانوں (کی ساخت) میں غور و فکر کرو گے تو اس کی آفرینش پر تمہیں تعجب ہو گا اور اس کا وصف کرنے میں تمہیں تعب اٹھانا پڑے گا۔ بلند و برتر ہے وہ کہ جس نے اس کو اس کے پیروں پر کھڑا کیا ہے اور ستونوں (اعضاء) پر اس کی بنیاد رکھی ہے۔ اس کے بنانے میں کوئی بنانے والا اس کا شریک نہیں ہوا ہے اور نہ اس کے پیدا کرنے میں کسی قادر و توانا نے اس کا ہاتھ بٹایا ہے۔,و لو فكرت فی مجاری اكلها، و فی علوها و سفلها، و ما فی الجوف من شراسیف بطنها، و ما فی الراس من عینها و اذنها، لقضیت من خلقها عجبا، و لقیت من وصفها تعبا! فتعالی الذی اقامها علی قوائمها، و بناها علی دعائمها! لم یشركه فی فطرتها فاطر، و لم یعنه فی خلقها قادر.,
1382,1,183,10.0,2,وَ لَوْ ضَرَبْتَ فِیْ مَذَاهِبِ فِكْرِكَ لِتَبْلُغَ غَایَاتِهٖ، مَا دَلَّتْكَ الدَّلَالَةُ اِلَّا عَلٰۤی اَنَّ فَاطِرَ النَّمْلَةِ هُوَ فَاطِرُ النَّخْلَةِ، لِدَقِیْقِ تَفْصِیْلِ كُلِّ شَیْءٍ، وَ غَامِضِ اخْتِلَافِ كُلِّ حَیٍّ. وَ مَا الْجَلِیْلُ وَ اللَّطِیْفُ، وَ الثَّقِیْلُ وَ الْخَفِیْفُ، وَ الْقَوِیُّ وَ الضَّعِیْفُ، فِیْ خَلْقِهٖۤ اِلَّا سَوَآءٌ، وَ كَذٰلِكَ السَّمَآءُ وَ الْهَوَآءُ، وَ الرِّیَاحُ وَ الْمَآءُ.,اگر تم سوچ بچار کی راہوں کو طے کرتے ہوئے اس کی آخری حد تک پہنچ جاؤ تو عقل کی رہنمائی تمہیں بس اس نتیجے پر پہنچائے گی کہ جو چیونٹی کا پیدا کرنے والا ہے وہی کھجور کے درخت کا پیدا کرنے والا ہے، کیونکہ ہر چیز©۲® کی تفصیل لطافت و باریکی لئے ہوئے ہے اور ہر ذی حیات کے مختلف اعضاء میں باریک ہی سا فرق ہے۔ اس کی مخلوقات میں بڑی اور چھوٹی، بھاری اور ہلکی، طاقتور اور کمزور چیزیں یکساں ہیں اور یونہی آسمان، فضا، ہوا اور پانی برابر ہیں۔,و لو ضربت فی مذاهب فكرك لتبلغ غایاته، ما دلتك الدلالة الا علی ان فاطر النملة هو فاطر النخلة، لدقیق تفصیل كل شیء، و غامض اختلاف كل حی. و ما الجلیل و اللطیف، و الثقیل و الخفیف، و القوی و الضعیف، فی خلقه الا سواء، و كذلك السماء و الهواء، و الریاح و الماء.,
1383,1,183,11.0,2,فَانْظُرْ اِلَی الشَّمْسِ وَ الْقَمَرِ، وَ النَّبَاتِ وَ الشَّجَرِ، وَ الْمَآءِ وَ الْحَجَرِ، وَاخْتِلَافِ هٰذَا اللَّیْلِ وَ النَّهَارِ، وَ تَفَجُّرِ هٰذِهِ الْبِحَارِ، وَ كَثْرَةِ هٰذِهِ الْجِبَالِ، وَ طُوْلِ هٰذِهِ الْقِلَالِ، وَ تَفَرُّقِ هٰذِهِ اللُّغَاتِ، وَ الْاَلْسُنِ الْمُخْتَلِفَاتِ. فَالْوَیْلُ لِمَنْ جَحَدَ الْمُقَدِّرَ، وَ اَنْكَرَ الْمُدَبِّرَ! زَعَمُوْۤا اَنَّهُمْ كَالنَّبَاتِ مَا لَهُمْ زَارِعٌ، وَ لَا لِاخْتِلَافِ صُوَرِهِمْ صَانِعٌ، وَ لَمْ یَلْجَؤُوْا اِلٰی حُجَّةٍ فِیْمَا ادَّعَوْا، وَ لَا تَحْقِیْقٍ لِّمَاۤ اَوْعَوْا، وَ هَلْ یَكُوْنُ بِنَآءٌ مِّنْ غَیْرِ بَانٍ؟، اَوْ جِنَایَةٌ مِّنْ غَیْرِ جَانٍ؟!.,لہٰذا تم سورج، چاند، سبزے، درخت، پانی اور پتھر کی طرف دیکھو اور اس رات دن کے یکے بعد دیگرے آنے جانے اور ان دریاؤں کے جاری ہونے اور ان پہاڑوں کی بہتات اور ان چوٹیوں کی اچان پر نگاہ دوڑاؤ اور ان نعمتوں اور قسم قسم کی زبانوں کے اختلاف پر نظر کرو۔ اس کے بعد افسوس ہے!ان پر کہ جو قضا و قدر کی مالک ذات اور نظم و انضباط کے قائم کرنے والی ہستی سے انکار کریں۔ انہوں نے تو یہ سمجھ رکھا ہے کہ وہ گھاس پھونس کی طرح خود بخود اُگ آئے ہیں۔ نہ ان کا کوئی بونے والا ہے اور نہ ان کی گوناگوں صورتوں کا کوئی بنانے والا ہے۔ انہوں نے اپنے اس دعوے کی بنیاد کسی دلیل پر نہیں رکھی اور نہ سنی سنائی باتوں کی تحقیق کی ہے۔ (ذرا سوچو تو کہ) کیا کوئی عمارت بغیر بنانے والے کے ہوا کرتی ہے؟اور کوئی جرم بغیر مجرم کے ہوتا ہے؟,فانظر الی الشمس و القمر، و النبات و الشجر، و الماء و الحجر، واختلاف هذا اللیل و النهار، و تفجر هذه البحار، و كثرة هذه الجبال، و طول هذه القلال، و تفرق هذه اللغات، و الالسن المختلفات. فالویل لمن جحد المقدر، و انكر المدبر! زعموا انهم كالنبات ما لهم زارع، و لا لاختلاف صورهم صانع، و لم یلجؤوا الی حجة فیما ادعوا، و لا تحقیق لما اوعوا، و هل یكون بناء من غیر بان؟، او جنایة من غیر جان؟!.,
1384,1,183,12.0,2,وَ اِنْ شِئْتَ قُلْتَ فِی الْجَرَادَةِ، اِذْ خَلَقَ لَهَا عَیْنَیْنِ حَمْرَاوَیْنِ، وَ اَسْرَجَ لَهَا حَدَقَتَیْنِ قَمْرَاوَیْنِ، وَ جَعَلَ لَهَا السَّمْعَ الْخَفِیَّ، وَ فَتَحَ لَهَا الْفَمَ السَّوِیَّ، وَ جَعَلَ لَهَا الْحِسَّ الْقَوِیَّ، وَ نَابَیْنِ بِهِمَا تَقْرِضُ، وَ مِنْجَلَیْنِ بِهِمَا تَقْبِضُ، یَرْهَبُهَا الزُّرَّاعُ فِیْ زَرْعِهِمْ، وَ لَا یَسْتَطِیْعُوْنَ ذَبَّهَا، وَ لَوْ اَجْلَبُوْا بِجَمْعِهِمْ، حَتّٰی تَرِدَ الْحَرْثَ فِیْ نَزَوَاتِهَا، وَ تَقْضِیَ مِنْهُ شَهَوَاتِهَا، وَ خَلْقُهَا كُلُّهٗ لَا یَكُوْنُ اِصْبَعًا مُّسْتَدِقَّةً.,اگر چاہو تو (چیونٹی کی طرح) ٹڈی ©۳®کے متعلق بھی کچھ کہو کہ اس کیلئے لال بھبوکا دو آنکھیں پیدا کیں اور اس کی آنکھوں کے چاند سے دونوں حلقوں کے چراغ روشن کئے اور اس کیلئے بہت ہی چھوٹے چھوٹے کان بنائے اور مناسب و معتدل منہ کا شگاف بنایا اور اس کے حس کو قوی اور تیز قرار دیا اور ایسے دو دانت بنائے کہ جن سے وہ (پتیوں کو) کاٹتی ہے اور درانتی کی طرح کے دو پیر دیئے کہ جن سے وہ (گھاس پات کو) پکڑتی ہے۔ کاشتکار اپنی زراعت کے بارے میں اس سے ہراساں رہتے ہیں۔ اگر وہ اپنے جتھوں کو سمیٹ لیں، جب بھی اس ٹڈی دل کا ہنکانا ان کے بس میں نہیں ہوتا، یہاں تک کہ وہ جست و خیز کرتا ہوا ان کی کھیتیوں پر ٹوٹ پڑتا ہے اور ان سے اپنی خواہشوں کو پورا کر لیتا ہے۔ حالانکہ اس کا جسم ایک باریک انگلی کے بھی برابر نہیں ہوتا۔,و ان شئت قلت فی الجرادة، اذ خلق لها عینین حمراوین، و اسرج لها حدقتین قمراوین، و جعل لها السمع الخفی، و فتح لها الفم السوی، و جعل لها الحس القوی، و نابین بهما تقرض، و منجلین بهما تقبض، یرهبها الزراع فی زرعهم، و لا یستطیعون ذبها، و لو اجلبوا بجمعهم، حتی ترد الحرث فی نزواتها، و تقضی منه شهواتها، و خلقها كله لا یكون اصبعا مستدقة.,
1385,1,183,13.0,2,فَتَبَارَكَ اللهُ الَّذِیْ یَسْجُدُ لَهٗ §﴿مَنْ فِی السَّمٰوٰتِ وَ الْاَرْضِ طَوْعًا وَّ كَرْهًا ﴾¦، وَ یُعَفِّرُ لَهٗ خَدًّا وَّ وَجْهًا، وَ یُلْقِیْ اِلَیْهِ بِالْطَّاعَةِ سِلْمًا وَّ ضَعْفًا، وَ یُعْطِیْ لَہُ الْقِیَادَ رَهْبَةً وَّ خَوْفًا!.,پاک ہے وہ ذات کہ جس کے سامنے آسمان و زمین میں جو کوئی بھی ہے خوشی یا مجبوری سے بہر صورت سجدہ میں گرا ہوا ہے اور اس کیلئے رخسار اور چہرے کو خاک پر مل رہا ہے اور عجز و انکسار سے اس کے آگے سرنگوں ہے اور خوف و دہشت سے اپنی باگ ڈور اسے سونپے ہوئے ہے۔,فتبارك الله الذی یسجد له §من فی السموت و الارض طوعا و كرها ¦، و یعفر له خدا و وجها، و یلقی الیه بالطاعة سلما و ضعفا، و یعطی لہ القیاد رهبة و خوفا!.,
1386,1,183,14.0,2,فَالطَّیْرُ مُسَخَّرَةٌ لِاَمْرِهٖ، اَحْصٰی عَدَدَ الرِّیْشِ مِنْهَا وَ النَّفَسَ، وَاَرْسٰی قَوَآئِمَهَا عَلَی النَّدٰی وَ الْیَبَسِ، وَ قَدَّرَ اَقْوَاتَهَا، وَ اَحْصٰۤی اَجْنَاسَهَا، فَهٰذَا غُرَابٌ وَّ هٰذَا عُقَابٌ، وَ هٰذَا حَمَامٌ وَّ هٰذَا نَعَامٌ، دَعَا كُلَّ طَآئِرٍۭ بِاسْمِهٖ، وَ كَفَلَ لَهٗ بِرِزْقِهٖ. وَ اَنْشَاَ §﴿السَّحَابَ الثِّقَالَۚ۝﴾¦، فَاَهْطَلَ دِیَمَهَا، وَ عَدَّدَ قِسَمَهَا، فَبَلَّ الْاَرْضَ بَعْدَ جُفُوْفِهَا، وَ اَخْرَجَ نَبْتَهَا بَعْدَ جُدُوْبِهَا.,پرندے اس کے حکم (کی زنجیروں)میں جکڑے ہوئے ہیں۔ وہ ان کے پروں اور سانسوں کی گنتی تک کو جانتا ہے اور (ان میں سے کچھ کے) پیر تری پر اور (کچھ کے)خشکی پر جما دیئے ہیں اور ان کی روزیاں معین کر دی ہیں اور ان کے انواع واقسام پر احاطہ رکھتا ہے کہ یہ کوا ہے اور یہ عقاب، یہ کبوتر ہے اور یہ شتر مرغ۔ اس نے ہر پرندے کو اس کے نام پر دعوت (وجود) دی اور ان کی روزی کا ذمہ لیا اور یہ بھاری بوجھل بادل پیدا کئے کہ جن سے موسلا دھار بارشیں برسائیں اور حصہ رسدی مختلف (سر زمینوں پر) انہیں بانٹ دیا اور زمین کو اس کے خشک ہو جانے کے بعد تر بتر کردیا اور بنجر ہونے کے بعد اس سے (لہلہاتا ہوا) سبزہ اُگایا۔,فالطیر مسخرة لامره، احصی عدد الریش منها و النفس، وارسی قوائمها علی الندی و الیبس، و قدر اقواتها، و احصی اجناسها، فهذا غراب و هذا عقاب، و هذا حمام و هذا نعام، دعا كل طائر باسمه، و كفل له برزقه. و انشا §السحاب الثقال۝¦، فاهطل دیمها، و عدد قسمها، فبل الارض بعد جفوفها، و اخرج نبتها بعد جدوبها.,
1387,1,183,15.0,4,-----٭٭-----,--٭٭--,----------,
1388,1,184,1.0,1,(١٨٤) وَ مِنْ خُطْبَةٍ لَّهٗ عَلَیْهِ السَّلَامُ,خطبہ (۱۸۴),(١٨٤) و من خطبة له علیه السلام,
1389,1,184,2.0,3,فِی التَّوْحِيْدِ,یہ خطبہ توحید کے متعلق ہے,فی التوحيد,
1390,1,184,3.0,2,وَ تَجْمَعُ هٰذِهِ الْخُطْبَةُ مِنْ اُصُوْلِ الْعِلْمِ مَا لَا تَجْمَعُهٗ خُطْبَةٌ (غَیْرَھَا),اور علم و معرفت کی اتنی بنیادی باتوں پر مشتمل ہے کہ جن پر کوئی دوسرا خطبہ حاوی نہیں ہے:,و تجمع هذه الخطبة من اصول العلم ما لا تجمعه خطبة (غیرھا),
1391,1,184,4.0,2,مَا وَحَّدَهٗ مَنْ كَیَّفَهٗ، وَ لَا حَقِیْقَتَهٗۤ اَصَابَ مَنْ مَّثَّلَهٗ، وَ لَاۤ اِیَّاهُ عَنٰی مَنْ شَبَّهَهٗ، وَ لَا صَمَدَهٗ مَنْ اَشَارَ اِلَیْهِ وَ تَوَهَّمَهٗ. كُلُّ مَعْرُوْفٍۭ بِنَفْسِهٖ مَصْنُوْعٌ، وَ كُلُّ قَآئِمٍ فِیْ سِوَاهُ مَعْلُوْلٌ.,جس نے اسے مختلف کیفیتوں سے متصف کیا اس نے اسے یکتا نہیں سمجھا، جس نے اس کا مثل ٹھہرایا اس نے اس کی حقیقت کو نہیں پایا، جس نے اسے کسی چیز سے تشبیہ دی اس نے اس کا قصد نہیں کیا، جس نے اسے قابل اشارہ سمجھا اور اپنے تصور کا پابند بنایا اس نے اس کا رخ نہیں کیا۔ جو اپنی ذات سے پہچانا جائے وہ مخلوق ہو گا اور جو دوسرے کے سہارے پر قائم ہو وہ علت کا محتاج ہو گا۔,ما وحده من كیفه، و لا حقیقته اصاب من مثله، و لا ایاه عنی من شبهه، و لا صمده من اشار الیه و توهمه. كل معروف بنفسه مصنوع، و كل قائم فی سواه معلول.,
1392,1,184,5.0,2,فَاعِلٌ لَّا بِاضْطِرَابِ اٰلَةٍ، مُقَدِّرٌ لَّا بِجَوْلِ فِكْرَةٍ، غَنِیٌّ لَّا بِاسْتِفَادَةٍ. لَا تَصْحَبُهُ الْاَوْقَاتُ، وَ لَا تَرْفُدُهُ الْاَدَوَاتُ، سَبَقَ الْاَوْقَاتَ كَوْنُهٗ، وَ الْعَدَمَ وُجُوْدُهٗ، وَ الْاِبْتِدَآءَ اَزَلُهٗ.,وہ فاعل ہے بغیر آلات کو حرکت میں لائے۔ وہ ہر چیز کا اندازہ مقرر کرنے والا ہے، بغیر فکر کی جولانی کے۔ وہ تونگر و غنی ہے بغیر دوسروں سے استفادہ کئے۔ نہ زمانہ اس کا ہم نشین اور نہ آلات اس کے معاون و معین ہیں۔ اس کی ہستی زمانہ سے پیشتر، اس کا وجود عدم سے سابق اور اس کی ہمیشگی نقطۂ آغاز سے بھی پہلے سے ہے۔,فاعل لا باضطراب الة، مقدر لا بجول فكرة، غنی لا باستفادة. لا تصحبه الاوقات، و لا ترفده الادوات، سبق الاوقات كونه، و العدم وجوده، و الابتداء ازله.,
1393,1,184,6.0,2,بِتَشْعِیْرِهِ الْمَشَاعِرَ عُرِفَ اَنْ لَّا مَشْعَرَ لَهٗ، وَ بِمُضَادَّتِهٖ بَیْنَ الْاُمُوْرِ عُرِفَ اَنْ لَّا ضِدَّ لَهٗ، وَ بِمُقَارَنَتِهِ بَیْنَ الْاَشْیَآءِ عُرِفَ اَنْ لَّا قَرِیْنَ لَهٗ. ضَادَّ النُّوْرَ بِالظُّلْمَةِ، وَ الْوُضُوْحَ بِالْبُهْمَةِ، وَ الْجُمُوْدَ بِالْبَلَلِ، وَ الْحَرُوْرَ بِالصَّرَدِ. مُؤَلِّفٌۢ بَیْنَ مُتَعَادِیَاتِهَا، مُقَارِنٌۢ بَیْنَ مُتَبَایِنَاتِهَا، مُقَرِّبٌۢ بَیْنَ مُتَبَاعِدَاتِهَا، مُفَرِّقٌۢ بَیْنَ مُتَدَانِیَاتِهَا.,اس نے جو احساس و شعور کی قوتوں کو ایجاد کیا اسی سے معلوم ہوا کہ وہ خود حواس و آلات شعور نہیں رکھتا اور چیزوں میں ضدیت قرار دینے سے معلوم ہوا کہ اس کی ضد نہیں ہو سکتی اور چیزوں کو جو اس نے ایک دوسرے کے ساتھ رکھا ہے اسی سے معلوم ہوا کہ اس کا کوئی ساتھی نہیں۔ اس نے نور کو ظلمت کی، روشنی کو اندھیرے کی، خشکی کو تری کی اور گرمی کو سردی کی ضد قرار دیا ہے۔ وہ ایک دوسرے کی دشمن چیزوں کو ایک مرکز پر جمع کرنے والا، متضاد چیزوں کو ملانے والا، ایک دوسرے سے دور کی چیزوں کو باہم قریب لانے والا اور باہم پیوستہ چیزوں کو الگ الگ کرنے والا ہے۔,بتشعیره المشاعر عرف ان لا مشعر له، و بمضادته بین الامور عرف ان لا ضد له، و بمقارنته بین الاشیاء عرف ان لا قرین له. ضاد النور بالظلمة، و الوضوح بالبهمة، و الجمود بالبلل، و الحرور بالصرد. مؤلف بین متعادیاتها، مقارن بین متبایناتها، مقرب بین متباعداتها، مفرق بین متدانیاتها.,
