id,topic_id,sort,is_subject,content_ar,content_fa
866,338,0,1,إِنَّهُمْ وَ اللَّهِ لَمْ یَنْفِرُوا مِنْ جَوْرٍ وَ لَمْ یَلْحَقُوا بِعَدْلٍ وَ إِنَّا لَنَطْمَعُ فِی هَذَا الْأَمْرِ أَنْ یُذَلِّلَ اللَّهُ لَنَا صَعْبَهُ وَ یُسَهِّلَ لَنَا حَزْنَهُ إِنْ شَاءَ اللَّهُ وَ السَّلَامُ .,سوگند به خدا، آن کوردلان نه از ظلمی فرار کردند و نه به عدالتی رسیدند و ما امیدواریم خداوند دشواری های این امر را بر ما رام سازد و ناهموارش را بر ما هموار فرماید. والسلام.
867,339,0,1,وَ تَمَسَّکْ بِحَبْلِ الْقُرْآنِ وَ اسْتَنْصِحْهُ وَ أَحِلَّ حَلَالَهُ وَ حَرِّمْ حَرَامَهُ وَ صَدِّقْ بِمَا سَلَفَ مِنَ الْحَقِّ وَ اعْتَبِرْ بِمَا مَضَى مِنَ الدُّنْیَا لِمَا بَقِیَ مِنْهَا فَإِنَّ بَعْضَهَا یُشْبِهُ بَعْضاً وَ آخِرَهَا لَاحِقٌ بِأَوَّلِهَا وَ کُلُّهَا حَائِلٌ مُفَارِقٌ .\n, (ای حارث) به طناب قرآن چنگ بزن و خیر و پند را از آن بطلب، حلال قرآن را حلال بدان و حرامش را حرام و از حق آنچه را گذشته تصدیق کن و از گذشته دنیا برای آینده آن عبرت بگیر و تجربه بیندوز، زیرا بعضی از امور دنیا همانند بعضی دیگر است و آخر آن به اول آن محلق و ضمیمه می گردد و همه امور دنیا حجابی مابین انسان و هدف اعلای او بوده و در آخر کار از او جدا می گردد. \n
868,339,0,1,وَ عَظِّمِ اسْمَ اللَّهِ أَنْ تَذْکُرَهُ إِلَّا عَلَى حَقٍّ وَ أَکْثِرْ ذِکْرَ الْمَوْتِ وَ مَا بَعْدَ الْمَوْتِ وَ لَا تَتَمَنَّ الْمَوْتَ إِلَّا بِشَرْطٍ وَثِیقٍ.,و نام خدا را بالاتر و باعظمت تر از آن تلقی کن که بر غیر حق، آن نام اقدس را به زبان بیاوری. \nفراوان به یاد مرگ و پس از مرگ باش و هرگز مرگ را آرزو مکن، مگر به شرطی محکم که تو را شایسته آرزوی این پدیده نماید. 
869,339,0,1,وَ احْذَرْ کُلَّ عَمَلٍ یَرْضَاهُ صَاحِبُهُ لِنَفْسِهِ وَ یُکْرَهُ لِعَامَّةِ الْمُسْلِمِینَ وَ احْذَرْ کُلَّ عَمَلٍ یُعْمَلُ بِهِ فِی السِّرِّ وَ یُسْتَحَى مِنْهُ فِی الْعَلَانِیَةِ وَ احْذَرْ کُلَّ عَمَلٍ إِذَا سُئِلَ عَنْهُ صَاحِبُهُ أَنْکَرَهُ أَوْ اعْتَذَرَ مِنْهُ .,بپرهیز از هر عملی که صاحبش آن را برای خود بپسندد، ولی برای عموم مسلمین از به جا آوردن آن کراهت داشته باشد. \nبپرهیز از هر عملی که در نهان انجام داده می شود، ولی در آشکار مورد شرمندگی می باشد. \nو بپرهیز از هر عملی که اگر درباره آن سوال شود، صاحب آن منکر شود یا از آن پوزش بطلبد. 
870,339,0,1,وَ لَا تَجْعَلْ عِرْضَکَ غَرَضاً لِنِبَالِ الْقَوْلِ وَ لَا تُحَدِّثِ النَّاسَ بِکُلِّ مَا سَمِعْتَ بِهِ فَکَفَى بِذَلِکَ کَذِباً وَ لَا تَرُدَّ عَلَى النَّاسِ کُلَّ مَا حَدَّثُوکَ بِهِ فَکَفَى بِذَلِکَ جَهْلًا .,و هرگز حیثیت و آبرویت را نشانه تیرهای سخنان قرار مده و هر چه را هم که شنیدی با مردم در میان مگذار، زیرا برای اثبات این که در سخنان تو دروغی وجود دارد کفایت می کند. \nو هر چه را هم که مردم با تو در میان گذاشتند، رد و تکذیب مکن، زیرا همین رد و تکذیب برای نادانی تو کافی است. \n
871,339,0,1,وَ اکْظِمِ الْغَیْظَ وَ تَجَاوَزْ عِنْدَ الْمَقْدَرَةِ وَ احْلُمْ عِنْدَ الْغَضَبِ وَ اصْفَحْ مَعَ الدَّوْلَةِ تَکُنْ لَکَ الْعَاقِبَةُ وَ اسْتَصْلِحْ کُلَّ نِعْمَةٍ أَنْعَمَهَا اللَّهُ عَلَیْکَ وَ لَا تُضَیِّعَنَّ نِعْمَةً مِنْ نِعَمِ اللَّهِ عِنْدَکَ وَ لْیُرَ عَلَیْکَ أَثَرُ مَا أَنْعَمَ اللَّهُ بِهِ عَلَیْکَ .,غضب خود را فرو بر و تحمل داشته باش و در هنگام توانایی، بخشش و چشم پوشی کن و در موقع خشم، بردبار باش و در هنگام قدرت عفو و اغماض کن تا عاقبت به سود تو باشد. \nو هر نعمتی را که خداوند به تو عنایت فرموده است آن را بشناس و در صلاح زندگی به کار ببر و هیچ نعمتی از نعمتهای خداوندی را که به تو لطف فرموده است، تباه مساز و همواره اثر نعمت خداوندی که به تو بخشیده است، در تو مشاهده شود.
872,339,0,1,وَ اعْلَمْ أَنَّ أَفْضَلَ الْمُؤْمِنِینَ أَفْضَلُهُمْ تَقْدِمَةً مِنْ نَفْسِهِ وَ أَهْلِهِ وَ مَالِهِ فَإِنَّکَ مَا تُقَدِّمْ مِنْ خَیْرٍ یَبْقَ لَکَ ذُخْرُهُ وَ مَا تُؤَخِّرْهُ یَکُنْ لِغَیْرِکَ خَیْرُهُ .,و بدان بهترین و بافضیلت ترین مومن کسی است که جان و دودمان و مالش را در راه خدا تقدیم بدارد، زیرا هر چیزی که تو از پیش می فرستی، ذخیره اش برای تو می ماندد و آنچه که پشت سر خود می اندازی خیرش برای دیگری است. 
873,339,0,1,وَ احْذَرْ صَحَابَةَ مَنْ یَفِیلُ رَأْیُهُ وَ یُنْکَرُ عَمَلُهُ فَإِنَّ الصَّاحِبَ مُعْتَبَرٌ بِصَاحِبِهِ وَ اسْکُنِ الْأَمْصَارَ الْعِظَامَ فَإِنَّهَا جِمَاعُ الْمُسْلِمِینَ وَ احْذَرْ مَنَازِلَ الْغَفْلَةِ وَ الْجَفَاءِ وَ قِلَّةَ الْأَعْوَانِ عَلَى طَاعَةِ اللَّهِ وَ اقْصُرْ رَأْیَکَ عَلَى مَا یَعْنِیکَ .,و از رفاقت با کسی که رایش سست و بی پایه و عملش زشت است پرهیز کن، زیرا محاسبه ارزش همنشین با همنشینش صورت می گیرد. \nو در شهرهای بزرگ سکونت اختیار کن، زیرا اینگونه شهرها مرکز اجتماع مسلمین است و برحذر باش از جایگاه هایی که مردم آنها در غفلت و جفاکاری غوطه ورند و برای اطاعت خداوندی یاران اندکی در آنجا وجود دارند. \nاندیشه و رایت را در انحصار آنچه که برای تو اهمیت دارد، قرار بده. 
874,339,0,1,وَ إِیَّاکَ وَ مَقَاعِدَ الْأَسْوَاقِ فَإِنَّهَا مَحَاضِرُ الشَّیْطَانِ وَ مَعَارِیضُ الْفِتَنِ وَ أَکْثِرْ أَنْ تَنْظُرَ إِلَى مَنْ فُضِّلْتَ عَلَیْهِ فَإِنَّ ذَلِکَ مِنْ أَبْوَابِ الشُّکْرِ وَ لَا تُسَافِرْ فِی یَوْمِ جُمُعَةٍ حَتَّى تَشْهَدَ الصَّلَاةَ إِلَّا فَاصِلًا فِی سَبِیلِ اللَّهِ أَوْ فِی أَمْرٍ تُعْذَرُ بِهِ .,و بپرهیز از توقف و جایگاه های نشستن در بازارها، زیرا آن جا محل حضور شیطان است و در معرض فتنه ها. \nبه آن کسی که تو به او برتری داری، فراوان بنگر و توجه کن، زیرا این التفات و توجه از انواع درهای سپاسگزاری است. \nو در روز جمعه مسافرت مکن تا در نماز جمعه شرکت کنی، مگر مسافرتی که در راه خدا یا درباره موضوعی است که عذر تو در سفر برای آن پذیرفتنی است. \n
875,339,0,1,وَ أَطِعِ اللَّهَ فِی جَمِیعِ أُمُورِکَ فَإِنَّ طَاعَةَ اللَّهِ فَاضِلَةٌ عَلَى مَا سِوَاهَا وَ خَادِعْ نَفْسَکَ فِی الْعِبَادَةِ وَ ارْفُقْ بِهَا وَ لَا تَقْهَرْهَا وَ خُذْ عَفْوَهَا وَ نَشَاطَهَا إِلَّا مَا کَانَ مَکْتُوباً عَلَیْکَ مِنَ الْفَرِیضَةِ فَإِنَّهُ لَا بُدَّ مِنْ قَضَائِهَا وَ تَعَاهُدِهَا عِنْدَ مَحَلِّهَا وَ إِیَّاکَ أَنْ یَنْزِلَ بِکَ الْمَوْتُ وَ أَنْتَ آبِقٌ مِنْ رَبِّکَ فِی طَلَبِ الدُّنْیَا .,و در همه امور خدا را اطاعت کن، زیرا اطاعت خداوند بر همه چیز برتری دارد و و نفس (حیوانیت) را در عبادت و برای عبادت بفریب و با آن مدار کن و منکوبش مکن و اقدام به عبادت را با عفو و نشاطش همراه بساز، مگر در واجباتی که مقرر شده است، زیرا چاره ای نداری جز این که آنها را ادا کنی و در موقع و محل خود به جای بیاوری. \nو بپرهیز از آن که مرگ بر سرت تاختن آورد و تو در طلب دنیا از پروردگارت گریخته باشی. \n
876,339,0,1,وَ إِیَّاکَ وَ مُصَاحَبَةَ الْفُسَّاقِ فَإِنَّ الشَّرَّ بِالشَّرِّ مُلْحَقٌ وَ وَقِّرِ اللَّهَ وَ أَحْبِبْ أَحِبَّاءَهُ وَ احْذَرِ الْغَضَبَ فَإِنَّهُ جُنْدٌ عَظِیمٌ مِنْ جُنُودِ إِبْلِیسَ وَ السَّلَامُ .,و بپرهیز از همنشینی مردم فاسق، زیرا همواره شر به شر ملحق می گردد. \nو تعظیم خداوندی را به جا بیاور و دوستان او را دوست بدار. \nو از غضب بپرهیز، زیرا غضب لشکری بزرگ از لشکریان شیطان است. والسلام.\n
877,340,0,1,أَمَّا بَعْدُ فَإِنَّمَا مَثَلُ الدُّنْیَا مَثَلُ الْحَیَّةِ لَیِّنٌ مَسُّهَا قَاتِلٌ سَمُّهَا فَأَعْرِضْ عَمَّا یُعْجِبُکَ فِیهَا لِقِلَّةِ مَا یَصْحَبُکَ مِنْهَا وَ ضَعْ عَنْکَ هُمُومَهَا لِمَا أَیْقَنْتَ بِهِ مِنْ فِرَاقِهَا وَ تَصَرُّفِ حَالَاتِهَا وَ کُنْ آنَسَ مَا تَکُونُ بِهَا أَحْذَرَ مَا تَکُونُ مِنْهَا فَإِنَّ صَاحِبَهَا کُلَّمَا اطْمَأَنَّ فِیهَا إِلَى سُرُورٍ أَشْخَصَتْهُ عَنْهُ إِلَى مَحْذُورٍ أَوْ إِلَى إِینَاسٍ أَزَالَتْهُ عَنْهُ إِلَى إِیحَاشٍ وَ السَّلَامُ .\n,اما بعد از حمد و ثنای خداوندی، جز این نیست که مثل دنیا مانند ماری است که لمس آن نرم و زهرش کشنده است. \nپس اعراض کن از آنچه که تو را از آن خوش آید و به شگفتی وادارد، زیرا اندک زمانی با تو می ماند و خود را از اندوه های آن برکنار دار، زیرا یقین داری که از تو جدا خواهد گشت و می دانی که حالاتش در دگرگونی دائمی است. \nو آنگاه که به آن انس پیدا کرده ای، بیشتر از آن برحذر باش، زیرا هرگاه دنیادار اطمینان به خوشی آن داشته باشد، دنیا او را به نتایج وحشتناک می کشاند یا اگر در آن به انس گرفتن آرمید، او را به وحشت می رساند.\n
878,341,0,1,أَمَّا بَعْدُ فَأَقِمْ لِلنَّاسِ الْحَجَّ وَ ذَکِّرْهُمْ بِأَیَّامِ اللَّهِ وَ اجْلِسْ لَهُمُ الْعَصْرَیْنِ فَأَفْتِ الْمُسْتَفْتِیَ وَ عَلِّمِ الْجَاهِلَ وَ ذَاکِرِ الْعَالِمَ وَ لَا یَکُنْ لَکَ إِلَى النَّاسِ سَفِیرٌ إِلَّا لِسَانُکَ وَ لَا حَاجِبٌ إِلَّا وَجْهُکَ وَ لَا تَحْجُبَنَّ ذَا حَاجَةٍ عَنْ لِقَائِکَ بِهَا فَإِنَّهَا إِنْ ذِیدَتْ عَنْ أَبْوَابِکَ فِی أَوَّلِ وِرْدِهَا لَمْ تُحْمَدْ فِیمَا بَعْدُ عَلَى قَضَائِهَا .\n,اما بعد از حمد و ثنای خداوندی، اعمال حج را برای مردم برپای دار و آنان را به ایام ربوبی متذکر باش و در هنگام بامداد و عصر برای رسیدن به امور مردم آماده باش و بنشین. \nآن کس که فتوی بپرسد، پاسخ استفتایش را بده و نادان را تعلیم و با عالم بحث و مذاکره کن. \nو از طرف تو برای مردم سفیری جز زبانت نباشد و مابین تو و مردم فاصله و پرده ای جز صورتت قرار مده و هیچ نیازمندی را از دیدار رویت محروم مکن، زیرا اگر در آغاز از ورود بر تو منع گردد، پس از آن که حاجتش برآورده گردد، تو سزاوار سپاسگزاری نخواهی گشت. \n
879,341,0,1,وَ انْظُرْ إِلَى مَا اجْتَمَعَ عِنْدَکَ مِنْ مَالِ اللَّهِ فَاصْرِفْهُ إِلَى مَنْ قِبَلَکَ مِنْ ذَوِی الْعِیَالِ وَ الْمَجَاعَةِ مُصِیباً بِهِ مَوَاضِعَ الْفَاقَةِ وَ الْخَلَّاتِ وَ مَا فَضَلَ عَنْ ذَلِکَ فَاحْمِلْهُ إِلَیْنَا لِنَقْسِمَهُ فِیمَنْ قِبَلَنَا .,و با دقت در اموال خداوندی که نزد تو جمع شده است بنگر. \nپس آن را بین خانواده هایی که نزدیکت هستند و دارای عائله و گرسنه اند و در میان فقرا و مستمندان مصرف کن و آنچه را که از موارد مزبور، زیاده و اضافی بود، به سوی ما بفرست تا بین مستحقین نزد ما تقسیم کنیم. \n
880,341,0,1,وَ مُرْ أَهْلَ مَکَّةَ أَلَّا یَأْخُذُوا مِنْ سَاکِنٍ أَجْراً فَإِنَّ اللَّهَ سُبْحَانَهُ یَقُولُ سَواءً الْعاکِفُ فِیهِ وَ الْبادِ فَالْعَاکِفُ الْمُقِیمُ بِهِ وَ الْبَادِی الَّذِی یَحُجُّ إِلَیْهِ مِنْ غَیْرِ أَهْلِهِ وَفَّقَنَا اللَّهُ وَ إِیَّاکُمْ لِمَحَابِّهِ وَ السَّلَامُ .,و به اهل مکه دستور بده که از ساکن آن شهر اجاره نگیرند، زیرا خداوند سبحان می فرماید:\n کسانی که ساکن مکه هستند با کسانی که برای عمل حج از بیرون وارد مکه می شوند، مساوی می باشند. \nخداوند ما و شما را به آنچه مورد رضای اوست توفیق دهاد.\n
881,342,0,1,أَمَّا بَعْدُ فَإِنَّ الْمَرْءَ لَیَفْرَحُ بِالشَّیْ‏ءِ الَّذِی لَمْ یَکُنْ لِیَفُوتَهُ وَ یَحْزَنُ عَلَى الشَّیْ‏ءِ الَّذِی لَمْ یَکُنْ لِیُصِیبَهُ فَلَا یَکُنْ أَفْضَلَ مَا نِلْتَ فِی نَفْسِکَ مِنْ دُنْیَاکَ بُلُوغُ لَذَّةٍ أَوْ شِفَاءُ غَیْظٍ وَ لَکِنْ إِطْفَاءُ بَاطِلٍ أَوْ إِحْیَاءُ حَقٍّ وَ لْیَکُنْ سُرُورُکَ بِمَا قَدَّمْتَ وَ أَسَفُکَ عَلَى مَا خَلَّفْتَ وَ هَمُّکَ فِیمَا بَعْدَ الْمَوْتِ .\n,اما بعد از حمد و ثنای خداوند، قطعی است که انسان به چیزی شادمان می گردد که از وی فوت نمی شد و به خاطر چیزی اندوهگین می شود که هرگز به دستش نمی رسید. \nپس رسیدن به یک لذت یا دل خنک شدن از یک غضب، برترین چیزی از دنیایت نباشد که به آن نایل گردی. \nبلکه برترین چیزی که از این دنیا به آن نایل می گردی، خاموش کردن باطلی یا زنده کردن حقی باشد. \nپس شادی تو در آن اندوخته های نیکو باشد که برای ابدیت از پیش فرستاده ای و تاسف و حسرتت درباره چیزی باشد که پس از خود به جای می گذاری و تمامی اهتمام تو درباره پس از مرگ باشد.\n
882,343,0,1,أَمَّا بَعْدُ فَقَدْ آنَ لَکَ أَنْ تَنْتَفِعَ بِاللَّمْحِ الْبَاصِرِ مِنْ عِیَانِ الْأُمُورِ فَقَدْ سَلَکْتَ مَدَارِجَ أَسْلَافِکَ بِادِّعَائِکَ الْأَبَاطِیلَ وَ اقْتِحَامِکَ غُرُورَ الْمَیْنِ وَ الْأَکَاذِیبِ وَ بِانْتِحَالِکَ مَا قَدْ عَلَا عَنْکَ.\n,اما بعد از حمد و ثنای خداوندی، حال برای تو وقت آن رسیده است که با چشم بینا از دیدن حقایق آشکار نفعی ببری. \nتو راه گذشتگانت را در پیش گرفتی و ادعاهای باطل کردی و مردم را فریب دادی و به شبهه انداختی و مقامی را به خودت نسبت دادی که بالاتر از توست. \n
883,343,0,1,وَ ابْتِزَازِکَ لِمَا قَدِ اخْتُزِنَ دُونَکَ فِرَاراً مِنَ الْحَقِّ وَ جُحُوداً لِمَا هُوَ أَلْزَمُ لَکَ مِنْ لَحْمِکَ وَ دَمِکَ مِمَّا قَدْ وَعَاهُ سَمْعُکَ وَ مُلِئَ بِهِ صَدْرُکَ فَمَا ذَا بَعْدَ الْحَقِّ إِلَّا الضَّلَالُ الْمُبِینُ وَ بَعْدَ الْبَیَانِ إِلَّا اللَّبْسُ .,و به آنچه که در اختیار و دسترس تو نیست، دست یازیدی. \n(این نابکاری ها) همه برای گریز از حق و انکار آن حقایقی است که به تو از گوشت و خونت پیوسته تر است و از آن چیزهاست که گوشت آن را شنیده و سینه ات با آنها پر شده است. \n(پس در انتظار چیستی!) چیست پس از حق جز گمراهی آشکار و پس از بیان واضح، مگر پوشیدن حق؟ \n
884,343,0,1,فَاحْذَرِ الشُّبْهَةَ وَ اشْتِمَالَهَا عَلَى لُبْسَتِهَا فَإِنَّ الْفِتْنَةَ طَالَمَا أَغْدَفَتْ جَلَابِیبَهَا وَ أَغْشَتِ الْأَبْصَارَ ظُلْمَتُهَا .,پس، از شبهه و از پوشش حق که در بردارد، برحذر باش، زیرا فتنه و آشوب مدتی طولانی است که پرده های خود را گسترده و تاریکی های آن چشم ها را تاریک ساخته است. 
885,343,0,1,وَ قَدْ أَتَانِی کِتَابٌ مِنْکَ ذُو أَفَانِینَ مِنَ الْقَوْلِ ضَعُفَتْ قُوَاهَا عَنِ السِّلْمِ وَ أَسَاطِیرَ لَمْ یَحُکْهَا مِنْکَ عِلْمٌ وَ لَا حِلْمٌ أَصْبَحْتَ مِنْهَا کَالْخَائِضِ فِی الدَّهَاسِ وَ الْخَابِطِ فِی الدِّیمَاسِ وَ تَرَقَّیْتَ إِلَى مَرْقَبَةٍ بَعِیدَةِ الْمَرَامِ نَازِحَةِ الْأَعْلَامِ تَقْصُرُ دُونَهَا الْأَنُوقُ وَ یُحَاذَى بِهَا الْعَیُّوقُ.,نامه ای از تو به من رسید که انواعی به هم بافته شده از سخن داشت که اصول و اساس آن از جهت صلح و صفا ضعیف و افسانه هایی بود که نه علم در بافتن آن دخالت داشت و نه متانت و آرمان انسانی. \nوضع تو چونان کسی است که در زمینی نرم فرو رود، یا در ظلمت در راهی مبهم گرم شود. \nو جایی را برای خود در نظر گرفته ای که بسیار بالا است و نشانه ها و علایمش دور، و پرندگان بسیار بلند پرواز به آن نرسند و عیوق (آن ستاره واقع در ارتفاع بسیار بالا در فضا) است که می تواند با آن همپایه تلقی گردد. 
886,343,0,1,وَ حَاشَ لِلَّهِ أَنْ تَلِیَ لِلْمُسْلِمِینَ بَعْدِی صَدْراً أَوْ وِرْداً أَوْ أُجْرِیَ لَکَ عَلَى أَحَدٍ مِنْهُمْ عَقْداً أَوْ عَهْداً فَمِنَ الْآنَ فَتَدَارَکْ نَفْسَکَ وَ انْظُرْ لَهَا فَإِنَّکَ إِنْ فَرَّطْتَ حَتَّى یَنْهَدَ إِلَیْکَ عِبَادُ اللَّهِ أُرْتِجَتْ عَلَیْکَ الْأُمُورُ وَ مُنِعْتَ أَمْراً هُوَ مِنْکَ الْیَوْمَ مَقْبُولٌ وَ السَّلَامُ .,پناه بر خدا که پس از من، تو امور مسلمانان را بر عهده گیری و سود و زیان آنان را بپذیری. \nیا برای تو با یکی از مسلمین پیمان و عهدی قرار بدهم. \nاز هم اکنون به فکر نفس خویشتن و اصلاح آن باش، زیرا اگر تو تفریط کنی، آنگاه که بندگان خدا برای جنگ با تو آماده شوند، همه امور از اختیارت بیرون رود و از آن چاره جویی که امروز از تو پذیرفته است، ممنوع گردی،والسلام.\n
887,344,0,1,أَمَّا بَعْدُ فَإِنَّا کُنَّا نَحْنُ وَ أَنْتُمْ عَلَى مَا ذَکَرْتَ مِنَ الْأُلْفَةِ وَ الْجَمَاعَةِ فَفَرَّقَ بَیْنَنَا وَ بَیْنَکُمْ أَمْسِ أَنَّا آمَنَّا وَ کَفَرْتُمْ وَ الْیَوْمَ أَنَّا اسْتَقَمْنَا وَ فُتِنْتُمْ وَ مَا أَسْلَمَ مُسْلِمُکُمْ إِلَّا کَرْهاً وَ بَعْدَ أَنْ کَانَ أَنْفُ الْإِسْلَامِ کُلُّهُ لِرَسُولِ اللَّهِ ( صلى الله علیه وآله ) حِزْباً .\n,اما بعد از حمد و ثنای خداوندی، قطعی است که ما و شما همانطور که گفته ای بر مبنای دوستی و هماهنگی جمعی زندگی می کردیم، اما دیروز ما و شما را از یکدیگر جدا کرد. \nما ایمان آوردیم و شما کفر ورزیدید و امروز ما بر دین خود پابرجا هستیم و شما در تردید و پریشانی بسر می برید و اسلام نیاورد مسلمانان شما مگر از روی اکراه پس از آن که بزرگان قوم را دید که همگی به رسول خدا (صلی الله علیه و آله) گرایش پیدا کردند و داخل حزب او شدند. \n
888,344,0,1,وَ ذَکَرْتَ أَنِّی قَتَلْتُ طَلْحَةَ وَ الزُّبَیْرَ وَ شَرَّدْتُ بِعَائِشَةَ وَ نَزَلْتُ بَیْنَ الْمِصْرَیْنِ وَ ذَلِکَ أَمْرٌ غِبْتَ عَنْهُ فَلَا عَلَیْکَ وَ لَا الْعُذْرُ فِیهِ إِلَیْکَ .,و گفته ای من طلحه و زبیر را کشتم و عایشه را وادار به فرار کردم و مابین کوفه و بصره فرود آمدم! این حادثه چیزیست که تو از آن غایب بودی، پس ضرری بر تو نداشته تا درباره آن از تو عذر خواسته شود. 
889,344,0,1,وَ ذَکَرْتَ أَنَّکَ زَائِرِی فِی الْمُهَاجِرِینَ وَ الْأَنْصَارِ وَ قَدِ انْقَطَعَتِ الْهِجْرَةُ یَوْمَ أُسِرَ أَخُوکَ فَإِنْ کَانَ فِیهِ عَجَلٌ فَاسْتَرْفِهْ فَإِنِّی إِنْ أَزُرْکَ فَذَلِکَ جَدِیرٌ أَنْ یَکُونَ اللَّهُ إِنَّمَا بَعَثَنِی إِلَیْکَ لِلنِّقْمَةِ مِنْکَ وَ إِنْ تَزُرْنِی فَکَمَا قَالَ أَخُو بَنِی أَسَدٍ:\nمُسْتَقْبِلِینَ رِیَاحَ الصَّیْفِ تَضْرِبُهُمْ 	 بِحَاصِبٍ بَیْنَ أَغْوَارٍ وَ جُلْمُودِ\n,و گفته ای که تو همراه مهاجرین و انصار با من دیدار خواهی کرد. \nآن روز که برادرت به اسارت درآمد، هجرت برید و به پایان رسید. \nاگر در این دیدار شتاب داری، اندکی آرامش داشته باش، چه اگر من به دیدار تو بیایم، سزاوارتر است، زیرا در این صورت خداست که مرا برای گرفتن انتقام از تو به سوی تو فرستاده است و اگر تو به دیدار من بیایی همان را خواهی دید که آن مرد از بنی اسد گفته است:\n اگر آنان روی بیاورند، روی به بادهای تابستانی می آورند که در میان سرازیری ها و گودی ها و صخره ها با سنگریزه (شن ها) آنان را می زنند. \n
890,344,0,1,وَ عِنْدِی السَّیْفُ الَّذِی أَعْضَضْتُهُ بِجَدِّکَ وَ خَالِکَ وَ أَخِیکَ فِی مَقَامٍ وَاحِدٍ وَ إِنَّکَ وَ اللَّهِ مَا عَلِمْتُ الْأَغْلَفُ الْقَلْبِ الْمُقَارِبُ الْعَقْلِ .,ای معاویه، هم اکنون آن شمشیر را که به پدربزرگ و دایی و برادرت در یک محل فرو کردم، با خود دارم و تو ای معاویه، سوگند به خدا آنطور که دانسته ام قلبی بسته و عقلی ناتوان داری. 
891,344,0,1,وَ الْأَوْلَى أَنْ یُقَالَ لَکَ إِنَّکَ رَقِیتَ سُلَّماً أَطْلَعَکَ مَطْلَعَ سُوءٍ عَلَیْکَ لَا لَکَ لِأَنَّکَ نَشَدْتَ غَیْرَ ضَالَّتِکَ وَ رَعَیْتَ غَیْرَ سَائِمَتِکَ وَ طَلَبْتَ أَمْراً لَسْتَ مِنْ أَهْلِهِ وَ لَا فِی مَعْدِنِهِ فَمَا أَبْعَدَ قَوْلَکَ مِنْ فِعْلِکَ ؟,سزاوار آنست که درباره تو گفته شود: تو از نردبانی بالا رفتی که تو را بر دیدگاهی بد مشرف کرده است که به ضرر توست نه به نفع تو، زیرا تو دنبال چیزی می گردی که گمشده تو نیست و چوپانی حیوانی را به عهده گرفته ای که از آن تو نمی باشد و حقیقتی (زمامداری) را طلب میکنی که نه از اهل آن حقیقتی و نه ارتباطی با اصل و ریشه آن داری. چه بسیار فاصله دارد سخنت از عملت. \n
892,344,0,1,وَ قَرِیبٌ مَا أَشْبَهْتَ مِنْ أَعْمَامٍ وَ أَخْوَالٍ حَمَلَتْهُمُ الشَّقَاوَةُ وَ تَمَنِّی الْبَاطِلِ عَلَى الْجُحُودِ بِمُحَمَّدٍ ( صلى الله علیه وآله ) فَصُرِعُوا مَصَارِعَهُمْ حَیْثُ عَلِمْتَ لَمْ یَدْفَعُوا عَظِیماً وَ لَمْ یَمْنَعُوا حَرِیماً بِوَقْعِ سُیُوفٍ مَا خَلَا مِنْهَا الْوَغَى وَ لَمْ تُمَاشِهَا الْهُوَیْنَى.,و چه بسیار شباهت با عموها و دایی هایت داری. \nآنان را شقاوت و آرزوی باطل وادار به انکار محمد (صلی الله علیه و آله) نمود و در نتیجه همانطور که می دانی به هلاکتی که سزاوارش بودند، افتادند. \nنه یک بلای بزرگ را با شمشیرهایی که هیچ جنگی از آنها خالی نیست و نه امکان سستی در به کار بردن آنها راه دارد، از خود دفع کردند و نه از شکستن حریمی جلوگیری نمودند. \n
893,344,0,1,وَ قَدْ أَکْثَرْتَ فِی قَتَلَةِ عُثْمَانَ فَادْخُلْ فِیمَا دَخَلَ فِیهِ النَّاسُ ثُمَّ حَاکِمِ الْقَوْمَ إِلَیَّ أَحْمِلْکَ وَ إِیَّاهُمْ عَلَى کِتَابِ اللَّهِ تَعَالَى وَ أَمَّا تِلْکَ الَّتِی تُرِیدُ فَإِنَّهَا خُدْعَةُ الصَّبِیِّ عَنِ اللَّبَنِ فِی أَوَّلِ الْفِصَالِ وَ السَّلَامُ لِأَهْلِهِ .,درباره قاتلان عثمان خیلی حرف زدی،(اگر واقعا می خواهی حق روشن شود) تو هم در آنچه مردم داخل شده اند (قبول حکومت من) وارد شو. سپس آن قوم را به عنوان کسانی که باید محاکمه شوند، به من معرفی کن. در آن موقع من تو را و آنان را به عمل به کتاب خداوند متعال وامی دارم و اما آنچه که تو می خواهی، یک فریبکاری است مانند گول زدن کودک شیرخوار در موقعی که او را از شیر جدا می کنند. و سلام بر شایستگانش.\n
