Category,SubCat,VerseBy,VerseByID,Verse,VerseRef
Adaab,307,Imam Jafar ibn Muhammad [a],9,"Sileh Rahmi perfects the morals and encourages charity. When one performs Sileh Rahmi he has to be benevolent towards his relatives. The continuous practice of Sileh Rahmi brings refinement in his morals. In the same way repeated acts of kindness inculcate a benign and compassionate feeling in the person, and the soul is purified (from the sin of jealousy and enmity).                                                             ","Greater Sins Vol 1, part 3, page 165; Safinatun Behaar"
Adaab,307,Imam Ali ibn Husayn [a],7,"There are two actions, towards which, a step taken is liked by Allah more than anything else. One is the step taken to join a row formed in the name of Allah (for Jehad or Namaz); the second is the one taken to extend a hand of friendship towards kith and kin who want to break relations.","Greater Sins Vol 1, part 3, page 165; Behaarul Anwaar"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Take refuge in God from disaster, wretchedness, bad destinies and blames of enemies.",Nahj al Fasahah; Tradition No. 1814; Page No. 256
Adaab,307,Hazrat Muhammad Mustafa [s],2,"Certainly there is a section in Paradise which can not be attained except by three kinds of people. First the just Imam, second, the one who does Sileh Rahmi, and third the one who has family (and children) but remains patient (in poverty and diffi culties","Greater Sins Vol 1, part 3, page 166; Behaarul Anwaar"
Adaab,307,Hazrat Muhammad Mustafa [s],2,"When a person goes towards his relatives so that he can fulfill his rights with his life and his wealth, Allah bestows upon him the reward of a martyr at every step he takes. He (Allah) writes down forty thousand Hasana (the unit of Divine rewards) and He erases forty thousand of his sins and He elevates him by forty thousand grades. The person achieves the position of one who has worshipped Allah for a hundred years","Greater Sins Vol 1, part 3, page 166; Behaarul Anwaar"
Akhlaq,55,Imam Jafar ibn Muhammad [a],9,If the father is virtuous the Almighty Allah protects the children,"Greater Sins Vol 1, part 3, page 184"
Holy Qu'ran,268,Allah [swt],1,"And as for the wall, it belonged to two orphan boys in the city, and there was beneath it a treasure belonging to them, and their father was a righteous man, so your Lord desired that they should attain their maturity and take out their treasures, a mercy from your Lord...""","Greater Sins Vol 1, part 3, page 184; Surah Kahf 18:82"
Akhlaq,481,Imam Jafar ibn Muhammad [a],9,Umar bin Zurarah says that he enquired from Imam Ja'far as-Sadiq (a.s.) regarding the Greater Sins. He said:,"Greater Sins Vol 1, part 3, page 184; Behaarul Anwaar"
Akhlaq,481,Hazrat Muhammad Mustafa [s],2,Imam Muhammad Baqir (a.s.) narrates from the Holy Prophet (s.a.w.s.) that he said:,"Greater Sins Vol 1, part 3, page 184,185; Behaarul Anwaar"
Akhlaq,481,Imam Ali ibn Musa [a],11,"Imam Reza (a.s.) was asked, ""What is the smallest quantity of the orphan's property the appropriation of which causes one to enter the fire (of Hell)?""","Greater Sins Vol 1, part 3, page 185"
Akhlaq,481,Hazrat Muhammad Mustafa [s],2,"On the night of ascension (Meraj) when I was taken to the skies I decried a group of people whose bellies were being stuffed with fire. And the fire was spilling from their anal openings. I asked Jibraeel, who they are? Jibraeel replied, 'They are those who used to usurp the property of the orphans unjustly'","Greater Sins Vol 1, part 3, page 185; Wasaelush Shia"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The most abstinent of all people is the one who does not forget (his) grave and trial, who ignores the best worldly beauties, who prefers unending to ending blessings, who does not regard tomorrow of his lifetime, and who considers himself (herself) as dead.",Nahj al Fasahah; Tradition No. 2087; Page No. 292&293
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The most beloved creatures to God are the unknown pious.,Nahj al Fasahah; Tradition No. 2088; Page No. 293
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The most blasphemous and oppressive is the one who hears the Exalted God's caller to prayer and salvation, but gives no response.",Nahj al Fasahah; Tradition No. 2089; Page No. 293
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,The most capital sins on a liar's tongue begin.,Nahj al Fasahah; Tradition No. 2090; Page No. 293
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The most dangerous enemy of yours is your wife who shares your bed, or your maid servant whom you possess.",Nahj al Fasahah; Tradition No. 2091; Page No. 293
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"The most daring among you in taking oath, will be the most daring in respect to the Fire.",Nahj al Fasahah; Tradition No. 2092; Page No. 293
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Patience and prudence are superior to setting slaves free, and the holders of them will be allowed to Paradise without questioning.",Nahj al Fasahah; Tradition No. 1526; Page No. 218
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Patience beautifies its host, and violence degrades it.",Nahj al Fasahah; Tradition No. 1527; Page No. 218
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Patience belongs to Heaven, and haste to Satan.",Nahj al Fasahah; Tradition No. 1528; Page No. 218
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Patience belongs to the Heaven, and haste to Satan.",Nahj al Fasahah; Tradition No. 1529; Page No. 218
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Patience is half of faith, and certainty is faith in its entirety.",Nahj al Fasahah; Tradition No. 1530; Page No. 218
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Patience is the cause of contentment.,Nahj al Fasahah; Tradition No. 1531; Page No. 218&219
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Patience to faith is like unto brain to body.,Nahj al Fasahah; Tradition No. 1532; Page No. 219
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Paying respect to women whose husbands struggle in the way of God (in the battlefield) by men who stay back at home, is like unto honoring their own mothers, and anyone of the latter who takes upon himself the guardianship of a struggler's family but betrays them in any way, will be made to stand on his feet in the Day of Judgment, with the struggler being made aware of his treachery and asked to make his own whatever he likes of the treacherous person's good deeds. What do you think?!",Nahj al Fasahah; Tradition No. 1538; Page No. 219&220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Peace of mind is gain and missing it is loss.,Nahj al Fasahah; Tradition No. 1539; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"People are Adam's sons (anyway), and Adam was made of clay.",Nahj al Fasahah; Tradition No. 1540; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"People are all dependents of God, and the most favorite of them to God is the most beneficial to His dependents.",Nahj al Fasahah; Tradition No. 1541; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"People are like unto camels- a hundred of them you see, but not even one among them for a load to carry.",Nahj al Fasahah; Tradition No. 1542; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,People are like unto the teeth of a comb.,Nahj al Fasahah; Tradition No. 1543; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"People are mines, mines of gold and silver.",Nahj al Fasahah; Tradition No. 1544; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"People are mines, with their race (origins) affecting them, and bad training is like unto bad race.",Nahj al Fasahah; Tradition No. 1545; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"People are two groups: teachers and learners, and there is no good in other than these two.",Nahj al Fasahah; Tradition No. 1546; Page No. 220
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"People do good deeds, but their reward in the Day of Judgment will be to the extent of their wisdom.",Nahj al Fasahah; Tradition No. 1547; Page No. 220&221
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,People perish through the offshoots of their tongues.,Nahj al Fasahah; Tradition No. 1548; Page No. 221
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,People who entrust the administration of their affairs to a woman will never be saved(prosperous).,Nahj al Fasahah; Tradition No. 1550; Page No. 221
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,People will be resurrected with respect to their intentions in the Day of Judgment.,Nahj al Fasahah; Tradition No. 1551; Page No. 221
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,People will face a time when a believer will be meaner than his sheep.,Nahj al Fasahah; Tradition No. 1552; Page No. 221
Akhlaq,253,Hazrat Muhammad Mustafa [s],2,"It is the right of a neighbor to pay him a visit in sickness, to attend his funeral procession, to lend him money in times of need, to congratulate him in happiness, to console him in sadness and to avoid constructing your building higher than his, lest you should block up the wind blowing to his house.",Nahj al Fasahah; Tradition No. 1094; Page No. 155
Akhlaq,202,Hazrat Muhammad Mustafa [s],2,"It is undesirable for a ruler to accept gifts, and blasphemous for a judge to do so.",Nahj al Fasahah; Tradition No. 1095; Page No. 155
Akhlaq,247,Hazrat Muhammad Mustafa [s],2,"It is unlawful for the men of my people, but not for women, to dress themselves in silk and gold.","Nahj al Fasahah, Tradition No. 1096, Page No. 155"
Akhlaq,368,Hazrat Muhammad Mustafa [s],2,"It may happen that a man beseeches the Exalted God to settle his need, but He does not grant his request on account of a reason and thus, he charges people of being unjust to him, saying, ""who has taken away my share""?",Nahj al Fasahah; Tradition No. 1097; Page No. 155
Akhlaq,132,Hazrat Muhammad Mustafa [s],2,"It may happen that a man is raised in Paradise, and on asking how this happened, he will be told, ""Your son has asked forgiveness for you"".",Nahj al Fasahah; Tradition No. 1098; Page No. 155
Akhlaq,496,Hazrat Muhammad Mustafa [s],2,"It may happen that a man or a woman worships (obeys) God, the Exalted, for sixty years, but at the time of death, (s) he does not act properly concerning his (her) testament and thus, Hell will be indispensable for him (her).",Nahj al Fasahah; Tradition No. 1099; Page No. 155&156
Akhlaq,5,Hazrat Muhammad Mustafa [s],2,"It may happen that a man performs deeds, which seem heavenly to others, but he is, in fact, a dweller of Hell, and it may happen that a man performs deeds, which seem hellish to others, but he is, in fact, a dweller of Paradise.",Nahj al Fasahah; Tradition No. 1100; Page No. 156
Akhlaq,5,Hazrat Muhammad Mustafa [s],2,"It may happen that a man performs heavenly deeds for a long time but his deeds end up with those of the dwellers of Hell, and it may happen that a man does hellish deeds for a long time but his deeds end up with those of the dwellers of Paradise.",Nahj al Fasahah; Tradition No. 1101; Page No. 156
Akhlaq,50,Hazrat Muhammad Mustafa [s],2,It may happen that a servant (of God) gives a loaf of bread in charity but it turns out to be great as Mount Uhud to God.,Nahj al Fasahah; Tradition No. 1102; Page No. 156
Akhlaq,5,Hazrat Muhammad Mustafa [s],2,"It may happen that one of you is used to performing heavenly deeds so that there remains only a cubit between him and Paradise, but (suddenly) his fate outruns his deeds and he commits a hellish deed which earns him Hell, and it may happen that one of you is used to performing hellish deeds so that there remains only a cubit between him and Hell, but (suddenly) his fate outruns his deeds and he commits a heavenly deed which earns him Paradise.",Nahj al Fasahah; Tradition No. 1103; Page No. 156&157
Akhlaq,284,Hazrat Muhammad Mustafa [s],2,It was quite probable that poverty end in blasphemy.,Nahj al Fasahah; Tradition No. 1104; Page No. 157
Akhlaq,274,Hazrat Muhammad Mustafa [s],2,It was quite probable that the patient be appointed to prophethood.,Nahj al Fasahah; Tradition No. 1105; Page No. 157
Akhlaq,5,Hazrat Muhammad Mustafa [s],2,It will be sufficient for a man if the Exalted God know his dissatisfaction as to what he sees indecent but is unable to change.,Nahj al Fasahah; Tradition No. 1106; Page No. 157
Akhlaq,50,Hazrat Muhammad Mustafa [s],2,It would be much better for one to give a penny in health (in the way of God) than to emancipate a salve at the point of death.,Nahj al Fasahah; Tradition No. 1107; Page No. 157
Akhlaq,197,Hazrat Muhammad Mustafa [s],2,"Jealousy eats away good deeds just as fire eats away firewood, and charity puts out (the flames of) sins just as water puts out fire.",Nahj al Fasahah; Tradition No. 1108; Page No. 158
Akhlaq,197,Hazrat Muhammad Mustafa [s],2,Jealousy ruins (one's) faith just as aloe decays honey.,Nahj al Fasahah; Tradition No. 1109; Page No. 158
Akhlaq,143,Hazrat Muhammad Mustafa [s],2,Jens will not make idiot those who have horses of noble birth at home.,Nahj al Fasahah; Tradition No. 1110; Page No. 158
Akhlaq,131,Hazrat Muhammad Mustafa [s],2,"Jesus, son of Mary beheld a man stealing (something).""Did you steal anything""?, he asked him."" No, by the God save Him no god exists"". The man retorted."" I believe in God and my eyes have erred"". Jesus asserted.",Nahj al Fasahah; Tradition No. 1111; Page No. 158
Akhlaq,132,Hazrat Muhammad Mustafa [s],2,"Join the one who has renounced you, do good to the one who has deprived you and forgive the one who has oppressed you.",Nahj al Fasahah; Tradition No. 1112; Page No. 158
Akhlaq,143,Hazrat Muhammad Mustafa [s],2,"Join the one who has renounced you, do good to the one who has wronged you and tell the truth, though it might be against you.",Nahj al Fasahah; Tradition No. 1113; Page No. 159
Akhlaq,177,Hazrat Muhammad Mustafa [s],2,Joining a servant's meal shows one's humility.,Nahj al Fasahah; Tradition No. 1114; Page No. 159
Akhlaq,247,Hazrat Muhammad Mustafa [s],2,"Joking is not allowed in the following three: divorce, marriage, and emancipation of slaves.","Nahj al Fasahah, Tradition No. 1115, Page No. 159"
Akhlaq,143,Hazrat Muhammad Mustafa [s],2,"Justice is good but it's better with rulers, generosity is good but it's better with the rich, abstinence is good but it's better with the learned, patience is good but it's better with the poor, penitence is good but it's better with the youth, and chastity is good but it's better with women.",Nahj al Fasahah; Tradition No. 1116; Page No. 159
Akhlaq,47,Hazrat Muhammad Mustafa [s],2,"Keen is the one who rules over his (evil) soul and makes provisions for the Hereafter, and weak is the one who obeys his carnal desires and asks God for (unrealizable) longings.",Nahj al Fasahah; Tradition No. 1117; Page No. 160
Akhlaq,19,Hazrat Muhammad Mustafa [s],2,"Keep away from the unlawful to be the most (obedient) servant of God, and be convinced with your destined share to be needless of all people.","Nahj al Fasahah, Tradition No. 1118, Page No. 160"
Akhlaq,19,Hazrat Muhammad Mustafa [s],2,"Keep away from a leprous as you do from a wild animal. Should (s)he settle somewhere, you do settle somewhere else.","Nahj al Fasahah, Tradition No. 1119, Page No. 160"
Akhlaq,247,Hazrat Muhammad Mustafa [s],2,"Keep away from oppression, for it will bring (you) darkness in the Day of Judgment.","Nahj al Fasahah, Tradition No. 1120, Page No. 160"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever pays a visit to a patient plunges himself into the Mercy of God, and if he sits beside him\her, Mercy will surround him. A perfect visit to a patient is achieved when one of you puts his hand on his\her face or hand and asks him\her how he feels. The perfect way of greeting for you is to shake hands with each other.",Nahj al Fasahah; Tradition No. 3066.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever performs the following three, a wrongdoer will turn out to be: hoisting the banner of falsehood, subjecting oneself to his (her) parents' curse, and accompanying a tyrant with the intention to assist him.",Nahj al Fasahah; Tradition No. 3068.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever plants a good deed will profit by it, and whoever plants an evil deed will reap it.",Nahj al Fasahah; Tradition No. 3069.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever plants a good deed will profit by it, and whoever plants an evil deed will reap remorse.",Nahj al Fasahah; Tradition No. 3070.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever plants something on which a bird feeds itself, earns an act of charity.",Nahj al Fasahah; Tradition No. 3071.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever plays a trick on us does not belong to us.Verily, cheating and deceiving lead man to Hell.",Nahj al Fasahah; Tradition No. 3072.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Whoever plays backgammon is like unto the one who has dipped his hands into a pig's meat and blood.,Nahj al Fasahah; Tradition No. 3073.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever possesses four things, will enjoy the good of both worlds: a tongue by which to remember God, a heart by which to express gratitude to Him, a body to be tolerant enough against sufferings, and a wife not to be disloyal to one's wealth and chastity.",Nahj al Fasahah; Tradition No. 3075.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever practices the following three, will taste the sweetness of faith: loving God and His prophet more than any other one, loving people just for the sake of God, and detesting blasphemy, after having been saved from it by God, just as one detests falling into fire.",Nahj al Fasahah; Tradition No. 3076.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever prays much at night, will in the day have a face bright (nice).",Nahj al Fasahah; Tradition No. 3077.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever prays well in the presence of people but does the reverse in privacy, is actually offending his Lord.",Nahj al Fasahah; Tradition No. 3078.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever prepares provision in this world, will make use of it in the Hereafter.",Nahj al Fasahah; Tradition No. 3079.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever pronounces judgment without knowledge, is responsible for its subsequent sins, and whoever advises his brother (in faith) to do an action which he knows should not be done, is a traitor to him.",Nahj al Fasahah; Tradition No. 3080.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever purifies (his intent) forty mornings for God's sake, will come up with fountains of wisdom flowing from his heart to his tongue.",Nahj al Fasahah; Tradition No. 3081.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Whoever refrains from bearing witness when required is like unto the one who gives false testimony.,Nahj al Fasahah; Tradition No. 3082.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever regards tomorrow a day of his/her life, is not well aware of death.",Nahj al Fasahah; Tradition No. 3083.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Whoever rejoices at the good or evil deeds of a people is like unto the doers of those deeds.,Nahj al Fasahah; Tradition No. 3084.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever remains in the sulks with his brother (in faith) more than three days before death, will be put to Hell.",Nahj al Fasahah; Tradition No. 3085.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever remains in unfriendly terms with his brother (in religion) for one whole year, is like unto the one who may happen to kill him.",Nahj al Fasahah; Tradition No. 3086.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Whoever rules over ten people will be brought to the Day of Judgment in chains to be either freed for justice or demolished for tyranny.,Nahj al Fasahah; Tradition No. 3089.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever seeks a sort of knowledge and finds it, will be rewarded in double, and whoever seeks a sort of knowledge but fails to find it, will be rewarded in single.",Nahj al Fasahah; Tradition No. 3090.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever seeks knowledge to vie with the wise, to dispute with the unwise, or to attract laymen's attention, will be put to Hell by God.",Nahj al Fasahah; Tradition No. 3091.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever seeks people's admiration through disobeying God, will end up with his admirers' reproaches.",Nahj al Fasahah; Tradition No. 3092.
Adaab,307,Imam Jafar ibn Muhammad [a],9,"Urwah Ibne-Yazeed asked Imam Ja'far as-Sadiq (a.s.) the meaning of this Ayat (Surah Raad 13:21), the Imam (a.s.) replied;","Greater Sins Vol 1, part 3, page 167; Al Kafi"
Adaab,307,Imam Jafar ibn Muhammad [a],9,The kindness towards relative and goodness towards the believing brother makes easy your reckoning on the Day of Judgement and protects you from sins. So you should be kind to your relatives and be good to your believing brothers even if it is as little as a sincere 'salaam' (salutation) or a hearty reply to a salaam,"Greater Sins Vol 1, part 3, page 167; Al Kafi"
Adaab,307,Imam Jafar ibn Muhammad [a],9,Do Sileh Rahmi towards your relatives and the near ones even if it is just by offering a glass of water to them,"Greater Sins Vol 1, part 3, page 167; Wasaelush Shia"
Adaab,307,Hazrat Muhammad Mustafa [s],2,Do not break ties with your relatives even if they break them with you.,"Greater Sins Vol 1, part 3, page 170"
Adaab,307,Imam Jafar ibn Muhammad [a],9,"Abdullah Ibne Sinan says that I pleaded to Imam Ja'far as-Sadiq (a.s.), ""I have a cousin, I do Sileh Rahmi (kindness) towards him and do not wish to break ties with him. But he wants to break ties with me. (Master!) I want to maintain relations but he wishes to sever them. Due to this behaviour of his I am also inclined to cut off ties with him. Can you permit me to do so?""","Greater Sins Vol 1, part 3, page 170; Al Kafi"
Adaab,307,Hazrat Muhammad Mustafa [s],2,"If any one betrays trust with you, do not betray trust with him or you will also become like him. Similarly, do not break ties with your relatives even if they do so.","Greater Sins Vol 1, part 3, page 171; Behaarul Anwaar"
Adaab,307,Hazrat Muhammad Mustafa [s],2,"The three such qualities are, firstly, to do Sileh Rahmi with one who does Qat-e-Rahmi with you. Secondly, fulfill the needs of one who has deprived you. Thirdly, forgive those who have oppressed you.","Greater Sins Vol 1, part 3, page 171;"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Punish your servants to the extent of their intellect.,Nahj al Fasahah; Tradition No. 1606; Page No. 228
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever gives his condolences to an afflicted person, will receive the same reward as him.",Nahj al Fasahah; Tradition No. 2976.
Adaab,307,Imam Jafar ibn Muhammad [a],9,"Ibne-e-Hamid enquired from Imam Ja'far as-Sadiq (a.s.): ""My relatives are not of my religion. Are any of their rights upon me?"" Imam (a.s.) gave the following reply:","Greater Sins Vol 1, part 3, page 171; Al Kafi"
Adaab,307,Imam Jafar ibn Muhammad [a],9,"Dawood Raqqi says: ""I was sitting in the company of Imam (a.s.) when Imam (a.s.) himself started speaking and said:","Greater Sins Vol 1, part 3, page 172; Behaarul Anwaar"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,You will not be helped but for the prayers and patience of your poor ones.,Nahj al Fasahah; Tradition No. 3209.
Adaab,307,Imam Jafar ibn Muhammad [a],9,Conversation of Imam as-Sadiq (a.s.) With Abdullah Hasani,"Greater Sins Vol 1, part 3, page 172; Al Kafi"
Holy Qu'ran,307,Allah [swt],1,"You shall not find people who believe in Allah and the latter day befriending those who act in opposition to Allah and His apostle, even though they were their (own) fathers, or their sons or their brothers or their kinsfolk ","Greater Sins Vol 1, part 3, page 174; Surah Mujadila 58:22"
Holy Qu'ran,307,Allah [swt],1,"Allah does not forbid you from respecting those who have not made war against you on account of (your) religion, and have not driven you forth from your homes, that you show them kindness and deal with them justly, surely Allah loves the doers of justice. Allah only forbids you from respecting those who made war upon you on account of (your) religion, and drove you forth from your homes and backed up others in your expulsion, that you make friendship with them and whoever makes friends with them, these are the unjust.","Greater Sins Vol 1, part 3, page 174; Surah Mumtehana 60:8-9"
Adaab,307,Hazrat Muhammad Mustafa [s],2,The Holy Prophet (s.a.w.s.) told Ali (a.s.):,"Greater Sins Vol 1, part 3, page 175; Behaarul Anwaar"
Adaab,307,Imam Ali ibn Abu Talib [a],3,"Amirul Momineen (a.s.) writes a letter to one of his officers,","Greater Sins Vol 1, part 3, page 176"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When a group of people falls into evil, they (extravagantly) decorate their mosques.",Nahj al Fasahah; Tradition No. 2780.
Holy Qu'ran,307,Allah [swt],1,"Certainly Allah conferred a benefit upon the believers when he raised among them an apostle from among themselves, reciting to them His communications and purifying them, and teaching them the book and the wisdom, although before that they were surely in manifest error.","Greater Sins Vol 1, part 3, page 177; Surah Aale Imran 3:164"
Adaab,307,Imam Jafar ibn Muhammad [a],9,Yunus Ibne Abdul Rehman told Imam Ja'far as-Sadiq (a.s.):,"Greater Sins Vol 1, part 3, page 177"
Holy Qu'ran,307,Allah [swt],1,Certainly the Believers Are Brothers of Each Other.,"Greater Sins Vol 1, part 3, page 177; Surah Hujarat 49:10"
Holy Qu'ran,307,Allah [swt],1,"...Say: I do not ask of you any reward for it but love for my near relatives....""","Greater Sins Vol 1, part 3, page 178; Surah Shuara 42:23"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever happens to witness a sin which (s)he detests, will be regarded as absent, and whoever is pleased with a sin committed in his/her absence, will be regarded as a witness to it.",Nahj al Fasahah; Tradition No. 2981.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever has a blessing is subject to jealousy, save humble people.",Nahj al Fasahah; Tradition No. 2982.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever has a debt and intends to repay it, will always be supported by an angel on God's side.",Nahj al Fasahah; Tradition No. 2983.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Whoever has an excessive greed for people's property, will touch fire, being it a bit or a lot he takes.",Nahj al Fasahah; Tradition No. 2984.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,May God damn the slaves of Dirhams and Dinars.,Nahj al Fasahah; Tradition No. 1283; Page No. 183
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"May God shower His mercy on those who oppress their brethren in so far as their respect or wealth are concerned, but happen to meet them with the request of forgiveness err they are called to account, for then if they will possess no Dirham and Dinar (with which to expiate their oppression), their good deeds (if any) will be taken away from them, and the oppressed' evil deeds will be loaded on them if they are devoid of any good deeds.",Nahj al Fasahah; Tradition No. 1296; Page No. 185
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"May God shower His mercy on those who utter good words and thereby receive good, or stop uttering bad words and thus ensure their (own) safety.",Nahj al Fasahah; Tradition No. 1297; Page No. 185
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"May God shower his Mercy on those who withhold the excess of their words, but spend the excess of their wealth (in the way of God).",Nahj al Fasahah; Tradition No. 1298; Page No. 185
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,May God shower His mercy on well-speaking people.,Nahj al Fasahah; Tradition No. 1299; Page No. 185
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,May the sunrise of a day be not blessed for me when I fail to acquire the knowledge which might draw me nearer to God.,Nahj al Fasahah; Tradition No. 1300; Page No. 185
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Measure (your) friend by his friend.,Nahj al Fasahah; Tradition No. 1301; Page No. 185&186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Mediation between two persons in marital affairs is among the best forms of mediations.,Nahj al Fasahah; Tradition No. 1302; Page No. 186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Medicines are the Exalted God's destined creatures, and only with His permission they exert their effects.",Nahj al Fasahah; Tradition No. 1303; Page No. 186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Meditate on anything, save God's nature.",Nahj al Fasahah; Tradition No. 1304; Page No. 186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Meditate on creatures, but not on the Creator, for you will face failure in understanding His nature.",Nahj al Fasahah; Tradition No. 1305; Page No. 186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Meditate on God's blessings, but not on His nature.",Nahj al Fasahah; Tradition No. 1306; Page No. 186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Meditate on God's creatures but not on His nature, for you will perish.",Nahj al Fasahah; Tradition No. 1307; Page No. 186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Meditate on what you do. Should it end in good, let it continue; but let it cease, if a source of worry it will be to you.",Nahj al Fasahah; Tradition No. 1308; Page No. 186
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,Men's hearts naturally like those who do good to them and dislike those who do evil to them.,Nahj al Fasahah; Tradition No. 1309; Page No. 186
Akhlaq,97,Hazrat Muhammad Mustafa [s],2,"I assure (you) on behalf of God that each time a wise man makes a mistake, he is upgraded by God so that he finally joins Paradise.",Nahj al Fasahah; Tradition No. 957; Page No. 135&136
Akhlaq,167,Hazrat Muhammad Mustafa [s],2,"I do not like Mount Uhud to turn to gold for me and even one Dinaar of it be left with me more than three days, save for lending.",Nahj al Fasahah; Tradition No. 958; Page No. 136
adaab,128,Hazrat Muhammad Mustafa [s],2,I eat food like slaves and sit on the ground as they do.,Nahj al Fasahah; Tradition No. 959; Page No. 136
Aqaed,462,Hazrat Muhammad Mustafa [s],2,"I give you glad tidings, and you give glad tidings to others, that whoever honestly bears witness to ""There is no god but Allah"", will undoubtedly be allowed to Paradise.","Nahj al Fasahah, Tradition No. 961, Page No. 136"
Akhlaq,494,Hazrat Muhammad Mustafa [s],2,"I looked at Paradise and saw the poor dwelled therein the most, and at Hell wherein women were the majority (to roast).","Nahj al Fasahah, Tradition No. 964, Page No. 136"
adaab,471,Hazrat Muhammad Mustafa [s],2,I never buy something before getting aware of its price.,Nahj al Fasahah; Tradition No. 965; Page No. 137
