ID,Type,ParaNo,ParaFormat,mqar,mqur,status,TypeNo
154,3,,1,,ان حالات میں، مَیں نے نہج البلاغہ کا ترجمہ پیش کرنے کی جرأت کی ہے۔ ترجمہ جیسا کچھ بھی ہے آپ کے سامنے ہے۔ میری کوشش تو یہی رہی ہے کہ میرے امکانی حدود تک ترجمہ صحیح ہو، لیکن میری کوشش کہاں تک بار آور ہوئی ہے اس کا اندازہ اربابِ علم ہی کر سکتے ہیں۔ میرے صحیح سمجھنے یا کہنے سے کیا ہوتا ہے۔ یہ تو ممکن ہی نہیں ہے کہ ترجمہ میں اصل کی لطافت و بلاغت اور علوی نطق و فصاحت کے جوہر کو سمویا جا سکے تاہم:,,0
155,3,,7,,آبِ دريا را اگر نتوان كشيدهم به قدر تشنگی بايد چشيد!,,0
156,3,,1,,جو ہو سکتا ہے وہ ظاہر الفاظ کا ایک حد تک صحیح ترجمہ ہے۔ چنانچہ اس کے لئے میں نے کوئی کوشش اٹھا نہیں رکھی۔ اب اس سے اگر تھوڑی بہت جھلک بھی کلامِ امام کی سامنے آ جائے تو وہی بہت ہے:,,0
157,3,,7,,گر بمعنی نہ رسی جلوۂ صورت چہ کم است,,0
158,3,,1,,ترجمہ و حواشی کے سلسلے میں تاریخ و سیر و رجال کی کتابوں کے علاوہ نہج البلاغہ کے متعدد تراجم و شروح بھی میرے پیش نظر رہے ہیں جن کا تفصیلی تذکرہ ضروری نہیں ہے۔ البتہ جن شروح سے میں نے خصوصیت کے ساتھ فائدہ اٹھایا ہے اور جا بجا ان کا حوالہ دے دیا ہے، ان کا ذکر کیا جاتا ہے:,,0
159,3,,2,,۱۔ ”اعلام نہج البلاغۃ“,,0
160,3,,1,,اس کے مصنف علی ابن الناصر ہیں جو جناب سیّد رضیؒ کے معاصر تھے۔ یہ نہج البلاغہ کی سب سے پہلی شرح ہے۔ گو مختصر ہے، لیکن حل لغات و تشریح مطالب کے لحاظ سے بہت بلند پایہ ہے۔ اس کا قلمی نسخہ لکھنؤ میں کتب خانہ جناب سیّد تقی صاحب اعلی اللہ مقامہ میں موجود ہے۔ وہیں سے اس کو حاصل کر کے دیکھا۔,,0
161,3,,2,,۲۔ ”شرح ابن میثم“,,0
162,3,,1,,شیخ کمال الدین میثم ابن علی ابن میثم بحرانی متوفی ۶۷۹ ہجری کی تصنیف ہے جو علمائے امامیہ میں بڑی بلند شخصیت کے مالک تھے۔ ان کی شرح معنی آفرینی و دقیقہ سنجی کے اعتبار سے بہت شہرت رکھتی ہے۔,,0
163,3,,2,,۳۔ ”شرح ابن ابی الحدید“,,0
164,3,,1,,ابو حامد عبد الحمید ابن ہبۃ اللہ معروف بہ ”ابن ابی الحدید“ مدائنی بغدادی، متوفی ۶۵۵ ہجری کی تصنیف ہے۔ یہ علمائے معتزلہ میں سے تھے۔ ان کی شرح شہرۂ آفاق ہے اور اہم مطالب پر مشتمل ہے اور مصر و ایران میں طبع ہو چکی ہے۔,,0
165,3,,2,,۴۔ ”دُرّۂ نجفیہ“,,0
166,3,,1,,الحاج میرزا ابراہیم خوئی شہید ۱۳۲۵ ہجری کی تصنیف ہے۔ مشہور و متداول شرح ہے۔ شرح ابن میثم سے متاثر ہو کر لکھی ہے اور اس کے علمی مطالب کو اپنی کتاب میں ”قال الفاضل“ کہہ کر درج کرتے ہیں اور کہیں کہیں پر اُن کے نقطۂ نظر سے اختلاف بھی کیا ہے۔ اس میں لغوی تشریحات بڑی وضاحت سے درج ہیں۔,,0
167,3,,2,,۵۔ ”منہاج البراعۃ“,,0
168,3,,1,,سیّد حبیب اللہ خوئی متوفیٰ حدود ۱۳۲۶ ہجری کی تصنیف ہے۔ یہ شرح بہت بسیط اور تفصیلی واقعات پر مشتمل ہے۔ اکثر مواقع پر ابن ابی الحدید سے اُلجھے ہیں اور کہیں کہیں ابن میثم پر تنقید بھی کی ہے۔ شرح عربی میں ہے اور فارسی زبان میں ترجمہ بھی ساتھ ساتھ ہے۔,,0
169,3,,2,,تشکر و امتنان,,0
170,3,,1,,میں اپنے بزرگ و محترم حضرت سیّد العلماء دام ظلہ کا صمیم قلب سے شکر گزار ہوں، جنہوں نے میری عرضداشت پر ترجمہ و حواشی کے بیشتر اجزا سماعت فرمانے کے بعد اس پر ایک بسیط و محققانہ مقدمہ تحریر فرمایا اور مختلف موارد پر اپنے زرّیں مشوروں سے رہنمائی فرمائی۔ خدا وند عالم آپ کے فیوض و برکات کو تا دیر باقی و برقرار رکھے۔,,0
171,3,,1,,الاحقر المذنب,,0
172,3,,1,,جعفر حسین,,0
173,3,,1,,عفی اللہ عنہ,,0
181,4,,2,,مقدمہ,,0
182,4,,2,,حجۃ الاسلام سیّد العلماء مولانا سیّد علی نقی صاحب قبلہ مد ظلّہٗ,,0
183,4,,1,,½بِسْمِ اللّٰہِ الرَّحْمٰنِ الرَّحِیْمِ¼,,0
184,4,,1,,½اَلْحَمْدُ لِلّٰہِ رَبِّ الْعٰلَمِیْنَ وَ الصَّلٰوۃُ وَ السَّلَامُ عَلٰی سَیِّدِ الْاَ نْبِیَآءِ وَ الْمُرْسَلِیْنَ وَ اٰلِہِ الطَّیِّبِیْنَ الطَّاھِرِیْنَ¼,,0
185,4,,1,,نہج البلاغہ امیر المومنین علی ابن ابی طالب(ع)کے کلام کا وہ مشہور ترین مجموعہ ہے جسے جناب سیّد رضیؒ برادر شریف مرتضیٰ علم الہدیٰ نے چوتھی صدی ہجری کے اواخر میں مرتب فرمایا تھا۔ اس کے بعد پانچویں صدی کے پہلے عشرہ میں آپ کا ا نتقال ہو گیا ہے اور نہج البلاغہ کے انداز تحریر سے پتہ یہ چلتا ہے کہ انہوں نے طویل جستجو کے ساتھ درمیان میں خالی اوراق چھوڑ کر امیر المومنین(ع)کے کلام کو متفرق مقامات سے یکجا کیا تھا، جس میں ایک طویل مدت انہیں صرف ہوئی ہو گی اور اس میں اضافہ کا سلسلہ ان کے آخر عمر تک قائم رہا ہوگا۔ یہاں تک کہ بعض کلام جو کتاب کے یکجا ہونے کے بعد ملا ہے، اس کو تعجیل میں انہوں نے اس مقام کی تلاش کئے بغیر جہاں اسے درج ہونا چاہیے تھا، کسی اور مقام پر شامل کردیا ہے اور وہاں پریہ لکھ دیا ہے کہ یہ کلام کسی اور روایت کے مطابق اس کے پہلے کہیں پر درج ہوا ہے۔ یہ اندازِ جمع وتالیف خود ایک غیر جانبدار شخص کیلئے یہ پتہ دینے کے واسطے کافی ہے کہ اس میں خود سیّد رضیؒ کے ملکہ انشاء اورقوت تحریر کا کوئی دخل نہیں ہے، بلکہ انہوں نے صرف مختلف مقامات سے جمع آوری کرکے امیر المومنین(ع)کے کلام کو یکجا کردینے پراکتفا کی ہے۔ یہ پاشانی اور پریشانی جسے بحیثیت تالیف کے کتاب کا ایک نقص سمجھنا چاہیے، مقام اعتبار میں اس پر اعتماد پیدا کرنے والا ایک جوہر ہو گیا ہے۔ انہوں نے مختلف نسخوں اورمختلف راویوں کی یادداشت کے مطابق نقل الفاظ میں اتنی احتیاط کی ہے کہ بعض وقت دیکھنے والے کے ذوق پر بار ہوجاتا ہے کہ اس عبارت کے نقل کرنے سے فائدہ ہی کیا ہوا جبکہ ابھی ابھی ہم ایسی ہی عبارت پڑھ چکے ہیں۔ جیسے ”ذم اہل بصرہ“ میں اس شہر کی غرقابی کے تذکرے میں اس کی مسجد کا نقشہ کھینچنے میں مختلف عبارات کبھی: ½نَعَامَۃٍ جَاثِمَۃٍ“¼ اورکبھی ½ ”كَجُؤْجُؤِ طَیْرٍ فِیْ لُجَّۃِ بَحْرٍ“¼{FR 4021 }اور اس سے ملتے جلتے ہوئے اور الفاظ، یہ اسی طرح کا اہتمام صحت نقل میں ہے۔,,0
186,4,,1,,جیسے موجودہ زمانہ میں اکثر کتابوں کی عکسی تصویر شائع کی جاتی ہے جس میں اغلاط کتابت تک کی اصلاح نہیں کی جاتی اور صرف حاشیہ پر لکھ دیا جاتاہے کہ بظاہر یہ لفظ غلط ہے، صحیح اس طرح ہونا چاہیے۔ دیکھنے والے کا دل تو ایسے مقام پر یہ چاہتا ہے کہ اصل عبارت ہی میں غلط کو کاٹ کر صحیح لفظ لکھ دی گئی ہوتی، مگر صحت نقل کے اظہار کیلئے یہ صورت اختیار کی جایا کرتی ہے، جیسے قرآن مجید میں بعض جگہ تالیف عثمانی کے کاتب نے جو کتابت کی غلطیاں کردی تھیں جیسے ½ ”لَا اَ ذبْحَنَّہٗ“¼ میں ½ ”لا“¼ کے بعد ایک الف جویقینا ًغلط ہے، اس لئے کہ یہ ”لائے نافیہ“ نہیں،جس کے بعد ½ ”اَذْبَحَنَّہٗ“¼ فعل آئے ، بلکہ ”لام تاکید“ ہے جس سے ½ ”اَذْبَحَنَّہٗ“¼ فعل متصل ہے، مگر اس قسم کے اغلاط کو بھی دور کرنا بعد کے مسلمانوں نے صحت نقل کے خلاف سمجھا۔ اسی طرح اِملائے قرآن گویا ایک تعبدی شکل سے معین ہو گیا۔ بعض جگہ ½ ”رحمۃ“¼ کی ”ت“ لمبی لکھی جاتی ہے، بعض جگہ ”جنّٰت“ بغیر الف کے لکھا جاتا ہے۔ بعض جگہ ½ ”یدعو“¼ ایسے فعل واحد میں بھی وہ ”الف“ لکھا ہوا ہے کہ جو جمع کے بعد غیر ملفوظی ہونے کے باوجود لکھا جایا کرتا ہے۔ ان سب خصوصیات کی پابندی ضروری سمجھی جاتی ہے، جس سے مقصود وثاقتِ نقل میں قوت پیدا کرنا ہے۔ اسی طرح علامہ سیّد رضیؒ نے جس شکل میں جو فقرہ دیکھا اس کو د رج کرنا ضروری سمجھا تاکہ کسی قسم کا تصرف کلام میں ہونے نہ پائے۔ یہ ایک درایتی پہلو ہے جو اس تصور کو بالکل ختم کردیتا ہے کہ یہ کتاب سیّد رضیؒ رحمہ اللہ کی تصنیف کی حیثیت رکھتی ہو۔,,0
187,4,,1,,دوسرا پہلو خطبوں کے درمیان کے ½ ”وَمِنْہَا، وَمِنْہُ“¼ ہیں، جس میں عموماً بعد کا حصہ قبل سے بالکل غیر مرتبط ہوتا ہے، بلکہ ایسا بھی ہوا ہے کہ قبل کا حصہ قبل بعثت سے متعلق ہے یا اوائل بعثت سے اور بعد کا حصہ بعد وفات رسولؐ سے متعلق ہے۔ یہ بھی دیکھنے والے کے ذوق پربار ہو جایا کرتا ہے، مگر اس سے بھی اس مقصد کو تقویت حاصل ہوتی ہے۔ اگر سیّد رضیؒ کا کلام ہوتا تو فطری طورپر اس میں تسلسل ہوتا یاا گر انہیں دو موضوعوں پر لکھنا ہوتا تو اسے وہ دو خطبوں میں مستقل طورپر تحریر کرتے، لیکن وہ کیا کرتے جبکہ انہیں کلام امیر المومنینؑ ہی کا انتخاب پیش کرنا تھا۔ اس لئے جہاں خطبہ کا پہلا جز اور آخر کا جز دو مختلف موضوعوں سے متعلق ہے اور درمیان کا حصہ کسی وجہ سے وہ درج نہیں کررہے ہیں تو نہ وہ اس کو کلام واحد بنا سکتے ہیں نہ مستقل دو خطبے بلکہ انہیں ایک ہی کلام میں ”وَ مِنْہَا“ کے فاصلے قائم کر نا پڑتے ہیں۔,,0
188,4,,1,,میرا خیال یہ ہے کہ یہ شکل بعض جگہ تو انتخاب کی وجہ سے ہوئی ہے اور بعض جگہ یہ بھی وجہ ہو سکتی ہے کہ سابق میں قلمی کتابوں کے سوا کوئی دوسری شکل مواد کے فراہم ہونے کی نہ ہوتی تھی اور قلمی کتابوں کے اکثر نسخے منحصر بفرد ہوتے تھے۔ اب اگر ان میں درمیان کا حصہ کرم خوردہ ہو گیا ہے یا اوراق ضائع ہوگئے ہیں یا رطوبت سے روشنائی پھیل جانے کی وجہ سے وہ ناقابل قرائت ہے تو علامہ سیّد رضیؒ اس موقع پر درمیان کا حصہ نقل کرنے سے قاصر رہے ہیں اور حرص جمع و حفاظت میں انہوں نے اس کے قبل یا بعد یا وسط کے وہ سطور تلاش کئے ہیں جو کسی مستقل مفاد کے حامل ہیں اور اس طرح درمیان کے حصوں میں انہوں نے ”وَ مِنْہَا“ کہہ کر اس کے درج کرنے سے عاجزی ظاہر کی ہے۔ یہ بھی ہے کہ اس وقت علم کا ایک بڑاذخیرہ حفاظ و ادباء و محدثین کے سینوں میں ہوتا تھا۔ فرض کیجئے کسی اپنے استاد اور شیخ حدیث سے علامہ سیّد رضیؒ نے کسی موقع کی مناسبت سے خطبہ کاابتدائی حصہ سن لیا اور انہوں نے اسے فوراً قلم بند کرلیا، پھر دوسرے موقعہ پر انہوں نے ان کی زبان سے اسی خطبہ کے کچھ دوسرے فقرات سنے اور انہیں محفوظ کرلیا اور اتنا موقعہ نہ مل سکا کہ درمیانی اجزا اِن سے دریافت کرکے لکھتے۔ اس طرح انہوں نے اس کی خانہ پری ½ ”وَ مِنْہَا“¼ کے ذریعہ سے کی۔ یہ بھی اس کی دلیل قوی ہے کہ انہوں نے اصل کلام امیر المومنینؑ کے ضبط و حفظ ہی کی کوشش کی ہے، قطعاً کوئی تصرف خود نہیں کرنا چاہا۔,,0
189,4,,1,,تیسرا شاہد اس کا خود جناب رضیؒ کے وہ مختصر تبصرے ہیں جوکہیں کہیں کچھ خطبوں کے بعد انہوں نے اس کلام کے متعلق ا پنے احساسات و تاثرات کے اظہار پر مشتمل درج کردیئے ہیں یا بعض جگہ کچھ الفاظ کی تشریح ضروری سمجھی ہے۔ ان تبصروں کی عبارت نے ان خطبوں سے متصل ہوکر ہر صاحب ذوق عربی دان کیلئے یہ انداز ہ قطعی طور پر آسان کردیا ہے کہ ان تبصروں کا انشاء پرداز وہ ہرگز نہیں ہوسکتا، جو ان خطبوں کا انشاء پرداز ہے۔ جس طرح خود علامہ رضیؒ نے اپنی مایہ ٴ ناز تفسیر حقائق التنزیل میں اعجازِ قرآن کے ثبوت میں پیش کیا ہے کہ باوجودیکہ امیر المومنینؑ کا کلام جو فصاحت وبلاغت میں ما فوق البشر ہے مگر جب خود حضرتؑ کے کلام میں کوئی قرآن کی آیت آ جاتی ہے تو وہ اس طرح چمکتی ہے جس طرح سنگریزوں میں گوہر شاہوار، بالکل اسی شکل سےا گرچہ علامہ سیّد رضیؒ اپنے دور کے افصح زمانہ تھے اور ادب عربی میں معراج کمال پر فائز تھے، مگر نہج البلاغہ میں امیر المومنین ؑکے کلام کے بعد جب ان کی عبارت آجاتی ہے تو ہردیکھنے والا محسوس کرتا ہے کہ اس کی نگاہ بلندیوں سے گر کر نشیب میں پہنچ چکی ہے۔ حالانکہ ان عبارتوں میں علامہ سیّد رضیؒ نے ادبیت صرف کی ہے اور اپنی حد بھر اپنی قابلیت دکھائی ہے، مگر سابق کلام کی بلندی کو ہر مطالعہ کرنے والے کیلئے ایک امرِ محسوس کی حیثیت سے ظاہر کردیا۔ یہ بھی ایک بہت بڑا داخلی شاہد ہے، اس تصور کے غلط ہونے کا کہ وہ علامہ سیّد رضیؒ کا کلام ہو۔,,0
190,4,,1,,چوتھا امر یہ ہے کہ جنا ب سیّد رضیؒ اپنے دور کے کوئی گمنام شخص نہ تھے۔ وہ دینی و دنیوی دونوں قسم کے ذمہ دار منصبوں پر فائز تھے۔ یہ دور بھی وہ تھا جومذہب و ملت کے علماء و فضلاء سے بھرا ہوا تھا۔ بغداد سلطنت عباسیہ کا دار السلطنت ہونے کی وجہ سے مرکز علم وادب بھی تھا۔ خود سیّد رضیؒ کے استاد شیخ مفیدؒ بھی نہج البلاغہ کے جمع و تالیف کے دور میں موجود تھے۔ اس لئے کہ جنا ب شیخ مفیدؒ علامہ سیّد رضیؒ کی وفات کے بعد تک موجود رہے ہیں اور شاگرد کا انتقال استاد کی زندگی ہی میں ہو گیا تھا اور معاصرین کو تو ایک شخص کے متعلق الزامات کی تلاش رہتی ہے۔ پھر شریف رضیؓ سے تو خود حکومت وقت کو بھی مخاصمت پیدا ہوچکی تھی، اس محضر پردستخط نہ کرنے کی وجہ سے جو فاطمیین مصر کے خلاف حکومت نے مرتب کیا تھا اور جس پر علامہ رضیؒ کے بڑے بھائی اور ان کے والد بزرگوار تک نے حکومت کے تشدد کی بنا پر دستخط کر دیئے تھے مگر علامہ سیّد رضیؒ نے عواقب و نتائج سے بے نیاز ہو کر اس پر دستخط سے انکار کردیا تھا۔ علاوہ اس کے کہ اس کردار کا شخص جو صداقت کو ایسے قوی ترین محرکات کے خلاف محفوظ رکھے اس طرح کی چھچھوری بات کر ہی نہیں سکتا کہ وہ ایک پوری کتاب خود لکھ کر امیر المومنین(ع)کی جانب منسوب کردے جس کا غلط ہونا علمائے عصر سے مخفی نہیں رہ سکتا تھا اور اگر بالفرض وہ ایسا کرتے بھی تو ان کے دور میں ان کے خلاف علمائے وقت اور ارکان حکومت کی طرف سے اس الزام کوشدت سے اچھالاجاتا اور سخت سے سخت نکتہ چینی کی جاتی۔ حالانکہ ہمارے سامنے خود ان کے عصر کے علماء کی کتابیں اور ان کے بعدکے کئی صدی تک کے مصنفین کی تحریرات موجود ہیں، ان میں سے کسی میں کمزور سے کمزور طریقہ پربھی ان کے حالات زندگی میں اس قسم کے الزام کا عائدکیا جانا یا اس بارے میں ان پر کسی قسم کی نکتہ چینی کا ہونا موجود نہیں ہے۔,,0
191,4,,1,,اس سے ظاہرہے کہ یہ صرف بر بنائے جذبات نہج البلاغہ کے بعض مندرجات کوا پنے معتقدات کے خلاف پاکر کچھ متعصب افراد کی بعد کی کارستانی ہے جو انہوں نے نہج البلاغہ کوکلامِ سیّد رضی قرار دینے کی کوشش کی ہے۔ ورنہ خود جناب سیّد رضی اعلیٰ اللہ مقامہ کے دور میں اس کے مندرجات کاکلام امیرالمومنینؑ ہونا بلا تفریق فرقہ و مذہب ایک مسلّم چیز تھی اور اسی لئے ان پر اس بارے میں کوئی الزام عائد نہیں کیا جاسکا۔,,0
192,4,,1,,پانچواں امر یہ ہے کہ سیّد رضی اعلی اللہ مقامہ کے قبل ایسا نہیں ہے کہ امیر المومنین(ع)کے خطبوں کا کوئی نام و نشان عالم اسلامی میں نہ پایا جاتا ہو، بلکہ کتب تاریخ وادب کے مطالعہ سے پتہ چلتا ہے کہ ایک مسلم الثبوت ذخیرہ بحیثیت خطب امیر المومنین ؑکے سیّد رضیؒ کے قبل سے موجود تھا۔ چنانچہ مؤرّخ مسعودی نے جو علامہ سیّد رضیؒ سے مقدم طبقہ میں ہیں، بلکہ ان کی ولادت کے قبل وفات پا چکے تھے (اس لئے کہ علامہ سیّد رضیؒ کا دور شباب ہی میں ۴۰۶ھ میں ا نتقال ہوا ہے اور مسعودی کی وفات ۳۴۰ھ میں ہوچکی تھی، جس وقت سیّد رضیؒ کے استاد شیخ مفیدؒ ہی نہیں، بلکہ ان کے بھی استاد شیخ صدوق محمد بن علی ابن بابویہ قمیؒ بھی زندہ تھے)، مسعودی نے اپنی تاریخ مروج الذہب میں لکھا ہے کہ:,,0
193,4,,3,,½وَ الَّذِیْ حَفِظَ النَّاسُ عَنْہُ مِنْ خُطُبِہٖ فِیْ سَآئِرِ مَقَامَاتِہٖ اَرْبَعَمِائَۃِ خُطْبَۃٍ وَّ نَیِّفٍ وَّ ثَمَانُوْنَ خُطْبَۃً یُّوْرِدُھَا عَلَی الْبَدِیْھَۃِ تَدَاوَلَ النَّاسَ ذٰلِکَ عَنْہُ قَوْلًا وَّ عَمَلًا.¼,,0
194,4,,4,,لوگوں نے آپ ؑ(حضرت علیؑ ابن ابی طالبؑ) کے جو خطبے مختلف موقعوں کے محفوظ کر لئے ہیں، وہ چار سو اَسی (۴۸۰)سے کچھ زیادہ تعداد میں ہیں جنہیں آپؑ نے فی البدیہ ارشاد فرمایا تھا، جنہیں لوگوں نے نقل قول کے طور بھی بتواتر نقل کیا ہے اور اپنے خطب و مضامین میں ان کے اقتباسات وغیرہ سے بکثرت کام بھی لیتے رہے ہیں۔{ FR 4022 },,0
195,4,,1,,ظاہر ہے کہ یہ چار سو اسّی (۴۸۰)سے کچھ اوپر خطبے ا گر تمام و کمال یکجا کئے جائیں تو بلا شبہ نہج البلاغہ سے بڑی کتا ب مرتب ہو سکتی ہے۔ جب یہ ا تنا بڑا ذخیرہ سیّد رضیؒ کی ولاد ت سے پہلے سے موجود تھا توپھر علامہ سیّد رضیؒ کو اس کی ضرورت ہی کیا تھی کہ اس ذخیرہ سے کام نہ لیں اورا پنی طرف سے نہج البلاغہ ایسی کتاب کو تحریر کر دیں۔ ایسا اس شخص کیلئے کیا جاتا ہے جو گمنام ہو اور جس کا کارنامہ کوئی موجود نہ ہو اور اس کے اخلاف یا منتسبین خواہ مخواہ اس کو نمایاں بنانے کیلئے اس کی جانب سے کوئی کارنامہ تصنیف کر دیں۔,,0
196,4,,1,,صرف علامہ مسعودی کا یہ قول ہی اس ذخیرہ کے ثبوت کیلئے کافی تھا، جبکہ اس سے یہ بھی ثابت ہے کہ وہ ذخیرہ آثار قدیمہ کے طورپر کسی دور دراز عجائب خانہ یا کسی ایک عالم کے متروکات میں شامل نہیں تھا جس تک رسائی کسی زحمت کی طلبگار ہوتی ہو، بلکہ ½ ”حَفِظَ النَّاسُ“ ¼ اور½ ”تَدَاوَلَ النَّاسَ“ ¼ کے الفاظ صاف بتارہے ہیں کہ وہ عموماً اہل علم کے ہاتھوں میں موجود اورمتداول تھا۔ اس کے علاوہ دور عباسیہ کے یگانۂ روزگار کاتب عبد الحمید بن یحیی متوفی ۱۳۲ھ کا یہ مقولہ علامہ ابن ابی الحدید نے شرح نہج البلاغہ میں درج کیا ہے کہ:,,0
197,4,,3,,½حَفِظْتُ سَبْعِيْنَ خُطْبَةً مِّن خُطَبِ الْاَصْلَعِ فَفَاضَتْ ثُمَّ فَاضَتْ. ¼,,0
198,4,,4,,میں نے ستر خطبے علی ابن ابی طالب(ع)کے ازبر کئے ہیں، جن کے فیوض و برکات میرے یہاں نمایاں ہیں۔{ FR 4023 },,0
199,4,,1,,اس کے بعد ابن المقفع متوفی ۱۴۲ ھ کا اعتراف ہے جسے علامہ حسن الندوبی نے اپنے ان حواشی میں، جو کتاب ”البیان والتبیین للجاحظ“ پرلکھے ہیں۔ وہ ابن مقفع کے بارے میں لکھتے ہیں:,,0
200,4,,3,,½وَالظَّاهِرُ اَنَّهٗ تَخَرَّجَ فِی الْبَلَاغَةِ عَلٰى خُطَبِ الْاِمَامِ عَلِیٍّ ؑ وَلِذٰلِکَ كَانَ يَقُوْلُ: شَرِبْتُ مِنَ الْخُطَبِ رَيًّا وَّلَمْ اَضْبَطْ لَهَا رَوِيًّا فَفَاضَتْ ثُمَّ فَاضَتْ. ¼,,0
201,4,,4,,غالباً ابن مقفع نے بلاغت میں امیر المومنین علی ابن ابی طالب(ع)کے خطبوں سے استفادہ کیا تھا اور اسی بناپروہ کہتے تھے کہ: میں نے خطبوں کے چشمہ سے سیراب ہوکر پیا ہے اور اسے کسی ایک طریقہ میں محد ود نہیں رکھا ہے تو اس چشمہ کے برکات بڑھے اور ہمیشہ بڑھتے رہے۔{ FR 4024 },,0
202,4,,1,,اس کے بعد ابن نباتہ متوفی ۳۷۴ھ۔ یہ بھی سیّد رضیؒ سے مقدم ہیں اور ان کا یہ قول ہے:,,0
203,4,,3,,½حَفِظْتُ مِنَ الْخِطَابَةِ كَنْزًا لَّا يَزِيْدُهُ الْاِنْفَاقُ اِلَّا سَعَةً وَّ كَثْرَةً، حَفِظْتُ مِائَةَ فَصْلٍ مِنْ مَوَاعِظِ عَلِیِّ بْنِ اَبِیْ طَالِبٍ ۔¼,,0
204,4,,4,,میں نے خطابت کا ایک خزانہ محفوظ کیا ہے، جس سے جتنا زیادہ کام لیا جائے، پھر بھی اس میں برکت زیادہ ہی ہوتی رہے گی۔ میں نے سو فصلیں علیؑ ابن ابی طالبؑ کے مواعظ میں سے یاد کی ہیں۔{ FR 4025 },,0
205,4,,1,,ابن نباتہ کے اس قول کا بھی ابن ابی الحدید نے تذکرہ کیا ہے۔,,0
206,4,,1,,رجال کشی میں ابو الصباح کنانی کے حالات میں لکھا ہے کہ: زید بن علیؑ ابن الحسینؑ کہ جو ”زید شہید“ کے نام سے مشہور ہیں اور جن کی شہادت امام جعفر صادق(ع)کے زمانۂ امامت میں ہوئی، وہ برابر امیرالمومنین(ع)کے خطبوں کوسنا کرتے تھے۔ابو الصباح کہتے ہیں:,,0
207,4,,3,,½کَانَ يَسْمَعُ مِنِّیْ خُطَبَ اَمِيرِْ الْمُؤْمِنِيْنَ ؑ.¼,,0
208,4,,4,,(زید شہید مجھ سے امیر المومنین علی(ع)کے خطبات سنا کرتے تھے(۔{ FR 4026 },,0
209,4,,1,,یہ دوسری صدی ہجری کا ذکر ہے اور اس سے بھی صاف ظاہر ہے کہ ایک ذخیرہ خطبوں کا اس وقت بھی موجود تھا جو مسلّم طور پر حضرت علی ابن ابی طالب(ع)کی طرف نسبت رکھتا تھا۔,,0
210,4,,1,,ان تمام مقامات پر بطور ارسال مسلمات، ”خطب علیؑ“ کہنا بتاتا ہے کہ اس زمانے میں اس بارے میں کوئی شک و شبہ بھی محسوس نہیں کیا جاتا تھا۔ ورنہ جیسا کئی صدی بعد جب کچھ اغراض کی بنا پر مصنفین نے اس حقیقت کو مشکوک بنانا ضروری سمجھا تو ½ ”اَلْمَنْسُوْبَۃُ اِلٰی عَلِیٍّ“ ¼ کہنے لگے۔ دورِ اوّل میں اس قسم کے شک و شبہ کے اظہار کرنے والی کوئی لفظ پائی نہیں جاتی۔,,0
211,4,,1,,رجال کبیر سے معلوم ہوتا ہے کہ زید ابن وہب جہنی متوفی حدود ۹۰ھ نے جو خود حضرت امیر المومنینؑ کے رواۃِ احادیث میں سے ہیں، آپؑ کے خطبوں کو جمع کیا تھا اور اس کے بعد اور متعدد افراد ہیں، جنہوں نے سیّد رضیؒ سے پہلے حضرتؑ کے خطب و اقوال کو جمع کیا جیسے:,,0
212,4,,1,,۱۔ ہشام ابن محمد ابن سائب کلبی متوفی ۱۴۶ھ۔ ان کے جمع و تالیف کا ذکر فہرست ابن ندیم ج،۷، ص ۲۵۱ میں موجود ہے۔,,0
213,4,,1,,۲۔ ا براہیم ابن ظہیر فرازی۔ ان کاذکر فہرست طوسیؒ میں یوں ہے:,,0
214,4,,1,,½صَنَّفَ كُتُبًا مِّنْهَا كِتَابُ الْمَلَاحِمِ، وَ كِتَابُ خُطَبِ عَلِىٍّ ؑ.¼,,0
215,4,,1,,متعدد کتابیں تصنیف کیں، منجملہ ان کے کتاب ”الملاحم“ اور کتاب ”خطب علیؑ“ ہے۔{ FR 4027 },,0
216,4,,1,,اور رجال نجاشیؒ میں بھی ان کا تذکرہ ہے۔{ FR 4028 },,0
217,4,,1,,۳۔ ابو محمد مسعدہ بن صدقہ عبدی۔ ان کے متعلّق رجال نجاشی میں ہے:,,0
218,4,,1,,½لَہٗ کُتُبٌ مِّنْھَا کِتَابُ خُطَبِ اَمِيْرِ الْمُؤْمِنِيْنَ ؑ.¼,,0
219,4,,1,,ان کے متعدد تصنیفات ہیں جن میں سے ایک ”کتاب خطب علیؑ “ہے۔{ FR 4029 },,0
220,4,,1,,۴۔ ابو القاسم عبد العظیم ابن عبد اللہ حسنی جن کا مزار تہران سے تھوڑے فاصلہ پر ”شاہ عبد العظیم“ کے نام سے مشہور ہے، یہ امام علی نقی(ع)کے اصحاب میں سے تھے۔ ان کے جمع کردہ خطبوں کاذکر رجال نجاشی میں اس طرح ہے:,,0
221,4,,1,,½لَهُ كِتَابُ خُطَبِ اَمِيْرِ الْمُؤْمِنِيْنَ ؑ۔¼,,0
222,4,,1,,ان کی ایک کتاب ” خطب امیر المومنینؑ“ ہے۔{ FR 4030 },,0
223,4,,1,,۵۔ ابو الخیر صالح ابن ابی حماد رازی۔ یہ بھی امام علی نقی(ع)کے اصحاب میں سے ہیں۔ نجاشی میں ہے:,,0
