ID,Type,TypeNo,ParaNo,ParaFormat,hawashiflag,hawashi,status
590,1,56,1.0,1,s۱,جب محمد ابن ابی بکر شہید کر دیئے گئے تو معاویہ نے عبد اللہ ابنِ عامر حضرمی کو بصرہ کی طرف بھیجاتا کہ اہلِ بصرہ کو پھر سے قتلِ عثمان کے انتقام کیلئے آمادہ کرے۔ چونکہ بیشتر اہالی بصرہ اور خصوصاً بنی تمیم کا طبعی رجحان حضرت عثمان کی طرف تھا۔ چنانچہ وہ بنی تمیم ہی کے ہاں آ کر فروکش ہوا۔ یہ زمانہ وہ تھا کہ والی بصرہ عبد اللہ ابن عباس، زیاد ابنِ عبید کو قائم مقام بنا کر محمد ابن ابی بکر کی تعزیت کیلئے کوفہ گئے ہوئے تھے۔,
591,1,56,2.0,1,e۱,جب بصرہ کی فضا بگڑنے لگی تو زیاد نے امیر المومنین علیہ السلام کو تمام واقعات سے اطلاع دی۔ حضرتؑ نے کوفہ کے بنی تمیم کو بصرہ کیلئے آمادہ کرنا چاہا، مگر انہوں نے چپ سادھ لی اور کوئی جواب نہ دیا۔ امیر المومنین علیہ السلام نے جب ان کی اس کمزوری و بے حمیتی کو دیکھا تو یہ خطبہ ارشاد فرمایا کہ: ہم تو پیغمبر ﷺ کے زمانہ میں یہ نہیں دیکھتے تھے کہ ہمارے ہاتھوں سے قتل ہونے والے ہمارے ہی بھائی بند اور قریبی عزیز ہوتے ہیں، بلکہ جو حق سے ٹکراتا تھا ہم اس سے ٹکرانے کیلئے تیار ہو جاتے تھے اور اگر ہم بھی تمہاری طرح غفلت و بے عملی کی راہ پر چلتے تو نہ دین کی بنیادیں مضبوط ہوتیں اور نہ اسلام پروان چڑھتا۔ چنانچہ اس جھنجھوڑنے کا نتیجہ یہ ہوا کہ اعین ابن صبیعہ تیار ہوئے۔ مگر وہ بصرہ پر پہنچ کر دشمنوں کی تلواروں سے شہید ہو گئے۔ پھر حضرت نے جاریہ ابن قدامہ کو بنی تمیم کے پچاس افراد کے ساتھ روانہ کیا۔ انہوں نے اپنے قوم قبیلے کو سمجھانے بجھانے کی سر توڑ کوششیں کیں مگر وہ راہ راست پر آنے کے بجائے گالم گلوچ اور دست درازی پر اتر آئے تو جاریہ نے زیاد اور بنی ازد کو اپنی مدد کیلئے پکارا۔ ان کے پہنچتے ہی ابن حضرمی بھی اپنی جماعت کو لے کر نکل آیا۔ دونوں طرف سے کچھ دیر تک تلواریں چلتی رہیں۔ آخر ابن حضرمی ستر آدمیوں کے ساتھ بھاگ کھڑا ہوا اور سبیل سعدی کے گھر میں پناہ لی۔ جاریہ کو جب کوئی چارہ نظر نہ آیا تو انہوں نے اس کے گھر میں آگ لگوا دی۔ جب آگ کے شعلے بلند ہوئے، تو وہ سراسیمہ ہو کر بچنے کیلئے ہاتھ پیر مارنے لگے مگر فرار میں کامیاب نہ ہو سکے کچھ دیوار کے نیچے دب کر مر گئے اور کچھ قتل کر دیئے گئے۔,
593,1,57,1.0,1,s۱,اس خطبہ میں جس شخص کی طرف امیرالمومنین علیہ السلام نے اشارہ کیا ہے، اس سے بعض نے زیاد ابن ابیہ، بعض نے حجاج ابنِ یوسف اور بعض نے  مغیرہ ابن شعبہ کو مراد لیا ہے، لیکن اکثر شارحین نے اس سے معاویہ مراد لیا ہے اور یہی صحیح ہے، کیونکہ جو اوصاف حضرتؑ نے بیان فرمائے ہیں، وہ اسی پر پورے طور سے صادق آتے ہیں۔ چنانچہ ابن ابی الحدید نے معاویہ کی زیادہ خوری کے متعلق لکھا ہے کہ:,
594,1,57,2.0,4,,پیغمبر ﷺ نے ایک دفعہ اسے بلوا بھیجا تو معلوم ہوا کہ وہ کھانا کھا رہا ہے۔ پھر دوبارہ سہ بارہ آدمی بھیجا تو یہی خبر لایا، جس پر آنحضرت ﷺ نے فرمایا: ½« اَللّٰھُمَّ لَا تَشْبَعْ بَطْنَہٗ»¼ (خدایا! اس کے پیٹ کو کبھی نہ بھرنا)۔ اس بد دُعا کا اثر یہ ہوا کہ جب کھاتے کھاتے اُکتا جاتا تھا تو کہنے لگتا تھا: ½« اِرْفَعُوْا، فَوَاللہِ! مَاشَبِعْتُ وَ لٰکِنْ مَّلَلْتُ وَ تَعِبْتُ»¼: دستر خوان بڑھاؤ، خدا کی قسم! میں کھاتے کھاتے عاجز آ گیا ہوں، مگر پیٹ ہے کہ بھرنے ہی میں نہیں آتا۔©۱®,
595,1,57,3.0,1,,یونہی امیر المومنین علیہ السلام پر سبّ و شتم کرنا اور اپنے عاملوں کو اس کا حکم دینا تاریخی مسلمات میں سے ہے کہ جس سے انکار کی کوئی گنجائش نہیں اور منبر پر ایسے الفاظ کہے جاتے تھے کہ جن کی زد میں اللہ و رسولؐ بھی آ جاتے تھے۔ چنانچہ اُمّ المومنین اُمّ سلمہ نے معاویہ کو لکھا:,
596,1,57,4.0,3,,½اِنَّكُمْ تَلْعَنُوْنَ اللهَ وَ رَسُوْلَهٗ عَلٰى مَنَابِرِكُمْ، وَ ذٰلِكَ اَنَّكُمْ تَلْعَنُوْنَ عَلِیَّ بْنَ اَبِیْ طَالِبٍ وَّ مَنْ اَحَبَّهٗ، وَ اَنَا اَشْهَدُ اَنَّ اللهَ اَحَبَّهٗ وَ رَسُوْلُهٗ.¼,
597,1,57,5.0,4,,تم اپنے منبروں پر اللہ اور اس کے رسولؐ پر لعنت کرتے ہو۔ وہ یوں کہ تم علی ابن ابی طالب علیہ السلام اور انہیں دوست رکھنے والوں پر لعنت کرتے ہو، اور میں گواہی دیتی ہوں کہ علیؑ کوا للہ بھی دوست رکھتا تھا اور اس کا رسولؐ بھی۔,
598,1,57,6.0,4,,(عقد الفرید، ج۳، ص۱۳۱),
599,1,57,7.0,1,,خدا عمر ابنِ عبدالعزیز کا بھلا کرے کہ جس نے اسے بند کر دیا اور خطبوں میں سبّ و شتم کی جگہ اس آیت کو رواج دیا:,
600,1,57,8.0,3,,§﴿اِنَّ اللّٰهَ يَاْمُرُ بِالْعَدْلِ وَالْاِحْسَانِ وَاِيْتَآىِٕ ذِى الْقُرْبٰى وَيَنْهٰى عَنِ الْفَحْشَآءِ وَالْمُنْكَرِ وَالْبَغْىِ‌ۚ يَعِظُكُمْ لَعَلَّكُمْ تَذَكَّرُوْنَ﴾¦,
601,1,57,9.0,4,,اللہ تمہیں انصاف اور حسنِ سلوک اور صاحبان قرابت کو دینے کا حکم دیتا ہے اور لغو باتوں، برائیوں اور ستم کاریوں سے روکتا ہے۔ اللہ اس سے تمہیں نصیحت کرتا ہے شاید کہ تم سوچ بچار سے کام لینے لگو۔©۲®,
602,1,57,10.0,1,,حضرتؑ نے اس کلام میں اس کے قتل کا حکم اس بنا پر دیا ہے کہ پیغمبر اسلام ﷺ کا ارشاد ہے:,
603,1,57,11.0,3,,½اِذَا رَاَيْتُمْ مُعَاوِيَةَ عَلٰى مِنْۢبَرِیْ فَاقْتُلُوْهُ.¼,
604,1,57,12.0,4,,جب معاویہ کو میرے منبر پر دیکھو تو اسے قتل کر دو۔ (فردوس دیلمی),
606,1,57,14.0,10,۰,خطبہ  ۵۷:,
607,1,57,15.0,10,۱,شرح ابن ابی الحدید،  ج ۴، ص ۵۵۔,
608,1,57,16.0,10,۲,سورۂ نحل، آیت ۹۰۔,
609,1,58,1.0,1,s۱,تاریخ شاہد ہے کہ امیرالمومنین علیہ السلام کے بعد خوارج کو ہر طرح کی ذلتوں اور خواریوں سے دو چار ہونا پڑا اور جب بھی انہوں نے فتنہ انگیزی کیلئے سر اٹھایا تو تلواروں اور نیزوں پر دھر لئے گئے۔ چنانچہ زیاد ابن ابیہ، عبید اللہ ابن زیاد، مصعب ابنِ زبیر، حجاج ابنِ یوسف اور مہلب ابن ابی صفرہ نے انہیں صفحہ ہستی سے نابود کرنے میں کوئی کسر اٹھا نہیں رکھی۔ خصوصاً مہلب نے انیس برس تک ان کا مقابلہ کر کے ان کے سارے دم خم نکال دیئے اور ان کی تباہی و بربادی کو تکمیل تک پہنچا کر ہی دم لیا۔,
610,1,58,2.0,1,e۱,طبری نے لکھا ہے کہ مقامِ ’’سلی سلبری‘‘ میں جب دس ہزار خوارج جنگ و قتال کیلئے سمٹ کر جمع ہو گئے تو مہلب نے اس طرح ڈٹ کر مقابلہ کیا کہ سات ہزار خارجیوں کو تهِ تیغ کر دیا اور بقیہ تین ہزار کرمان کی طرف بھاگ کر جان بچا سکے، لیکن والی فارس عبید اللہ ابنِ عمر نے جب ان کی شورش انگیزیاں دیکھیں تو مقامِ سابور میں انہیں گھیر لیا اور ان میں کافی تعداد وہیں پر ختم کر دی اور جو بچے کھچے رہ گئے، وہ پھر اصفہان و کرمان کی طرف بھاگ کھڑے ہوئے وہاں سے پھر جتھا بنا کر بصرہ کی راہ سے کوفہ کی طرف بڑھے تو حارث ابن ابی ربیعہ اور عبد الرحمٰن ابن مخنف چھ ہزار جنگ آزماؤں کو لے کر ان کا راستہ روکنے کیلئے کھڑے ہو گئے اور عراق کی سرحد سے انہیں نکال باہر کیا۔ یوں ہی تابڑ توڑ حملوں نے ان کی عسکری قوتوں کو پامال کر کے رکھ دیا اور آبادیوں سے نکال کر صحراؤں اور جنگلوں میں خاک چھاننے پر مجبور کر دیا اور بعد میں بھی جب کبھی جتھا بنا کر اٹھے تو کچل کر رکھ دیئے گئے۔,
612,1,59,1.0,1,s۱,اس پیشین گوئی کو فراست و ثاقب نظری کا نتیجہ نہیں قرار دیا جا سکتا، کیونکہ دور رس نظریں فتح و شکست کا اندازہ تو لگا سکتی ہیں اور جنگ کے نتائج کو بھانپ لے جا سکتی ہیں، لیکن دونوں فریق کے مقتولین کی صحیح صحیح تعداد سے آگاہ کر دینا ان کی حدودِ پرواز سے باہر ہے۔ یہ اسی کی باطن بین نگاہیں حکم لگا سکتی ہیں کہ جو غیب کے پردے الٹ کر آنے والے منظر کو اپنی آنکھوں سے دیکھ رہا ہو اور علمِ امامت کی چھوٹ مستقبل کے صفحہ پر ابھرنے والے نقوش اس کو دکھا رہی ہو۔ چنانچہ اس وارث علم نبوت نے جو فرمایا تھا وہی ہوا اور خوارج میں سے نو آدمیوں کے علاوہ سب کے سب موت کے گھاٹ اتار دیئے گئے جن میں سے دو عمان کی طرف، دو سجستان کی طرف، دو کرمان کی طرف اور دو جزیرہ کی طرف بھاگ گئے اور ایک یمن میں تل مورون چلا آیا۔ اور آپؑ کی جماعت میں سے صرف آٹھ آدمی شہید ہوئے جن کے نام یہ ہیں: روبہ ابن وبر بجلی، سعید ابن خالد سبیعی، عبد اللہ ابن حماد اجنی، فیاض ابن خلیل ازدی، کیسوم ابن سلمہ جہنی، عبید ابن عبید خولانی، جمیع ابن جعثم کندی، حبیب ابن عاصم اسدی۔,
613,1,59,2.0,1,s۲,۲امیر المومنین علیہ السلام کی یہ پیشین گوئی بھی حرف بحرف پوری ہوئی اور خوارج میں جو سردار بھی اٹھا تلواروں پر دھر لیا گیا۔ چنانچہ ان کے چند سرداروں کا ذکر کیا جاتا ہے کہ جو بری طرح موت کے گھاٹ اتارے گئے:,
614,1,59,3.0,2,,نافع ابن ازرق:,
615,1,59,4.0,1,,خوارج کا سب سے بڑا گروہ ’’ازارقہ‘‘ اسی کی طرف منسوب ہے۔ یہ مسلم ابن عبیس کے لشکر کے مقابلہ میں سلامہ باہلی کے ہاتھ سے مارا گیا۔,
616,1,59,5.0,2,,نجدہ ابن عامر:,
617,1,59,6.0,1,,خوارج کا فرقہ ’’نجدات‘‘ اس کی طرف منسوب ہے۔ ابو فدیک خارجی نے اسے قتل کروا دیا۔,
618,1,59,7.0,2,,عبداللہ ابنِ اباض:,
619,1,59,8.0,1,,فرقہ ’’اباضیہ‘‘ اس کی طرف منسوب ہے۔ یہ عبد اللہ ابن محمد ابن عطیہ کے مقابلہ میں مارا گیا۔,
620,1,59,9.0,2,,ابو بہیس ہیصم ابن جابر:,
621,1,59,10.0,1,,فرقہ ’’بیہسیہ‘‘ اس کی طرف منسوب ہے۔ عثمان ابنِ جبان والی مدینہ نے پہلے اس کے ہاتھ پیر کٹوائے اور پھر اسے قتل کر دیا۔,
622,1,59,11.0,2,,عروہ ابن اُوّیہ:,
623,1,59,12.0,1,,معاویہ کے عہد حکومت میں زیاد نے اسے قتل کیا۔,
624,1,59,13.0,2,,قطری ابن فجاءة:,
625,1,59,14.0,1,,طبرستان کے علاقہ میں جب سفیان ابن ابرو کی فوج کا اس کے لشکر سے ٹکراؤ ہوا تو سورہ ابن ابجر دارمی نے اسے قتل کیا۔,
626,1,59,15.0,2,,شوذب خارجی:,
627,1,59,16.0,1,,سعید ابن عمرو حرشی کے مقابلہ میں مارا گیا۔,
628,1,59,17.0,2,,حوثرہ ابن وداع اسدی:,
629,1,59,18.0,1,,بنی طے کے ایک شخص کے ہاتھ سے قتل ہوا۔,
630,1,59,19.0,2,,مستورد ابن عرفہ:,
631,1,59,20.0,1,,معاویہ کے عہد میں مغفل ابنِ قیس کے ہاتھ سے مارا گیا۔,
632,1,59,21.0,2,,شبیب ابن یزید خارجی:,
633,1,59,22.0,1,,دریا میں ڈوب کر مرا۔,
634,1,59,23.0,2,,عمران ابن حرب سراسبی:,
635,1,59,24.0,1,,جنگ دولاب میں مارا گیا۔,
636,1,59,25.0,2,,زحاف ابن طائی:,
637,1,59,26.0,1,,بنو طاحیہ کے مقابلہ میں مارا گیا۔,
638,1,59,27.0,2,,زبیر ابنِ علی سلیطی:,
639,1,59,28.0,1,,عتاب ابنِ ورقاء کے مقابلہ میں مارا گیا۔ ,
640,1,59,29.0,2,,علی ابن بشیر:,
641,1,59,30.0,1,,اسے حجاج نے قتل کروایا۔,
642,1,59,31.0,2,,عبیداللہ ابنِ بشیر:,
643,1,59,32.0,1,,مہلب ابن ابی صفرہ کے مقابلہ میں مارا گیا۔,
644,1,59,33.0,2,,عبداللہ ابن الماحوز:,
645,1,59,34.0,1,,جنگ دولاب میں مارا گیا۔,
646,1,59,35.0,2,,عبید اللہ ابن الماحوز:,
647,1,59,36.0,1,,عتاب ابن ورقاء کے مقابلہ میں مارا گیا۔ ,
648,1,59,37.0,2,,ابو الوازع:,
649,1,59,38.0,1,,مقبرہ بنی یشکر میں ایک شخص نے اس پر دیوار گرا کر اسے ختم کر دیا۔,
650,1,59,39.0,2,,عبید اللہ ابن یحییٰ کندی:,
651,1,59,40.0,1,e۲,مروان ابن محمد کے عہد میں ابن عطیہ کے ہاتھ سے مارا گیا۔,
652,1,59,41.0,1,s۳,قتل خوارج سے روکنے کی وجہ یہ تھی کہ چونکہ امیر المومنین علیہ السلام کی نگاہیں دیکھ رہی تھیں کہ آپؑ کے بعد تسلط و اقتدار ان لوگوں کے ہاتھوں میں ہو گا جو جہاد کے موقعہ و محل سے بے خبر ہوں گے اور صرف اپنے اقتدار کو برقرار رکھنے کیلئے تلوار چلائیں گے اور یہ وہی لوگ تھے کہ جو امیر المومنین علیہ السلام کو برا سمجھنے اور بُرا کہنے میں خوارج سے بھی بڑھے چڑھے ہوئے تھے، لہٰذا جو خود گم کردہ راہ ہوں انہیں دوسرے گمراہوں سے جنگ و قتال کا کوئی حق نہیں پہنچتا اور نہ جان بوجھ کر گمراہیوں میں پڑے رہنے والے اس کے مجاز ہو سکتے ہیں کہ بھولے سے بے راہ ہو جانے والوں کے خلاف صف آرائی کریں۔,
653,1,59,42.0,1,,چنانچہ امیر المومنین علیہ السلام کا یہ ارشاد واضح طور سے اس حقیقت کو واشگاف کرتا ہے کہ خوارج کی گمراہی جان بوجھ کر نہ تھی، بلکہ شیطان کے بہکاوے میں آ کر باطل کو حق سمجھنے لگے اور اسی پر اَڑ گئے اور معاویہ اور اس کی جماعت کی گمراہی کی یہ صورت تھی کہ انہوں نے حق کو حق سمجھ کر ٹھکرایا اور باطل کو باطل سمجھ کر اپنا شعار بنائے رکھا اور دین کے معاملہ میں ان کی بیباکیاں اس حد تک بڑھ گئی تھیں کہ نہ انہیں غلط فہمی کا نتیجہ قرار دیا جا سکتا ہے اور نہ ان پر خطائے اجتہادی کا پردہ ڈالا جا سکتا ہے۔ جب کہ وہ علانیہ دین کے حدود کو توڑ دیتے تھے اور اپنی رائے کے سامنے پیغمبر ﷺ کے ارشاد کو درخورِ اعتنا نہ سمجھتے تھے۔ چنانچہ ابن ابی الحدید نے لکھا ہے کہ:,
654,1,59,43.0,4,,پیغمبر ﷺ کے صحابی ابو الدرداء نے معاویہ کے ہاں سونے اور چاندی کے برتنوں کا استعمال دیکھا تو فرمایا کہ: میں نے رسول اللہ ﷺ کو فرماتے سنا ہے کہ: ½«اِنَّ الشَّارِبَ فِيْهِمَا لَيُجَرْجِرُ فِيْ جَوْفِهٖ نَارُ جَهَنَّمَ»¼: ’’چاندی اور سونے کے برتنوں میں پینے والے کے پیٹ میں دوزخ کی آگ کے لپکے اٹھیں گے‘‘۔ تو معاویہ نے کہا کہ: ½«اَمَّا اَنَا فَلَآ اَدْرِیْ بِذٰلِکَ بَاْسًا»¼: لیکن میری رائے میں تو اس میں کوئی مضائقہ نہیں۔©۱®,
655,1,59,44.0,1,e۳,اور اسی طرح زیاد ابن ابیہ کو اپنے سے ملا لینے کیلئے قولِ پیغمبر ﷺ کو ٹھکرا کر اپنے اجتہاد کو کارفرما کرنا، منبر رسولؐ پر اہل بیت رسول علیہم السلام کو برا کہنا، حدودِ شرعیہ کو پامال کرنا، بے گناہوں کے خون سے ہاتھ رنگنا اور ایک فاسق کو مسلمانوں کی گردنوں پر مسلط کر کے زندقہ و الحاد کی راہیں کھول دینا، ایسے واقعات ہیں کہ انہیں کسی غلط فہمی پر محمول کرنا حقائق سے عمداً چشم پوشی کرنا ہے۔,
657,1,59,46.0,10,۰,خطبہ ۵۹:,
658,1,59,47.0,10,۱,شرح ابن ابی الحدید،  ج ۵، ص ۱۳۰۔,
659,1,65,1.0,1,s۱,سقیفہ بنی ساعدہ کے واقعات سے یہی ظاہر ہوتا ہے کہ انصار کے مقابلے میں مہاجرین کی سب سے بڑی دلیل اور وجہ کامرانی یہی چیز تھی کہ قریش چونکہ پیغمبر ﷺ کے ہم قوم و ہم قبیلہ ہیں، لہٰذا ان کے ہوتے ہوئے کوئی غیر خلافت کا حقدار نہیں ہو سکتا اور اسی بنا پر انصار کا جمِ غفیر تین مہاجرین کے سامنے ہتھیار ڈالنے کو تیار ہو گیا اور وہ نسلی امتیاز کو پیش کر کے خلافت کی بازی جیتنے میں کامیاب ہو گئے۔ چنانچہ مؤرخ طبری واقعات سقیفہ کے سلسلے میں تحریر فرماتے ہیں کہ:,
660,1,65,2.0,4,,جب انصار نے سقیفہ بنی ساعدہ میں سعد ابن عبادہ کے ہاتھ پر بیعت کرنے کیلئے اجتماع کیا تو حضرت ابو بکر، حضرت عمر اور ابو عبیدہ ابن جراح بھی سن گن پا کر وہاں پہنچ گئے۔ اس موقعہ کیلئے حضرت عمر نے پہلے سے کچھ سوچ لیا تھا جسے کہنے کیلئے اٹھے، مگر حضرت ابو بکر نے انہیں روک دیا اور کھڑے ہو گئے اور اللہ کی حمد و ثنا اور مہاجرین کی ہجرت اور سبقت ایمانی کا تذکرہ کرنے کے بعد فرمایا:,
661,1,65,3.0,3,,½فَهُمْ اَوَّلُ مَنْ عَبَدَ اللهَ فِی الْاَرْضِ وَ اٰمَنَ بِاللهِ وَ بِالرَّسُوْلِ، وَ هُمْ اَوْلِيَآؤُهٗ وَ عَشِيْرَتُهٗ، وَ اَحَقُّ النَّاسِ بِهٰذَا الْاَمْرِ مِنْۢ بَعْدِهٖ، وَ لَا يُنَازِعُهُمْ ذٰلِكَ اِلَّا ظَالِمٌ.¼,
662,1,65,4.0,4,,یہ وہی ہیں جنہوں نے سب سے پہلے زمین میں اللہ کی پرستش کی اور سب سے پہلے اللہ و رسول ﷺ پر ایمان لائے۔ یہی پیغمبر ﷺ کے دوست اور ان کے کنبہ والے ہیں اور یہی سب سے زائد خلافت کے حقدار ہیں، جو ان سے ٹکرائے گا وہ ظالم ہو گا۔ (طبری، ج۲، ص۴۵۷),
663,1,65,5.0,1,,جب حضرت ابو بکر اپنا بیان ختم کر چکے، تو حباب ابن منذر کھڑے ہوئے اور انصار سے مخاطب ہو کر فرمایا کہ:,
664,1,65,6.0,4,,اے گروہ انصار! تم اپنی باگ ڈور دوسروں کے ہاتھ میں نہ دو۔ دنیا تمہارے سایہ میں بس رہی ہے۔ تم عزت و ثروت والے اور قبیلے جتھے والے ہو۔ اگر مہاجرین کو بعض چیزوں میں تم پر فضیلت ہے تو تمہیں بھی بعض چیزوں میں ان پر فوقیت حاصل ہے۔ تم نے انہیں اپنے گھروں میں پناہ دی، تم اسلام کے بازوئے شمشیر زن ہو، تمہاری وجہ سے اسلام اپنے پیروں پر کھڑا ہوا، تمہارے شہروں میں آزادی سے اللہ کی نمازیں قائم ہوئیں، تم تفرقہ و انتشار سے اپنے کو بچاؤ اور اپنے حق پر یکجہتی سے جمے رہو اور اگر مہاجرین تمہارا حق تسلیم نہ کریں تو پھر ان سے کہو کہ: ایک امیر تم میں سے ہوگا اور ایک امیر ہم میں سے ہوگا۔,
665,1,65,7.0,1,,حباب یہ کہہ کر بیٹھے ہی تھے کہ حضرت عمر کھڑے ہو گئے اور فرمایا:,
666,1,65,8.0,3,,½هَيْهَاتَ لَا يَجْتَمِعُ اثْنَانِ فِیْ قَرْنٍ، وَاللهِ! لَا تَرْضَى الْعَرَبُ اَنْ يُّؤَمِّرُوْكُمْ وَ نَبِيُّهَا مِنْ غَيْرِكُمْ وَ لٰكِنَّ الْعَرَبَ لَا تَمْنَعُ اَنْ تَوَلّٰی اَمْرَهَا مَنْ كَانَتِ النُّبُوَّةُ فِيْهِمْ وَ وَلّٰی اُمُوْرَهُمْ مِنْهُمْ، وَ لَنَا بِذٰلِكَ عَلٰى مَنْ اَبٰى مِنَ الْعَرَبِ الْحُجَّةُ الظَّاهِرَةُ وَ السُّلْطَانُ الْمُبِيْنُ مَنْ ذَا يُنَازِعُنَا سُلْطَانَ مُحَمَّدٍ ﷺ وَ اِمَارَتَهٗ وَ نَحْنُ اَوْلِيَآؤُهٗ وَ عَشِيْرَتُهٗ اِلَّا مُدْلٍۭ بِبَاطِلٍ اَوْ مُتَجَانِفٌ لِّاِثْمٍ وَّ مُتَوَرِّطٌ فِیْ هَلَكَةٍ.¼,
667,1,65,9.0,4,,ایسا نہیں ہو سکتا کہ ایک زمانہ میں دو (حکمران) جمع ہو جائیں۔ خدا کی قسم! عرب اس پر کبھی راضی نہ ہوں گے کہ تمہیں امیر بنائیں۔ جب کہ نبی ﷺ تم میں سے نہیں ہے۔ البتہ عرب کو اس میں ذرا پس و پیش نہ ہو گا کہ وہ خلافت اس کے حوالے کریں کہ جس کے گھرانے میں نبوت ہو اور صاحبِ امر بھی انہی میں سے ہو اور انکار کرنے والے کے سامنے اس سے ہمارے حق میں کھلم کھلا دلیل اور واضح برہان لائی جا سکتی ہے۔ جو ہم سے محمد ﷺ کی سلطنت و امارت میں ٹکرائے گا، وہ باطل کی طرف جھکنے والا، گناہ کا مرتکب ہونے والا اور ورطۂ ہلاکت میں گرنے والا ہے۔ (طبری، ج۲، ص۴۵۷),
668,1,65,10.0,4,,حضرت عمر کے بعد حباب پھر کھڑے ہوئے اور انصار سے کہا کہ:,
669,1,65,11.0,4,,دیکھو! اپنی بات پر ڈٹے رہو اور اس کی اور اس کے ساتھیوں کی باتوں میں نہ آؤ۔ یہ تمہارے حق کو دبانا چاہتے ہیں۔اگر یہ لوگ نہیں مانتے تو انہیں اپنے شہروں سے نکال باہر کرو اور خلافت کو سنبھال لو۔ بھلا تم سے زیادہ اس کا کون حقدار ہو سکتا ہے۔,
670,1,65,12.0,1,,حباب خاموش ہوئے تو حضرت عمر نے انہیں سخت سست کہا۔ ادھر سے بھی کچھ تلخ کلامی ہوئی اور بزم کا رنگ بگڑنے لگا۔ ابو عبیدہ نے جب یہ دیکھا تو انصار کو ٹھنڈا کرنے اور اپنے ڈھرے پر لانے کیلئے کہا کہ:,
671,1,65,13.0,4,,اے گروهِ انصار! تم وہی لوگ ہو جنہوں نے ہمیں سہارا دیا، ہماری ہر طرح کی مدد امداد کی، اب اپنی روش کو نہ بدلو اور اپنے طور طریقوں کو نہ چھوڑو۔,
672,1,65,14.0,1,,مگر انصار ان باتوں میں نہ آئے اور وہ سعد کے علاوہ کسی کی بیعت کرنے کو تیار نہ تھے اور ان کی طرف لوگ بڑھا ہی چاہتے تھے کہ سعد کے قبیلہ کا ایک آدمی بشیر خزرجی کھڑا ہوا اور کہنے لگا کہ:,
673,1,65,15.0,4,,بے شک ہم نے جہاد میں قدم بڑھایا، دین کو سہارا دیا، مگر اس سے ہماری غرض صرف اللہ کی رضا مندی اور اس کے رسول ﷺ کی اطاعت تھی۔ ہمارے لئے یہ مناسب نہیں کہ ہم تفوق جتلائیں اور خلافت میں جھگڑا کریں۔ ½اِنَّ مُحَمَّدًا ﷺ مِنْ قَرَيْشٍ وَّ قَوْمُهٗ اَحَقُّ بِهٖ وَ اَوْلٰى¼: ’’محمد ﷺ قریش میں سے تھے، لہٰذا ان کی نیابت و وراثت کا حق بھی انہی کی قوم کو پہنچتا ہے‘‘۔,
674,1,65,16.0,1,,بشیر کا یہ کہنا تھا کہ انصار میں پھوٹ پڑ گئی اور اس کا مقصد بھی یہی تھا، چونکہ وہ اپنے کنبہ کے ایک آدمی کو اس طرح بڑھتے ہوئے نہ دیکھ سکتا تھا، لہٰذا مہاجرین نے انصار کے اس افتراق سے پورا پورا فائدہ اٹھایا اور حضرت عمر اور ابو عبیدہ نے حضرت ابو بکر کے ہاتھ پر بیعت کا تہیہ کر لیا۔ ابھی وہ بیعت کیلئے بڑھے ہی تھے کہ بشیر نے سب سے پہلے بڑھ کر اپنا ہاتھ حضرت ابو بکر کے ہاتھ پر رکھ دیا اور پھر حضرت عمر اور ابو عبیدہ نے بیعت کی اور پھر بشیر کے قوم قبیلے والے بڑھے اور بیعت کی اور سعد ابن عبادہ کو پیروں تلے روند کر رکھ ديا۔,
675,1,65,17.0,1,e۱,امیرالمومنین علیہ السلام اس موقعہ پر پیغمبر ﷺ کے غسل و کفن میں مصروف تھے۔ بعد میں جب سقیفہ کے اجتماع کے متعلق سنا اور انہیں یہ معلوم ہوا کہ مہاجرین نے اپنے کو پیغمبر ﷺ کا قوم و قبیلہ کہہ کر انصار سے بازی جیت لی ہے تو یہ لطیف جملہ فرمایا کہ: ’’شجرہ ایک ہونے سے تو دلیل لائے ہیں اور اس کے پھلوں کو ضائع کر دیا ہے کہ جو پیغمبر ﷺ کے اہلبیتؑ ہیں‘‘۔ یعنی اگر شجرهٔ رسولؐ سے ہونے کی بنا پر ان کا حق مانا گیا ہے تو جو اس شجرهٔ رسالت کے پھل ہیں وہ کیونکر نظر انداز کئے جا سکتے ہیں؟۔ حیرت ہے کہ حضرت ابو بکر جو ساتویں پشت پر اور حضرت عمر جو نویں پشت پر رسول ﷺ سے جا کر ملتے ہیں، وہ تو پیغمبر ﷺ کا قوم و قبیلہ بن جائیں اور جو ابن عم تھا اس کے بھائی ہونے سے بھی انکار کر دیا جاتا ہے۔,
