ID,AMAAL_ID,ARABIC,NAME
11,29," اَللّـهُمَّ اَهِلَّهُ عَلَيْنا بِالاَْمْنِ وَالاْيمانِ وَالسَّلامَةِ وَالاِْسْلامِ رَبّي وَرَبُّكَ اللهُ عَزَّوَجَلَّ
اَللّـهُمَّ بارِكْ لَنا في رَجَب وَشَعْبانَ، وبَلِّغْنا شَهْرَ رَمَضانَ، واَعِنّا عَلَى الصِّيامِ وَالْقِيامِ وَحِفْظِ اللِّسانِ، وَغَضِّ الْبَصَرِ، وَلا تَجْعَلْ حَظَّنا مِنْهُ الْجُوعَ وَالْعَطَشَ",رأى الهلال
12,32,اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد، شَجَرَةِ النُّبُوَّةِ، وَمَوْضِعِ الرِّسالَةِ، وَمُخْتَلَفِ الْمَلائِكَةِ، وَمَعْدِنِ الْعِلْمِ، وَاَهْلِ بَيْتِ الْوَحْىِ، اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد الْفُلْكِ الْجارِيَةِ فِي اللُّجَجِ الْغامِرَةِ، يَأْمَنُ مَنْ رَكِبَها، وَيَغْرَقُ مَنْ تَرَكَهَا، الْمُتَقَدِّمُ لَهُمْ مارِقٌ، وَالْمُتَاَخِّرُ عَنْهُمْ زاهِقٌ، وَاللاّزِمُ لَهُمْ لاحِقٌ، اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد، الْكَهْفِ الْحَصينِ، وَغِياثِ الْمُضْطَرِّ الْمُسْتَكينِ، وَمَلْجَأِ الْهارِبينَ، وَعِصْمَةِ الْمُعْتَصِمينَ، اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد صَلاةً كَثيرَةً، تَكُونُ لَهُمْ رِضاً وَلِحَقِّ مُحَمَّد وَآلِ مُحَمَّد اَداءً وَقَضاءً، بِحَوْل مِنْكَ وَقُوَّة يا رَبَّ الْعالَمينَ، اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد، الطَّيِّبينَ الاَْبْرارِ الاَْخْيارِ، الَّذينَ اَوْجَبْتَ حُقُوقَهُمْ، وَفَرَضْتَ طاعَتَهُمْ وَوِلايَتَهُمْ، اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاعْمُرْ قَلْبي بِطاعَتِكَ، وَلا تُخْزِني بِمَعْصِيَتِكَ، وَارْزُقْني مُواساةَ مَنْ قَتَّرْتَ عَلَيْهِ مِنْ رِزْقِكَ بِما وَسَّعْتَ عَلَيَّ مِنْ فَضْلِكَ، وَنَشَرْتَ عَلَيَّ مِنْ عَدْلِكَ، وَاَحْيَيْتَني تَحْتَ ظِلِّكَ، وَهذا شَهْرُ نَبِيِّكَ سَيِّدِ رُسُلِكَ، شَعْبانُ الَّذي حَفَفْتَهُ مِنْكَ بِالرَّحْمَةِ وَالرِّضْوانِ، الَّذي كانَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَآلِه وَسَلَّمَ يَدْاَبُ في صِيامِه وَقِيامِه في لَياليهِ وَاَيّامِه بُخُوعاً لَكَ في اِكْرامِه وَاِعْظامِه اِلى مَحَلِّ حِمامِهِ، اَللّـهُمَّ فَاَعِنّا عَلَى الاْسْتِنانِ بِسُنَّتِه فيهِ، وَنَيْلِ الشَّفاعَةِ لَدَيْهِ، اَللّـهُمَّ وَاجْعَلْهُ لي شَفيعاً مُشَفَّعاً وَطَريقاً اِلَيْكَ مَهيعاً، وَاجْعَلْني لَهُ مُتَّبِعاً حَتّى اَلْقاكَ يَوْمَ الْقِيامَةِ عَنّي راضِياً، وَ عَنْ ذُنُوبي غاضِياً، قَدْ اَوْجَبْتَ لي مِنْكَ الرَّحْمَةَ وَالرِّضْوانَ، وَاَنْزَلْتَني دارَ الْقَرارِ وَمَحَلَّ الاَْخْيار,الصّلوات
13,33,اَللّـهُمَّ صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاسْمَعْ دُعائي اِذا دَعَوْتُكَ، وَاْسمَعْ نِدائي اِذا نادَيْتُكَ، وَاَقْبِلْ عَليَّ اِذا ناجَيْتُكَ، فَقَدْ هَرَبْتُ اِلَيْكَ، وَوَقَفْتُ بَيْنَ يَدَيكَ  مُسْتَكيناً، لَكَ مُتَضرِّعاً اِلَيْكَ، راجِياً لِما لَدَيْكَ ثَوابي، وَتَعْلَمُ ما في نَفْسي، وَتَخْبُرُ حاجَتي، وَتَعْرِفُ ضَميري، وَلا يَخْفى عَلَيْكَ اَمْرُ مُنْقَلَبي وَمَثْوايَ، وَما اُريدُ اَنْ اُبْدِيَ بِهِ مِنْ مَنْطِقي، واَتَفَوَّهُ بِهِ مِنْ طَلِبَتي، وَاَرْجُوهُ لِعاقِبَتي، وَقَدْ جَرَتْ مَقاديرُكَ عَليَّ يا سَيِّدي فيما يَكُونُ مِنّي اِلى آخِرِ عُمْري مِنْ سَريرَتي وَعَلانِيَتي، وَبِيَدِكَ لا بِيَدِ غَيْرِكَ زِيادَتي وَنَقْصي وَنَفْعي وَضرّي، اِلـهي اِنْ حَرَمْتَني فَمَنْ ذَا الَّذي يَرْزُقُني، وَاِنْ خَذَلْتَني فَمَنْ ذَا الَّذي يَنْصُرُني، اِلـهي اَعُوذُ بِكَ مِنَ غَضَبِكَ وَحُلُولِ سَخَطِكَ، اِلـهي اِنْ كُنْتُ غَيْرَ مُسْتاْهِل لِرَحْمَتِكَ فَاَنْتَ اَهْلٌ اَنْ تَجُودَ عَليَّ بِفَضْلِ سَعَتِكَ، اِلـهي كَأَنّي بِنَفْسي واقِفَةٌ بَيْنَ يَدَيْكَ وَقَدْ اَظَلَّها حُسْنُ تَوَكُّلي عَلَيْكَ، فَقُلْتَ ما اَنْتَ اَهْلُهُ وَتَغَمَّدْتَني بِعَفْوِكَ، اِلـهي اِنْ عَفَوْتَ فَمَنْ اَوْلى مِنْكَ بِذلِكَ، وَاِنْ كانَ قَدْ دَنا اَجَلي وَلَمْ يُدْنِني مِنْكَ عَمَلي فَقَدْ جَعَلْتُ الاِقْرارَ بِالذَّنْبِ اِلَيْكَ وَسيلَتي، اِلـهي قَدْ جُرْتُ عَلى نَفْسي في النَّظَرِ لَها، فَلَها الْوَيْلُ اِنْ لَمْ تَغْفِرْ لَها، اِلـهي لَمْ يَزَلْ بِرُّكَ عَلَيَّ اَيّامَ حَياتي فَلا تَقْطَعْ بِرَّكَ عَنّي في مَماتي، اِلـهي كَيْفَ آيَسُ مِنْ حُسْنِ نَظَرِكَ لي بَعْدَ مَماتي، وَاَنْتَ لَمْ تُوَلِّني إلاّ الْجَميلَ في حَياتي، اِلـهي تَوَلَّ مِنْ اَمْري ما اَنْتَ اَهْلُهُ، وَعُدْ عَلَيَّ بِفَضْلِكَ عَلى مُذْنِب قَدْ غَمَرَهُ جَهْلُهُ، اِلـهي قَدْ سَتَرْتَ عَلَيَّ ذُنُوباً في الدُّنْيا وَاَنَا اَحْوَجُ اِلى سَتْرِها عَلَيَّ مِنْكَ في الاُْخْرى، اِذْ لَمْ تُظْهِرْها لاَِحَد مِنْ عِبادِكَ الصّالِحينَ، فَلاتَفْضَحْني يَوْمَ الْقِيامَةِ عَلى رُؤُوسِ الاَْشْهادِ، اِلـهي جُودُكَ بَسَطَ اَمَلي، وَعفْوُكَ اَفْضَلُ مِنْ عَمَلي، اِلـهي فَسُرَّني بِلِقائِكَ يَوْمَ تَقْضي فيهِ بَيْنَ عِبادِكَ، اِلـهىِ اعْتِذاري اِلَيْكَ اعْتِذارُ مَنْ لَمْ يَسْتَغْنِ عَنْ قَبُولِ عُذْرِهِ، فَاقْبَلْ عُذْري يا اَكْرَمَ مَنِ اعْتَذَرَ اِلَيْهِ الْمُسيئُونَ، اِلـهي لا َتَرُدَّ حاجَتي، وَلا تُخَيِّبْ طَمَعي، وَلا تَقْطَعْ مِنْكَ رَجائي وَاَمَلي، اِلـهي لَوْ اَرَدْتَ هَواني لَمْ تَهْدِني، وَلَوْ اَرَدْتَ فَضيحَتي لَمْ تُعافِني، اِلـهي ما اَظُنُّكَ تَرُدُّني في حاجَة قَدْ اَفْنَيْتُ عُمْري في طَلَبَها مِنْكَ، اِلـهي فَلَكَ الْحَمْدُ اَبَداً اَبَداً دائِماً سَرْمَداً، يَزيدُ وَلا يَبيدُ كَما تُحِبُّ وَتَرْضى، اِلـهي اِنْ اَخَذْتَني بِجُرْمي اَخَذْتُكَ بِعَفْوِكَ، وَاِنْ اَخَذْتَني بِذُنُوبي اَخَذْتُكَ بِمَغْفِرَتِكَ، وَاِنْ اَدْخَلْتَني النّارَ اَعْلَمْتُ اَهْلَها اَنّي اُحِبُّكَ، اِلـهي اِنْ كانَ صَغُرَ في جَنْبِ طاعَتِكَ عَمَلي فَقَدْ كَبُرَ في جَنْبِ رَجائِكَ اَمَلي، اِلـهي كيف اَنْقَلِبُ مِنْ عِنْدِكَ بِالَخْيبَةِ مَحْروماً، وَقَدْ كانَ حُسْنُ ظَنّي بِجُودِكَ اَنْ تَقْلِبَني بِالنَّجاةِ مَرْحُوماً، اِلـهي وَقَدْ اَفْنَيْتُ عُمْري في شِرَّةِ السَّهْوِ عَنْكَ، وَاَبْلَيْتُ شَبابي في سَكْرَةِ التَّباعُدِ مِنْكَ، اِلـهي فلَمْ اَسْتَيْقِظْ اَيّامَ اغْتِراري بِكَ وَرُكُوني اِلى سَبيلِ سَخَطِكَ، اِلـهي وَاَنَا عَبْدُكَ وَابْنُ عَبْدِكَ قائِمٌ بَيْنَ يَدَيْكَ، مُتَوَسِّلٌ بِكَرَمِكَ اِلَيْكَ، اِلـهي اَنَا عَبْدٌ اَتَنَصَّلُ اِلَيْكَ، مِمَّا كُنْتُ اُواجِهُكَ بِهِ مِنْ قِلَّةِ اسْتِحْيائي مِنْ نَظَرِكَ، وَاَطْلُبُ الْعَفْوَ مِنْكَ اِذِ الْعَفْوُ نَعْتٌ لِكَرَمِكَ، اِلـهي لَمْ يَكُنْ لي حَوْلٌ فَانْتَقِلَ بِهِ عَنْ مَعْصِيَتِكَ إِلاّ في وَقْت اَيْقَظْتَني لَِمحَبَّتِكَ، وَكَما اَرَدْتَ اَنْ اَكُونَ كُنْتُ، فَشَكَرْتُكَ بِاِدْخالي في كَرَمِكَ، وَلِتَطْهيرِ قَلْبي مِنْ اَوْساخِ الْغَفْلَةِ عَنْكَ، اِلـهي اُنْظُرْ اِلَيَّ نَظَرَ مَنْ نادَيْتَهُ فَاَجابَكَ، وَاْستَعْمَلتُهُ بِمَعونَتِكَ فَاَطاعَكَ، يا قَريباً لا يَبْعُدُ عَنِ المُغْتَرِّ بِهِ، وَيا جَواداً لايَبْخَلُ عَمَّنْ رَجا ثَوابَهُ، اِلـهي هَبْ لي قَلْباً يُدْنيهِ مِنْكَ شَوْقُهُ وَلِساناً يُرْفَعُ اِلَيْكَ صِدْقُهُ، وَنَظَراً يُقَرِّبُهُ مِنْكَ حَقُّهُ، اِلـهي إنَّ مَنْ تَعَرَّفَ بِكَ غَيْرُ مَجْهُول وَمَنْ لاذَ بِكَ غَيْرُ مَخْذُول، وَمَنْ اَقْبَلْتَ عَلَيْهِ غَيْرُ مَمْلُول، اِلـهي اِنَّ مَن انْتَهَجَ بِكَ لَمُسْتَنيرٌ وِاِنَّ مَنِ اعْتَصَمَ بِكَ لَمُسْتَجيرٌ، وَقَدْ لُذْتُ بِكَ يا اِلـهي فَلا تُخَيِّبْ ظَنّي مِنْ رَحْمَتِكَ، وَلا تَحْجُبْني عَنْ رَأفَتِكَ، اِلـهي اَقِمْني في اَهْلِ وِلايَتِكَ مُقامَ مَنْ رَجَا الزِّيادَةَ مِنْ مَحَبَّتِكَ، اِلـهي وَاَلْهِمْني وَلَهاً بِذِكْرِكَ اِلى ذِكْرِكَ وَهَمَّتي في رَوْحِ نَجاحِ اَسْمائِكَ وَمَحَلِّ قُدْسِكَ، اِلـهي بِكَ عَلَيْكَ إلاّ اَلْحَقْتَني بِمَحَلِّ اَهْلِ طاعَتِكَ وَالْمَثْوىَ الصّالِحِ مِنْ مَرْضاتِكَ، فَاِنّي لا اَقْدِرُ لِنَفْسي دَفْعاً، وَلا اَمْلِكُ لَها نَفْعاً، اِلـهي اَنَا عَبْدُكَ الضَّعيفُ الْمُذْنِبُ، وَمَمْلُوكُكَ الْمُنيبُ، فَلا تَجْعَلْني مِمَّنْ صَرَفتَ عَنْهُ وَجْهَكَ، وَحَجَبَهُ سَهْوُهُ عَنْ عَفْوِكَ، اِلـهي هَبْ لي كَمالَ الانْقِطاعِ اِلَيْكَ، وَاَنِرْ اَبْصارَ قُلُوبِنا بِضِياءِ نَظَرِها اِلَيْكَ، حَتّى تَخْرِقَ اَبْصارُ الْقُلُوبِ حُجُبَ النُّورِ فَتَصِلَ اِلى مَعْدِنِ الْعَظَمَةِ، وَتَصيرَ اَرْواحُنا مُعَلَّقَةً بِعِزِّ قُدْسِكَ، اِلـهي وَاْجَعَلْني مِمَّنْ نادَيْتَهُ فَاَجابَكَ، وَلاحَظْتَهُ فَصَعِقَ لِجَلالِكَ، فَناجَيْتَهُ سِرّاً وَعَمِلَ لَكَ جَهْراً، اِلـهي لَمْ اُسَلِّطْ عَلى حُسْنِ ظَنّي قُنُوطَ الاِْياسِ، وَلاَ انْقَطَعَ رَجائي مِنْ جَميلِ كَرَمِكَ، اِلـهي اِنْ كانَتِ الْخَطايا قَدْ اَسْقَطَتْني لَدَيْكَ، فَاصْفَحْ عَنّي بِحُسْنِ تَوَكُّلي عَلَيْكَ، اِلـهي اِنْ حَطَّتْني الذُّنوبُ مِنْ مَكارِمِ لُطْفِكَ، فَقَدْ نَبَّهَني الْيَقينُ اِلى كَرَمِ عَطْفِكَ، اِلـهي اِنْ اَنَامَتْنِى الْغَفْلَةُ عَنِ الاسْتْعِدادِ لِلِقائِكَ، فَقَدْ نَبَّهَني، الْمَعْرِفَةُ بِكَرَمِ آلائِكَ، اِلـهي اِنْ دَعاني اِلى النّارِ عَظيْمُ عِقابِكَ، فَقَدْ دَعاني اِلَى الْجَنَّةِ جَزيلُ ثَوابِكَ اِلـهي فَلَكَ اَسْأَلُ وَاِلَيْكَ اَبْتَهِلُ وَاَرْغَبُ، وَاَساَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَني مِمَّنْ يُديمُ ذِكَرَكَ، وَلا يَنْقُضُ عَهْدَكَ، وَلايَغْفُلُ عَنْ شُكْرِكَ، وَلا يَسْتَخِفُّ بِاَمْرِكَ، اِلـهي وَاَلْحِقْني بِنُورِ عِزِّكَ الاَْبْهَجِ، فَاَكُونَ لَكَ عارِفاً، وَعَنْ سِواكَ مُنْحَرِفاً، وَمِنْكَ خائِفاً مُراقِباً، يا ذَالْجَلالِ وَالاِكْرامِ، وَصَلَّى اللهُ عَلى مُحَمَّد رَسُولِهِ وَآلِهِ الطّاهِرينَ وَسَلَّمَ تَسْليماً كَثيراً ,مناجاة
14,34,اللّهُمَّ إِنِّي أَسْأَلُكَ بِحَقِّ المَوْلُودِ فِي هذا اليَوْمِ بِشَهادَتِهِ قَبْلَ اسْتِهْلالِهِ وَوِلادَتِهِ بَكَتْهُ السَّماء وَمَنْ فِيها وَالأَرْضُ وَمَنْ عَلَيْها وَلَمَّا يَطَأ لابَيَتْها، قَتِيلِ العَبْرَةِ وَسَيِّدِ الاُسْرَةِ المَمْدُودِ بِالنُّصْرَةِ فِي يَوْمِ الكَرَّةِ المُعَوّضِ مِنْ قَتْلِهِ أَنَّ الأئِمَّةَ مِنْ نَسْلِهِ وَالشِّفاءَ فِي تُرْبَتِهِ وَالفَوْزَ مَعَهُ فِي أَوْبَتِهِ وَالأَوْصِياء مِنْ عُتْرَتِهِ بَعْدَ قائِمِهِمْ وَغَيْبَتِهِ حَتّى يُدْرِكُوا الأوْتارَ وَيَثْأَرُوا الثَّأرَ وَيُرْضُوا الجَبَّارَ وَيَكُونُوا خَيْرَ أَنْصارٍ، صَلَّى الله عَلَيْهِمْ مَعَ اخْتِلافِ الليْلِ وَالنَّهارِ. اللّهُمَّ فَبِحَقِّهِمْ إِلَيْكَ أَتَوَسَّلُ وَأَسْأَلُ سُؤالَ مُقْتَرِفٍ مُعتَرِفٍ مُسِيٍ إِلى نَفْسِهِ مِمَّا فَرَّطَ فِي يَوْمِهِ وَأَمْسِهِ، يَسْأَلُكَ العِصْمَةَ إِلى مَحَلِّ رَمْسِهِ، اللّهُمَّ فَصَلِّ عَلى مُحَمَّدٍ وَعِتْرَتِهِ وَاحْشُرْنا فِي زُمْرَتِهِ وَبَوِّئْنا مَعَهُ دارَ الكَرامَةِ وَمَحَلَّ الإقامَةِ، اللّهُمَّ وَكَما كَرَّمْتَنا بِمَعْرِفَتِهِ فَأَكْرِمْنا بِزُلْفَتِهِ وَارْزُقْنا مُرافَقَتَهُ وَسابِقَتَهُ وَاجْعَلْنا مِمَّنْ يُسَلِّمُ لاَمْرِهِ وَيُكْثِرُ الصَّلاةَ عَلَيْهِ عِنْدَ ذِكْرِهِ وَعَلى جَمِيعِ أَوْصِيائِهِ وَأَهْلِ أَصْفِيائِهِ المَمْدُودِينَ مِنْكَ بِالعَدَدِ الاِثْنَي عَشَرَ النُّجُومِ الزُّهَرِ وَالحُجَجِ عَلى جَميعِ البَشَرِ اللّهُمَّ وَهَبْ لَنا فِي هذا اليَوْمِ خَيْرَ مَوْهِبَةٍ وَانْجِحْ لَنا فِيهِ كُلَّ طَلِبَهٍ كَما وَهَبْتَ الحُسَيْنَ لِمُحَمَّدٍ جَدِّهِ وَعاذَ فُطْرُسُ بِمَهْدِهِ فَنَحْنُ عائِذُونَ بِقَبْرِهِ مِنْ بَعْدِهِ نَشْهَدُ تُرْبَتَهُ وَنَنْتَظِرُ أَوْبَتَهُ آمِينَ رَبَّ العالَمِينَ,اليوم الثالث
15,38,اللّهُمَّ بِحَقِّ لَيْلَتِنا وَمَوْلُودِها وَحُجَّتِكَ وَمَوْعُودِها الَّتِي قَرَنْتَ إِلى فَضْلِها فَضْلاً فَتَمَّتْ كَلِمَتُكَ صِدْقاً وَعَدْلاً، لا مُبَدِّلَ لِكَلِماتِكَ وَلا مُعَقِّبَ لآياتِكَ نُورُكَ المُتَأَلِّقُ وَضِياؤُكَ المُشْرِقُ وَالعَلَمُ النُّورُ فِي طَخْياء الدَيْجُورِ، الغائِبُ المَسْتُورُ جَلَّ مَوْلِدُهُ وَكَرُمَ مَحْتِدُهُ وَالمَلائِكَةُ شُهَّدُهُ وَالله ناصِرُهُ وَمُؤَيِّدُهُ إذا آنَ مِيعادُهُ وَالمَلائِكَةُ أَمْدادُهُ، سَيْفُ الله الَّذِي لايَنْبُو وَنُورُهُ الَّذِي لا يَخْبُو وَذُو الحِلْمِ الَّذِي لايَصْبُو مَدارُ الدَّهْرِ وَنَوامِيسُ العَصْرِ وَوُلاةُ الأمْرِ وَالمُنَزَّلُ عَلَيْهِمْ مايَتَنَزَّلُ فِي لَيْلَةَ القَدْرِ وَأَصْحابُ الحَشْرِ وَالنَشْرِ تَراجِمَةُ وَحْيِهِ وَوُلاةُ أَمْرِهِ وَنَهْيِهِ. اللّهُمَّ فَصَلِّ عَلى خاتِمِهِمْ وَقائِمِهِمْ المَسْتُورِ عَنْ عَوالِمِهِمْ، اللّهُمَّ وَادْرِكْ بِنا أَيَّامَهُ وَظُهُورَهُ وَقِيامَهُ وَاجْعَلْنا مِنْ انْصارِهِ وَاقْرِنْ ثَأْرَنا بِثَأْرِهِ وَاكْتُبْنا فِي أَعْوانِهِ وَخُلَصائِهِ وَاحْيِنا فِي دَوْلَتِهِ ناعِمِينَ وَبِصُحْبَتِهِ غانِمِينَ وَبِحَقِّهِ قائِمِينَ وَمِنَ السُّوءِ سالِمِينَ يا أَرْحَمَ الرَّاحِمِينَ وَالحَمْدُ للهِ رَبِّ العالَمِينَ وَصَلَواتُهُ عَلى سَيِّدِنا مُحَمَّدٍ خاتَمِ النَّبِيِّنَ وَالمُرْسَلِينَ وَعَلى أَهْلِ بَيْتِهِ الصَّادِقِينَ وَعِتْرَتِهِ النَّاطِقِينَ وَالعَنْ جَمِيعَ الظَّالِمِينَ وَاحْكُمْ بَيْنَنا وَبَيْنَهُمْ يا أَحْكَمَ الحاكِمِينَ,ليلة النصف شعبان
16,39,اللّهُمَّ أَنْتَ الحَيُّ القَيُّومُ العَلِيُّ العَظِيمُ الخالِقُ الرَّازِقُ المُحْيِي المُمِيْتُ البَدِيُ البَدِيعُ، لَكَ الجَلالُ وَلَكَ الفَضْلُ وَلَكَ الحَمْدُ وَلَكَ المَنُّ وَلَكَ الجُودُ وَلَكَ الكَرَمُ وَلَكَ الاَمْرُ وَلَكَ المَجْدُ وَلَكَ الشُّكْرُ وَحْدَكَ لا شَرِيكَ لَكَ، ياواِحُد ياأَحَدُ ياصَمَدُ يامَنْ لَمْ يَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُوا أَحَدٌ ؛ صَلِّ عَلى مُحَمَّدٍ وَآلِ مُحَمَّدٍ وَاغْفِرْ لِي وَارْحَمْنِي وَاكْفِنِي ما أَهَمَّنِي وَاقْضِ دَيْنِي وَوَسِّعْ عَلَيَّ فِي رِزْقِي، فَإِنَّكَ فِي هذِهِ الليْلَةِ كُلَّ أَمْرٍ حَكِيمٍ تُفَرِّقُ وَمَنْ تَشاءُ مِنْ خَلْقِكَ تَرْزُقُ فَارْزُقْنِي وَأَنْتَ خَيْرُ الرَّازِقِينَ، فَإِنَّكَ قُلْتَ وَأَنْتَ خَيْرُ القائِلِينَ النَّاِطِقينَ: وَاسْأَلُوا الله مِنْ فَضْلِهِ فَمِنْ فَضْلِكَ أَسْأَلُ وَإِيَّاكَ قَصَدْتُ وَابْنَ نَبِيِّكَ اعْتَمَدْتُ وَلَكَ رَجَوْتُ فَارْحَمْنِي ياأَرْحَمَ الرَّاحِمِينَ, ليلة النصف شعبان
17,40,اَللّـهُمَّ اقْسِمْ مِنْ خَشْيَتِكَ ما يَحُولُ بَيْنَنا وَبَيْنَ مَعْصِيَتِكَ، وَمِنْ طْاعَتِكَ ما تُبَلِّغُنا بِهِ رِضْوانَكَ، وَمِنَ الْيَقينِ ما يَهُونُ عَلَيْنا بِهِ مُصيباتُ الدُّنْيا، اَللّـهُمَّ اَمْتِعْنا بِاَسْماعِنا وَاَبْصارِنا وَقُوَّتِنا ما اَحْيَيْتَنا، وَاجْعَلْهُ الْوارِثَ مِنّا، واجْعَلْ ثأرَنا عَلى مَنْ ظَلَمَنا، وَانْصُرنا عَلى مَنْ عادانا، وَلا تَجْعَلْ مُصيبَتَنا في دينِنا، وَلا تَجْعَلِ الدُّنْيا اَكْبَرَ هَمِّنا، وَلا مَبْلَغَ عِلْمِنا، وَلا تُسَلِّطْ عَلَيْنا مَنْ لا يَرْحَمُنا، بِرَحْمَتِكَ يا اَرْحَمَ الرّاحِمينَ, ليلة النصف شعبان
18,43,إِلهِي تَعَرَّضَ لَكَ فِي هذا اللَّيْلِ المُتَعَرِّضُونَ وَقَصَدَكَ القاصِدُونَ وَأَمَّلَ فَضْلَكَ وَمَعْرُوفَكَ الطَّالِبُونَ وَلَكَ فِي هذا اللَّيْلِ نَفَحاتٌ وَجَوائِزُ وَعَطايا وَمَواهِبُ تَمُنُّ بِها عَلى مَنْ تَشاءُ مِنْ عِبادِكَ وَتَمْنَعُها مَنْ لَمْ تَسْبِقْ لَهُ العِنايَةُ مِنْكَ، وَها أَنا ذا عُبَيْدُكَ الفَقِيرُ إِلَيْكَ المُؤَمِّلُ فَضْلَكَ وَمَعْرُوفَكَ، فَإِنْ كُنْتَ يامَوْلاي تَفَضَّلْتَ فِي هذِهِ اللَّيْلَةِ عَلى أَحَدٍ مِنْ خَلْقِكَ وَعُدْتَ عَلَيْهِ بِعائِدَةٍ مِنْ عَطْفِكَ فَصَلِّ عَلى مُحَمَّدٍ وآلِ مُحَمَّدٍ الطَيِّبِينَ الطَّاهِرِينَ الخَيِّرِينَ الفاضِلِينَ، وَجُدْ عَلَيَّ بِطَوْلِكَ وَمَعْرُوفِكَ يارَبَّ العالَمينَ، وَصَلَّى الله عَلى مُحَمَّدٍ خاتَمِ النَّبِيِّينَ وَآلِهِ الطَّاهِرِينَ وَسَلَّمَ تَسْلِيماً، إِنَ الله حَمِيدٌ مَجِيدٌ. اللّهُمَّ إِنِّي أَدْعُوكَ كَما أَمَرْتَ فَاسْتَجِبْ لِي كَما وَعَدْتَ إِنَّكَ لا تُخْلِفُ المِيعادَ ,إِلهِي تَعَرَّضَ لَكَ
19,44,"سَجدَ لَكَ سَوادِي وَخَيالِي وَآمَنَ بِكَ فُؤادِي هذِهِ يَدايَ وَما جَنَيْتُهُ عَلى نَفْسِي ياعَظِيمُ تُرْجى لُكُلِّ عَظيمٍ اغْفِرْ لِيَ العَظِيمَ فَإنَّهُ لا يَغْفِرُ الذَّنْبَ العَظِيمَ إِلاّ الرَبُّ العَظِيمُ
أَعُوذُ بِنُورِ وَجْهِكَ الَّذِي أَضائَتْ لَهُ السَّماواتُ وَالأَرْضُونَ وانْكَشَفَتْ لَهُ الظُّلُماتُ وَصَلَحَ عَلَيْهِ أَمْرُ الأوّلِينَ وَالآخِرِينَ مِنْ فُجأَةِ نَقِمَتِكَ وَمِنْ تَحْوِيلِ عافِيَتِكَ وَمِنْ زَوالِ نِعْمَتِكَ، اللّهُمَّ ارْزُقْنِي قَلْباً تَقِيّاً نَقِيّاً وَمِنَ الشِّرْكِ بَرِيئاً لا كافِراً وَلا شَقِيّاً ].ثم عفّر خديه في التراب وقال: عَفَّرْتُ وَجْهِي فِي التُّرابِ وَحُقَّ لِي أَنْ أَسْجُدَ لَكَ",سَجدَ لَكَ سَوادِي
20,47,اللّهُمَّ إِنْ لَمْ تَكُنْ غَفَرْتَ لَنا فِيما مَضى مِنْ شَعْبانَ فَاغْفِرْ لَنا فِيما بَقِيَ مِنْهُ,اللّهُمَّ إِنْ لَمْ تَكُنْ
21,50,اللّهُمَّ إِنْ لَمْ تَكُنْ غَفَرْتَ لَنا فِيما مَضى مِنْ شَعْبانَ فَاغْفِرْ لَنا فِيما بَقِيَ مِنْهُ,اللّهُمَّ إِنْ لَمْ تَكُنْ
